Chr	Start	End	gene	root	shoot	anther	base	middle	tip	ear	tassel		
2	7474058	7474492	Zm00019ab067770	0.0740583	1.25943	0.33338	0.651927	0.190949	1.12846	0	0.14917		
2	7474610	7476117	Zm00019ab067780	0.299081	0.86044	0.115401	0.141042	0.312128	0.593592	0	0.0860596		
2	7480615	7482165	Zm00019ab067790	0.373872	1.30136	0.224403	0.297119	0.464138	0.260642	0.576922	0.502042		
2	7489280	7490033	Zm00019ab067800	0.256355	0	0.0769339	0	0.220326	0.0765925	0.197791	0		
2	7502665	7503327	Zm00019ab067810	0.0971805	0	0	0	0.125283	0.130658	0.393643	0.391487		
2	7504586	7507995	Zm00019ab067820	0.358998	0.481981	2.19444	0.249491	0.243586	0.372585	0.0874688	5.7087		
2	7516457	7516878	Zm00019ab067830	0.229019	4.85127	0	0.168002	0.328052	0.5474	0.883497	0.30753		
2	7519245	7520751	Zm00019ab067840	0.128263	0.420939	0.076985	0.0470452	0	0.0383217	0	0		
2	7523997	7524717	Zm00019ab067850	0.268089	0	0	0.0983316	0	0.0400491	0.413687	0		
2	7538121	7538570	Zm00019ab067860	0	0	0	0	0	0	0	0		
2	7553655	7557212	Zm00019ab067870	1.0503	1.70186	2.43739	0.557931	0.887124	0.770984	0.241012	4.52289		
2	7563064	7564246	Zm00019ab067880	0.0544638	0.341234	0.465831	0.0599299	0	0.0488172	0.252129	0		
2	7590253	7596527	Zm00019ab067890	0.0924105	8.30336	7.0488	3.19178	7.43925	7.31203	21.7641	13.2053		
2	7596646	7603239	Zm00019ab067910	16.8356	13.6782	9.12261	35.6206	28.3678	12.4627	28.1747	18.4413		
2	7603323	7604760	Zm00019ab067920	6.2504	6.97798	4.17514	13.9033	11.36	5.72287	13.1711	9.02488		
2	7692477	7695099	Zm00019ab067930	9.10086	62.7363	11.6989	40.0299	69.4987	68.5171	33.6163	26.6433		
2	7695653	7699649	Zm00019ab067940	9.04319	3.74406	16.2182	5.33014	6.22053	14.4919	10.1021	10.5524		
2	7739921	7745098	Zm00019ab067950	26.7155	7.67913	57.9297	14.4313	4.10662	3.46861	18.1522	16.8425		
2	7789258	7794205	Zm00019ab067960	84.562	62.8842	32.2808	53.2874	39.5281	33.7366	117.246	47.0536		
2	7871820	7872765	Zm00019ab067970	18.832	14.2952	10.9762	14.6516	10.7999	12.3316	15.6465	19.9605		
2	7941105	7943308	Zm00019ab067980	0.847772	0.0523309	1.18438	0.0160837	1.03012	4.71649	0.135331	0.82436		
2	7943769	7956464	Zm00019ab067990	21.5835	12.8115	3.88366	8.64993	8.24129	7.31437	42.9072	10.5542		
2	7958765	7962965	Zm00019ab068000	15.8814	18.6486	1.16679	21.2472	6.8148	0.309305	108.425	12.7121		
2	7964146	7965217	Zm00019ab068010	126.998	154.527	30.7357	80.5528	76.4508	47.5151	158.768	55.4461		
2	7996089	8023955	Zm00019ab068030	0.00115604	0.00103471	0.0010408	0	0	0.00414474	0.00668956	0.00232852		
2	8024164	8028211	Zm00019ab068040	0.0318333	0	0	0	0	0.0142665	0.0552622	0.0641195		
2	8034674	8035400	Zm00019ab068050	9.12842	8.13072	2.07457	3.02312	5.63654	3.97185	10.8722	3.92725		
2	8039335	8050297	Zm00019ab068060	6.57354	16.5042	4.00814	2.82929	4.32121	9.29764	38.1712	15.8035		
2	8073291	8076232	Zm00019ab068070	66.1718	25.4726	39.0106	73.4033	58.3303	30.8776	46.8262	84.2982		
2	8081434	8084596	Zm00019ab068080	127.497	99.2108	48.0223	228.718	138.315	69.0343	47.3147	139.605		
2	8139028	8142293	Zm00019ab068090	36.8612	26.1063	15.47	31.5954	14.8441	11.6262	29.578	18.1792		
2	8143118	8146450	Zm00019ab068100	0.463947	5.15609	2.71505	3.81819	5.29994	11.1586	0.178979	0.973431		
2	8148644	8152725	Zm00019ab068110	11.5066	10.5745	2.48688	15.3188	1.07169	0.311249	100.826	5.81807		
2	8220419	8221358	Zm00019ab068120	7.26559	3.86503	1.11079	2.71521	1.29601	1.84311	14.9928	3.24445		
2	8222069	8222921	Zm00019ab068130	2.41709	0.743675	4.08029	1.32984	1.81771	0.406219	3.40928	1.82571		
2	8227665	8231071	Zm00019ab068140	7.53614	4.71403	3.63509	8.47976	6.53385	4.45801	15.9443	5.69468		
2	8283685	8288886	Zm00019ab068150	35.157	28.6957	47.1693	36.3344	42.516	34.8148	26.5902	87.9156		
2	8290988	8293110	Zm00019ab068160	26.3884	17.4935	21.5857	71.3813	48.1892	58.9613	62.0105	41.8737		
2	8294869	8296550	Zm00019ab068170	0.19153	0.171429	0.0344876	0.295053	0.164611	0.154506	0.398992	0.308627		
2	8297962	8300746	Zm00019ab068190	0	0	0.541548	0	0	0	0	6.22095		
2	8302536	8303595	Zm00019ab068200	0.0303918	0	0.164174	0.83605	0.104481	0	0.175866	0.428512		
2	8306606	8307175	Zm00019ab068210	0	0	1063.38	0.310952	0.0485747	0.151976	0	22.3127		
2	8307669	8316968	Zm00019ab068220	38.7762	22.2923	12.6152	18.5171	19.9232	36.709	31.8835	17.8968		
2	8393299	8396972	Zm00019ab068240	6.46236	12.5179	0.789442	14.5692	6.60915	0.220063	27.572	7.06466		
2	8412181	8426193	Zm00019ab068250	108.587	46.4831	23.7882	43.3361	46.879	89.1669	43.3525	31.8587		
2	8426892	8427583	Zm00019ab068260	0	0	0	0	0	0	0	0		
2	8428135	8433124	Zm00019ab068270	3.71864	7.96266	6.32394	20.4735	1.67568	1.00688	5.09567	6.63193		
2	8515292	8516837	Zm00019ab068280	92.2076	102.543	6.28484	532.416	6.73385	1.56891	93.9324	34.4591		
2	8533129	8533574	Zm00019ab068290	0.144463	0.387906	0.520253	0.476886	0.12416	0	0.501573	0.872945		
2	8535045	8535263	Zm00019ab068300	0	0	3.04609	0.323731	0	0	0	0		
2	8538559	8542488	Zm00019ab068310	9.51705	5.19458	3.02587	11.1848	3.32533	2.46873	11.9725	8.30512		
2	8592707	8596474	Zm00019ab068320	7.71185	2.97679	8.34406	7.71438	10.8825	9.59447	3.76992	10.0227		
2	8597624	8601134	Zm00019ab068330	50.1352	96.1281	12.887	80.4685	6.05641	0.213831	5.94668	15.1919		
2	8612133	8614795	Zm00019ab068340	1.60895	0.0216555	0.479226	0.559083	0.603034	0.0433727	0	4.23983		
2	8631716	8633208	Zm00019ab068350	3.84081	1.50641	0.621655	7.36038	0.222539	0	9.03996	0.521545		
2	8687186	8691369	Zm00019ab068360	10.1096	5.13422	5.70515	8.67574	16.0143	0.35197	1.22081	3.30338		
2	8691780	8693709	Zm00019ab068370	7.14413	13.2817	10.8953	26.0262	23.4842	14.7668	41.3983	21.4503		
2	8715765	8716350	Zm00019ab068380	0	0	0	0.120985	0	0	0.127248	0.221464		
2	8723468	8727705	Zm00019ab068400	43.3972	11.0901	54.5315	42.7256	25.3226	18.9209	9.44846	50.0983		
2	8745070	8746450	Zm00019ab068410	83.1394	1.29452	1.68018	0	14.0944	0.271817	0.0809926	2.06742		
2	8746415	8750828	Zm00019ab068420	18.1074	29.8272	9.25187	13.4679	15.619	14.0059	25.8215	14.4067		
2	8767209	8774052	Zm00019ab068430	0.40481	0.117966	0.296652	0.248616	0.15373	0.223611	2.25532	1.25151		
2	8775391	8796622	Zm00019ab068440	0.118349	0.157535	0.025955	0.0601049	0.0534661	0.0244799	0.223013	0.0855732		
2	8798803	8800361	Zm00019ab068460	1.36383	15.5546	12.3905	6.27568	24.6151	24.9488	1.00443	22.9754		
2	8848251	8849298	Zm00019ab068480	0	0.0550273	0.221405	0	0.528389	0.110211	0	0		
2	8897270	8897865	Zm00019ab068490	0.324315	0.580557	0.0973291	0.356864	0.0929114	0	0.0625563	0		
2	8898704	8899096	Zm00019ab068500	0	0	0	0	0	0	0	0		
2	8900713	8901778	Zm00019ab068510	0.483532	0.432785	0.707417	0.53206	5.97387	0.595927	0.139901	1.33917		
2	9043366	9045000	Zm00019ab068520	0.0394071	0	0	0	0.0169343	0	0.0456068	0.0396874		
2	9047956	9084351	Zm00019ab068530	0.690405	2.47178	1.9054	1.67717	3.95352	4.01285	2.42472	7.91767		
2	9107461	9117783	Zm00019ab068540	51.9571	7.30704	15.0991	15.0715	30.1069	54.4081	17.04	45.7862		
2	9119764	9121763	Zm00019ab068550	5.4605	3.92147	3.82854	2.87133	5.73133	4.34574	14.1678	5.09378		
2	9124154	9127415	Zm00019ab068560	17.6187	5.43627	12.6259	21.017	7.87679	4.48799	14.0356	10.2247		
2	9128287	9135934	Zm00019ab068570	29.907	9.10121	9.48473	28.5099	62.9017	14.2527	41.6466	96.6122		
2	9175273	9175706	Zm00019ab068580	0	0	0	0	0	0	0	0		
2	9177000	9180831	Zm00019ab068590	3.21985	10.7602	3.31518	6.41996	9.41465	22.5758	6.05177	5.2155		
2	9189587	9190282	Zm00019ab068600	208.567	35.1729	104.598	56.8908	70.3328	27.6722	15.1063	160.731		
2	9191360	9195202	Zm00019ab068610	35.4679	19.598	35.1475	52.338	43.4586	32.5421	49.9346	59.0298		
2	9226253	9232426	Zm00019ab068620	12.3769	19.9748	7.21579	10.0478	14.1443	10.5091	23.8835	14.5879		
2	9246929	9256069	Zm00019ab068640	198.6	56.2428	50.5739	57.5452	16.4593	51.0507	138.681	133.05		
2	9247700	9256817	Zm00019ab068630	200.637	57.0551	51.2104	58.1802	16.6435	51.7306	140.903	134.952		
2	9267436	9272475	Zm00019ab068650	139.018	28.6512	83.9392	18.6878	22.3588	52.7319	43.2608	61.9663		
2	9374481	9377034	Zm00019ab068670	26.741	15.6026	7.60875	20.3475	14.9496	11.0798	29.6488	14.0499		
2	9382264	9387100	Zm00019ab068680	9.69058	4.49474	1.39114	7.2993	11.6314	7.99938	6.15098	5.45995		
2	9388563	9392696	Zm00019ab068690	61.0486	40.9079	18.5362	33.7507	38.3501	46.5191	70.0037	37.5458		
2	9394263	9435055	Zm00019ab068700	0.155576	0.0827008	0.0170642	0.0556151	0.040724	0.0353926	0.170912	0.0604461		
2	9470820	9475785	Zm00019ab068710	72.9224	16.6991	3.71458	88.4357	17.518	3.36085	8.90421	17.2088		
2	9476439	9479542	Zm00019ab068720	313.871	402.278	60.0639	191.118	211.653	89.3425	413.831	135.422		
2	9479767	9484984	Zm00019ab068730	15.7002	10.1456	5.66964	15.1156	8.84008	9.4628	26.0371	15.4823		
2	9488102	9492829	Zm00019ab068740	0.0272549	1.08556	0.245381	0.134956	0.585609	1.44133	0.0551999	0.301937		
2	9505797	9507938	Zm00019ab068750	2.51165	1.44037	0.582248	1.98591	2.22328	1.59071	6.26615	2.96877		
2	9513628	9516462	Zm00019ab068760	3.84084	11.1167	9.7601	5.55173	13.2236	38.1033	2.57763	9.97939		
2	9520269	9523371	Zm00019ab068770	38.974	24.5133	2.04702	98.9314	16.2396	0.36292	7.40144	22.7519		
2	9598126	9600578	Zm00019ab068790	21.1442	1.43408	10.3814	28.4542	18.3643	1.61269	6.38365	16.5595		
2	9613248	9614493	Zm00019ab068800	56.8035	40.0811	15.2702	32.888	18.3991	20.8338	35.1591	29.0073		
2	9614693	9617362	Zm00019ab068810	10.7746	7.57036	4.98609	8.35098	19.9205	11.4961	15.0531	9.8427		
2	9628122	9633873	Zm00019ab068820	0	17.084	2.28927	9.58934	3.23471	1.17971	15.336	57.5449		
2	9638490	9639564	Zm00019ab068840	0.479484	113.111	101.069	72.7437	530.52	149.964	2.63586	18.8329		
2	9713423	9715435	Zm00019ab068850	5.64929	1.05998	0.0288168	1.72576	0.866527	0.0286889	2.20405	0.0644699		
2	9716153	9721156	Zm00019ab068860	8.47874	14.3999	6.79312	40.3153	19.233	4.3163	77.8827	29.9807		
2	9722569	9733645	Zm00019ab068870	6.25868	7.74937	1.30397	16.9386	5.24407	3.81634	4.60449	8.04887		
2	9734432	9735028	Zm00019ab068880	0	0	0	0.118756	0	0.0483675	0	0		
2	9751038	9755204	Zm00019ab068890	0	95.1387	4.39899	0.144618	2.47175	96.5007	0.0357894	0.0934326		
2	9781355	9784450	Zm00019ab068900	0	0.00931341	0	0.0114498	0.00894302	0	0	0		
2	9788220	9796280	Zm00019ab068910	0	1.26626	0.273454	0	10.4554	7.36123	0.0370014	0.949869		
2	9801275	9802986	Zm00019ab068920	25.7233	16.1688	5.33662	14.3285	12.2912	11.3343	38.8951	11.8256		
2	9809371	9812120	Zm00019ab068930	8.52828	281.035	37.3889	267.707	71.0111	29.2639	7.0771	121.472		
2	9817066	9819324	Zm00019ab068950	9.39792	7.76063	5.08438	4.22118	4.49816	6.46788	14.92	7.5833		
2	9819819	9824728	Zm00019ab068960	13.995	3.46482	5.32824	4.21628	5.00745	3.78144	0.622658	2.35239		
2	9830536	9834774	Zm00019ab068970	22.4953	252.632	24.413	58.4704	162.71	148.553	61.3565	54.0052		
2	9838088	9843110	Zm00019ab068980	29.8487	9.04696	20.3831	12.3784	7.55166	7.85263	20.5531	17.9824		
2	9900274	9901503	Zm00019ab069000	0.0523827	0	3.2777	0	0.180082	0	0.0606237	0.633063		
2	9949008	9952991	Zm00019ab069010	1.87599	73.5405	5.42371	9.7697	26.659	31.3541	8.10431	8.07854		
2	9955318	9956421	Zm00019ab069020	9.1627	4.38783	128.601	12.3941	14.6965	25.3967	6.88936	62.1264		
2	10016279	10017223	Zm00019ab069030	0	0.061025	0.42969	0	0.0585981	0.0611119	0	0.411993		
2	10050692	10056466	Zm00019ab069040	83.4029	40.4779	40.3546	85.5859	45.9686	56.2107	93.6447	64.3833		
2	10210073	10215463	Zm00019ab069050	0.0478061	0.053486	0.0322806	0.052604	0.0308153	0	0.131402	0		
2	10248716	10253062	Zm00019ab069060	7.05521	3.12421	7.11924	4.33831	4.02543	5.69935	6.27826	12.3299		
2	10253449	10257387	Zm00019ab069070	3.97478	0.0146404	0.235626	0	0	0	0	2.30628		
2	10342382	10342820	Zm00019ab069090	1.10075	1.18227	0.594617	0.96898	2.39665	0.789304	1.27393	1.92154		
2	10349933	10354314	Zm00019ab069110	44.3678	22.6292	19.1949	34.7043	29.7032	29.0006	57.7121	37.5977		
2	10352621	10357390	Zm00019ab069120	16.3441	9.31524	10.6956	13.1984	15.8638	13.566	25.5357	20.2013		
2	10380567	10388178	Zm00019ab069130	40.083	22.0235	9.91443	22.5209	12.7126	13.9635	61.7393	25.4714		
2	10394425	10395310	Zm00019ab069140	7.49025	1.1716	0.458304	0.320077	1.0625	2.24876	0.925777	1.75771		
2	10396698	10397041	Zm00019ab069150	0	0	0	0	0	0.08394	0	0		
2	10436886	10442873	Zm00019ab069160	9.93145	4.78646	5.919	12.7515	3.12572	0.834242	14.7005	8.95094		
2	10608549	10615424	Zm00019ab069180	3.23746	0.532571	0.430253	2.10856	1.46169	2.07033	1.84357	0.339733		
2	10639160	10640045	Zm00019ab069190	8.61742	38.5325	1.80048	0.0400096	0	0.0325907	0.589131	0.219714		
2	10710080	10714395	Zm00019ab069220	10.1961	5.23774	5.05354	7.44123	5.77359	7.18539	7.52409	7.00608		
2	10716197	10717714	Zm00019ab069230	10.8658	92.3154	34.6788	31.8756	102.543	226.514	19.6488	34.2826		
2	10717990	10720065	Zm00019ab069240	4.84161	6.653	2.48686	5.22507	5.89495	4.81256	10.165	3.56326		
2	10720645	10728052	Zm00019ab069250	15.064	7.76518	8.96981	12.8769	8.25993	8.55191	10.9817	13.9185		
2	10728060	10732399	Zm00019ab069260	3.28092	4.67063	5.07237	4.12477	3.89795	3.1071	8.81404	5.29278		
2	10734688	10747809	Zm00019ab069270	32.0729	10.809	12.4641	30.0348	16.0192	13.7885	15.0816	21.4566		
2	10750359	10757705	Zm00019ab069280	5.91952	3.76373	3.2411	5.53416	6.02969	9.40896	12.0777	7.09212		
2	10788070	10793883	Zm00019ab069300	0.875477	0.46123	0.453968	0.877982	0.823865	1.60915	1.99436	1.10492		
2	10880482	10885655	Zm00019ab069310	41.8787	13.4865	3.39708	38.7714	13.999	2.84624	43.423	13.9209		
2	10892144	10892371	Zm00019ab069320	0.847772	0.126466	1.65374	0	0.121437	0	0.163524	0.284601		
2	10899484	10899705	Zm00019ab069340	1.16091	0.90919	6.1405	0.159678	0.124719	0	5.54215	7.8919		
2	10909686	10912308	Zm00019ab069350	18.3491	8.68437	8.42589	32.9889	12.4979	8.08026	32.863	16.2284		
2	10913380	10916170	Zm00019ab069360	301.746	339.451	37.8996	116.316	127.119	70.321	391.204	85.6273		
2	10975267	10994532	Zm00019ab069370	7.28047	9.8958	21.263	6.09576	8.54082	3.65101	28.8422	32.0235		
2	11020479	11024383	Zm00019ab069380	0.618733	7.42825	39.0014	10.158	30.6372	40.7952	0.00954765	27.5176		
2	11040281	11042290	Zm00019ab069390	4.55182	6.15419	1.76045	6.27845	8.017	5.89	5.8244	3.16374		
2	11040370	11040820	Zm00019ab069400	14.5005	17.8376	4.8233	16.8204	22.5307	16.0063	17.2778	7.19389		
2	11072182	11075202	Zm00019ab069410	2.63396	0.992641	0.499243	4.34159	1.21895	1.07052	4.47995	2.01905		
2	11075985	11078881	Zm00019ab069420	0.600493	2.07026	0.440518	0.293671	1.10865	2.35229	0.386092	0.67196		
2	11080871	11082328	Zm00019ab069430	50.7977	17.1661	33.5795	45.271	42.7847	65.8509	40.9915	65.0669		
2	11089182	11091255	Zm00019ab069440	3.9143	1.19564	1.23065	0.922961	4.75255	1.75424	0.287626	2.28394		
2	11243851	11245679	Zm00019ab069450	10.6562	0	3.64731	0	0.0151381	0	0	0.212867		
2	11253214	11259767	Zm00019ab069460	0.216276	0.17598	0.11506	0.086539	0.130961	0.123361	0.500603	0.168311		
2	11274396	11275921	Zm00019ab069470	8.99327	4.25146	29.0231	2.50881	0.616893	2.11929	5.0819	3.14664		
2	11300369	11302034	Zm00019ab069480	4.25413	0.103845	0	0	0	0	0	0.0778979		
2	11307097	11316712	Zm00019ab069490	0	0	22.7273	0	0	0	0	4.35922		
2	11318267	11322070	Zm00019ab069500	2.71002	0.67462	1.26569	4.94826	2.44559	3.41586	0.637075	2.02991		
2	11369860	11373982	Zm00019ab069510	11.5406	2.11205	9.67975	0.756602	5.37903	18.8954	0.108514	8.97082		
2	11377427	11387793	Zm00019ab069520	35.7144	15.0444	10.8076	26.5684	19.662	12.5534	25.4012	23.2341		
2	11389336	11391545	Zm00019ab069540	15.131	13.6213	7.28383	14.5323	11.5762	13.9281	18.9792	12.2144		
2	11391755	11394442	Zm00019ab069550	4.94975	4.63409	1.57537	3.31011	3.39915	3.71684	3.66178	2.84855		
2	11394360	11397623	Zm00019ab069560	1.24361	10.645	1.42177	3.08437	6.59107	6.47573	1.77051	1.65006		
2	11402204	11405884	Zm00019ab069570	16.4359	62.0318	331.518	76.7522	21.2414	0.0156889	25.6255	92.7589		
2	11415401	11418957	Zm00019ab069580	7.13683	30.3664	18.0042	16.7825	22.6436	12.8182	16.6555	28.0389		
2	11421060	11424291	Zm00019ab069590	1.91378	1.60587	0.807663	1.66713	1.55914	1.14358	4.6143	1.90732		
2	11424638	11425041	Zm00019ab069600	0.159482	1.14195	0.358961	1.22841	0.342668	0.142947	2.03029	0.963697		
2	11430299	11431192	Zm00019ab069610	0.180175	1.54815	0.454203	0.158606	0.464557	3.3591	0.583859	1.16132		
2	11431248	11433659	Zm00019ab069620	1.93666	221.254	45.863	65.7973	236.711	335.12	11.2376	88.2672		
2	11434225	11436736	Zm00019ab069630	9.59278	97.8209	7.10092	50.3787	128.727	94.7646	28.5564	11.1851		
2	11490251	11491598	Zm00019ab069640	49.9003	27.5081	38.4498	76.7613	67.2061	59.3787	31.0604	59.9308		
2	11534020	11538367	Zm00019ab069650	1.45221	10.0867	1.13401	7.19895	9.29712	2.7494	19.7565	6.05908		
2	11539620	11544939	Zm00019ab069660	0.0726662	0.227639	0.0981341	3.05843	0.452786	0.0651324	1.55582	0.17076		
2	11614441	11622370	Zm00019ab069670	0.381872	0.639955	0.00731503	0.554302	0.090779	0.0145651	2.60468	0.0736444		
2	11634482	11637693	Zm00019ab069680	41.8238	15.1892	49.3485	29.1137	17.2832	13.0533	32.7102	18.4647		
2	11637889	11640083	Zm00019ab069690	0.616421	0.105091	3.75269	0.193796	1.66504	1.89433	0.101914	0.354746		
2	11669785	11671385	Zm00019ab069700	6.45917	0.828469	0.326092	5.95606	0.553406	0.757505	0	2.18863		
2	11705956	11708673	Zm00019ab069710	37.0393	3.28868	6.86152	0.521685	0.794567	4.14327	0.109738	12.1518		
2	11711901	11714822	Zm00019ab069720	0.904058	1.21376	0.94298	1.81974	1.95197	0.95856	2.62848	2.30953		
2	11715461	11718910	Zm00019ab069730	2.16636	1.17009	1.37874	1.70564	1.56495	10.3198	1.51296	1.88084		
2	11719629	11725441	Zm00019ab069740	65.2176	30.4613	19.9082	84.1422	27.3828	22.0999	61.3996	42.7086		
2	11867878	11886732	Zm00019ab069750	1.35662	0.70958	0.529165	3.17542	1.11896	0.447182	7.94513	2.2404		
2	11888988	11894533	Zm00019ab069760	2.96246	6.4989	3.51438	15.468	16.974	6.69038	4.65204	6.52867		
2	11895477	11898380	Zm00019ab069770	15.4421	13.8413	10.8066	20.0558	31.959	26.2305	10.9642	11.1947		
2	11904396	11909093	Zm00019ab069780	0.774869	0.478731	3.07451	2.94273	13.8851	9.78493	0.0158721	2.2928		
2	11917647	11920993	Zm00019ab069790	0	0.223989	0.667259	0.720197	0.132358	0	13.2893	0.0775488		
2	11946222	11948250	Zm00019ab069800	207.899	176.886	35.6797	117.859	108.39	61.4936	182.816	75.3146		
2	11985584	11990228	Zm00019ab069820	5.39581	0.0496608	0.0874181	0.0305262	0	0	3.93304	0.223514		
2	12066292	12069032	Zm00019ab069830	9.10868	5.41761	3.07924	18.9464	10.8993	2.83381	17.4652	9.94285		
2	12073635	12075497	Zm00019ab069840	0.587934	0.402411	0.186822	0.342498	0.148618	0.340987	1.24078	0.905589		
2	12120980	12122915	Zm00019ab069850	0	19.8385	10.1275	8.82551	23.3972	51.2031	1.4251	7.64188		
2	12123452	12124843	Zm00019ab069860	0.300862	3.14857	1.95861	3.05591	8.35401	6.80397	0.803525	1.02554		
2	12124828	12125267	Zm00019ab069870	0.0732167	0.0655325	0.39551	0.725083	0.503411	0.590633	0.423677	0.29495		
2	12129762	12134817	Zm00019ab069880	10.8	10.0829	5.05392	10.5869	8.90975	8.33251	12.1378	9.38168		
2	12139535	12140859	Zm00019ab069890	0.145881	0	0.284568	0	0.0417926	0.0435855	0.225108	0.636646		
2	12246543	12247368	Zm00019ab069900	1.32606	1.46615	1.47478	0.94415	1.0056	0.349581	0.54165	1.72828		
2	12267393	12268897	Zm00019ab069910	16.7177	11.0548	5.93572	16.205	7.76356	4.29773	13.8234	16.9875		
2	12270550	12270876	Zm00019ab069920	0.0985179	0.440892	0	0.108405	0	0	0.228034	0.198437		
2	12317313	12322414	Zm00019ab069930	14.7312	7.16619	7.47557	14.3892	11.2661	8.76109	23.2018	14.0665		
2	12359403	12360309	Zm00019ab069940	0.0710371	0	0.31978	0.156333	0.427372	0.0636723	0	0.858508		
2	12479646	12480269	Zm00019ab069950	0	0	0	0	0	0	0	0		
2	12484296	12484580	Zm00019ab069960	0	0	0.203537	0	0	0	0	0		
2	12505741	12507317	Zm00019ab069970	0.0204282	0.0365686	0.514974	0	0	0	0	0.288029		
2	12507812	12511237	Zm00019ab069980	13.6346	8.00392	3.05618	7.0359	3.1195	4.02873	19.3492	7.19725		
2	12524555	12526258	Zm00019ab069990	9.71754	0.406117	4.91912	29.582	10.4966	1.3726	0.918961	23.5337		
2	12528234	12528993	Zm00019ab070000	0.169554	0	0	0	0	0	0	0		
2	12589372	12599016	Zm00019ab070010	10.8721	4.64578	3.40411	8.45325	7.57856	5.02363	4.54979	6.5999		
2	12602724	12603697	Zm00019ab070020	0.793807	0	0.17867	0	0.0568534	0.0592923	0	0.399726		
2	12624777	12626019	Zm00019ab070030	0	0	0.0466679	0	0	0	0	0		
2	12664402	12670609	Zm00019ab070040	11.1467	4.65399	1.28014	4.30544	3.28255	2.21403	16.2035	3.44931		
2	12699262	12702126	Zm00019ab070060	38.4448	21.7188	248.656	42.7981	20.2946	10.6431	15.0696	28.7867		
2	12708578	12711601	Zm00019ab070080	38.3836	27.1752	7.28939	54.2981	19.8318	4.97489	44.94	16.9518		
2	12714915	12715792	Zm00019ab070090	0.22015	0.459773	0.264274	0.0403742	0.126139	0.197326	0.891748	0.295621		
2	12736479	12750350	Zm00019ab070100	14.9093	12.667	7.33047	18.7669	9.23518	3.32217	17.4055	13.0601		
2	12766969	12769239	Zm00019ab070120	138.522	23.5779	42.1204	43.3156	36.7583	28.7228	5.18785	57.4028		
2	12928718	12929894	Zm00019ab070130	0.328449	9.75026	3.03101	1.95765	0.799811	0.122665	0.190061	6.17465		
2	12931528	12934169	Zm00019ab070140	5.43832	94.8302	15.7426	14.115	64.0315	72.9098	8.15666	24.757		
2	12938702	12940600	Zm00019ab070150	34.9127	17.2186	4.85692	44.2967	57.9121	9.79239	7.38211	23.919		
2	12938841	12941183	Zm00019ab070160	29.7542	14.7187	4.14698	37.2489	48.9821	8.42969	6.2378	20.0233		
2	12972942	12973523	Zm00019ab070170	0	0	0	0	0	0	0	0		
2	13054468	13056104	Zm00019ab070180	108.611	0.281826	0.0354357	0	0	0	0	0		
2	13058883	13060649	Zm00019ab070190	8.89705	57.2117	0.131314	77.3969	49.0761	0	0	0.293781		
2	13098018	13099002	Zm00019ab070200	18.8059	10.7141	10.2766	33.0373	14.3076	3.72302	50.0773	22.2665		
2	13106167	13107723	Zm00019ab070210	1.7794	0.0370383	11.773	0	0.213392	0	0.431024	0.66681		
2	13112126	13120031	Zm00019ab070220	9.81211	5.59107	3.5769	10.492	6.07614	4.44855	12.5583	9.31557		
2	13127019	13130102	Zm00019ab070230	14.5408	42.7746	7.84352	19.0806	27.9749	17.4245	6.09304	18.8944		
2	13206270	13220022	Zm00019ab070240	0.782369	3.85352	0.80561	2.08778	5.28466	5.65414	2.27177	2.33077		
2	13212951	13213694	Zm00019ab070250	0.129901	0.387558	0	0.57175	0.521003	0.232866	0.701573	0.523298		
2	13224102	13232008	Zm00019ab070260	196.796	12.4097	25.2222	1.72603	2.42665	4.69266	0.452665	31.193		
2	13234555	13240688	Zm00019ab070270	11.528	9.67411	4.69059	13.4882	9.80395	6.25617	21.7356	8.97062		
2	13244370	13246028	Zm00019ab070280	0.0776741	0.0347611	0.0349657	0.106837	0.166893	0	0.044947	0		
2	13317916	13320846	Zm00019ab070290	4.8911	0.796854	0.613529	1.16106	0.906861	0.492586	1.45013	1.50544		
2	13350372	13367503	Zm00019ab070300	4.22906	2.89151	0.0338595	0.198638	0.0355549	0.00337093	12.4416	0.333308		
2	13476008	13483185	Zm00019ab070310	3.67124	9.8779	3.43459	11.7635	14.0328	5.93759	9.1417	7.34046		
2	13485094	13488728	Zm00019ab070320	3.75772	2.12589	1.02931	3.85204	3.27529	2.04948	1.89751	2.82048		
2	13500847	13503328	Zm00019ab070330	5.24375	1.30115	2.82796	0.057129	0.0892428	1.86143	0.0600863	0.366013		
2	13546586	13558877	Zm00019ab070340	0	0	0.45776	0	0.00450498	0	0	0.0422316		
2	13626782	13627488	Zm00019ab070350	2.64284	3.38508	0.0820483	2.00557	0.234972	0	0.10547	0		
2	13685004	13686763	Zm00019ab070360	7.41319	4.0794	0.543827	18.1472	2.53279	0.0656258	4.91465	5.56717		
2	13691198	13692149	Zm00019ab070370	138.539	73.8425	32.9038	103.59	70.4987	55.5669	172.202	110.148		
2	13705363	13705638	Zm00019ab070380	40.7361	10.1338	1.36613	15.6693	19.8628	1.04621	58.3569	11.7552		
2	13749759	13750581	Zm00019ab070400	51.8264	9.91508	41.6207	40.6172	32.2293	15.1569	13.953	39.5799		
2	13783916	13784941	Zm00019ab070420	85.311	27.6821	25.4704	69.3077	15.6788	10.6383	45.5325	31.812		
