Chr	Start	End	gene	endosperm	root	shoot	anther	base	middle	tip	ear	tassel	
1	267979047	267980843	Zm00026ab052460	3.85054	11.6156	5.12448	39.1913	5.98297	4.63805	9.86108	2.84093	17.0703	
1	267983193	267985707	Zm00026ab052470	109.284	53.5552	47.4038	6.676	10.6225	14.0966	9.07423	50.8218	13.658	
1	268017036	268018245	Zm00026ab052480	70.8663	128.859	135.096	6.71499	11.7874	8.07037	3.77218	482.094	11.3553	
1	268019474	268019905	Zm00026ab052490	0	0	0.0569957	0	0	0	0	0	0	
1	268020459	268026747	Zm00026ab052500	28.5924	44.3494	21.5958	11.2156	29.287	17.5795	9.93124	50.1448	21.9683	
1	268055731	268058263	Zm00026ab052510	12.1544	13.558	17.5553	23.1147	49.6339	4.46905	0.158996	43.1407	13.151	
1	268072062	268073571	Zm00026ab052520	0	0	0	0	0	0	0	0	0	
1	268178484	268179554	Zm00026ab052540	0	0	0	0.0252043	0	0	0	0	0	
1	268220193	268227351	Zm00026ab052550	0.232458	0.0660149	0.010318	0.0452473	0	0.00868814	0.00937597	0.0174996	0.0223169	
1	268235555	268236748	Zm00026ab052560	0	0	0	0	0	0	0	0	0	
1	268259719	268260777	Zm00026ab052570	0	0	0	0	0	0	0	0	0	
1	268277674	268278813	Zm00026ab052580	0	0	0	0	0	0	0	0	0	
1	268305700	268307664	Zm00026ab052590	0	5.89248	0.100243	28.5461	0.810586	8.19816	14.0394	0	5.24426	
1	268316242	268318695	Zm00026ab052600	26.3048	0.577752	1.90636	5.32396	0.560554	1.11521	0.957331	2.22073	1.88804	
1	268324183	268330846	Zm00026ab052620	27.8049	15.7912	7.16792	4.52462	8.72407	6.28144	5.6607	19.6878	9.39206	
1	268346803	268351585	Zm00026ab052630	4.37663	12.6475	13.3896	3.48781	11.7236	6.02087	2.82075	37.8943	2.25471	
1	268370080	268376964	Zm00026ab052640	16.2454	11.898	7.03082	1.99954	7.75001	3.46902	1.96932	8.47936	5.31396	
1	268379694	268380668	Zm00026ab052650	0.13475	0.161573	18.2835	1214.53	1.1881	7.91036	138.41	9.15507	46.2505	
1	268439742	268441520	Zm00026ab052660	6.99125	8.52311	9.1347	5.12867	15.6684	3.6361	1.8488	10.2815	6.73554	
1	268481961	268486283	Zm00026ab052670	51.6854	198.52	63.2157	222.732	174.561	57.5367	3.10537	13.0699	71.4387	
1	268497303	268502599	Zm00026ab052680	0	0	0.00464832	0	0	0	0	0	0	
1	268566768	268568595	Zm00026ab052690	5.12685	2.15445	14.345	12.0498	21.823	28.139	31.7804	24.3809	11.6242	
1	268571055	268571360	Zm00026ab052710	0	0	0	0.35286	0	0	0	0	0	
1	268576767	268577093	Zm00026ab052720	0	0	0	0.0825499	0.221407	0.285314	0.102634	0	0	
1	268598420	268599065	Zm00026ab052730	0	0	0	1.04465	0	0	0	0	0	
1	268655857	268656562	Zm00026ab052740	0	0.669406	0.209253	1.37646	0.10255	0.264299	9.22223	0.443626	4.97857	
1	268668285	268669068	Zm00026ab052750	0.223438	0.100468	1.44467	5.5778	0.646429	0.476008	9.84579	2.63663	1.12081	
1	268670515	268673563	Zm00026ab052760	16.1157	6.54883	8.29353	0.416107	0.368055	0	0.0220146	26.8926	0.982496	
1	268677235	268679375	Zm00026ab052780	0	0.183949	1.35704	0.201729	0.574872	2.99226	0	0.468117	0.0746226	
1	268677235	268679415	Zm00026ab052770	0	0.180575	1.33215	0.198029	0.564328	2.92312	0	0.459532	0.073254	
1	268805600	268807298	Zm00026ab052790	0	0	0	0.0317761	0.0213067	0	0	0.0368687	0.0470179	
1	268808683	268813927	Zm00026ab052800	13.3093	20.9494	9.75498	16.8705	13.2791	9.55803	13.2837	19.9325	16.3575	
1	268831864	268836563	Zm00026ab052820	5.62797	17.9655	7.12995	17.1841	16.4055	23.0597	21.0722	8.38309	18.9596	
1	268836580	268837447	Zm00026ab052830	2.7245	2.45012	98.9141	24.0705	35.5744	116.013	62.4828	12.196	15.5073	
1	268873598	268875846	Zm00026ab052840	0	0	0	0.180039	0	0	0	0.0278523	0.905749	
1	268914136	268915899	Zm00026ab052850	0	0.17861	0.0558326	4.36125	0.451474	3.06761	1.56011	0.248571	0.316998	
1	268916541	268922601	Zm00026ab052860	6.49573	8.08981	5.5411	4.67637	8.97087	7.01925	7.11537	12.0143	6.71517	
1	268924540	268930064	Zm00026ab052870	3.13096	2.9796	88.3902	13.3577	12.5865	41.1297	29.2667	4.19489	5.17616	
1	268949958	268952370	Zm00026ab052880	3.77502	1.53421	1.95916	20.5726	10.8315	9.29238	2.50354	7.68397	12.1332	
1	269045279	269051254	Zm00026ab052900	6.10446	6.73525	7.44515	2.81863	10.0313	8.34724	6.49773	6.08999	6.804	
1	269051862	269053157	Zm00026ab052910	0.337915	25.2224	30.3977	0.5832	130.443	8.73465	1.55376	9.61832	1.72588	
1	269054385	269055050	Zm00026ab052920	151.766	96.034	66.1027	39.4774	80.4445	51.1782	52.7104	102.942	62.0716	
1	269056988	269067163	Zm00026ab052930	33.4005	46.5511	18.7667	10.5949	103.424	24.3726	9.83159	43.6405	29.5599	
1	269132332	269134398	Zm00026ab052940	0.0847485	13.2993	1.07208	0.953337	1.64625	1.47447	0.422155	0.212133	0.676324	
1	269177620	269178260	Zm00026ab052960	52.9488	2772.69	922.159	1224.2	730.043	425.006	1453.08	108.716	927.197	
1	269178103	269178746	Zm00026ab052970	28.6972	1356.89	470.65	573.619	318.549	195.722	667.265	51.2111	426.149	
1	269180686	269183148	Zm00026ab052980	48.5235	17.4451	33.5093	5.5237	11.1848	17.6014	9.42932	81.8795	11.2544	
1	269234751	269239026	Zm00026ab052990	20.5347	13.2721	9.30529	7.2598	16.1444	10.1021	9.19875	16.7294	9.92005	
1	269252260	269254503	Zm00026ab053000	42.2325	0.245708	0.0438898	0.0962346	0.225847	0.0554353	0	16.8603	0.106796	
1	269293247	269296470	Zm00026ab053010	106.224	0	0	0.0167455	0	0	0	0.213722	0	
1	269355225	269356953	Zm00026ab053020	0	0	0	0.0468372	0	0	0	0.036229	0.0462021	
1	269381841	269387822	Zm00026ab053030	20.096	8.64433	8.97297	5.03596	11.6249	9.8933	5.8909	28.21	7.07761	
1	269425362	269426744	Zm00026ab053040	4.05322	5.23973	4.98496	49.2252	3.29805	11.1534	18.2488	6.52216	17.0973	
1	269427906	269428328	Zm00026ab053050	7.5578	8.56566	4.71488	3.44602	5.13475	2.94082	1.50748	10.5881	5.09895	
1	269493889	269500694	Zm00026ab053060	4.58143	2.69654	4.16761	2.68114	6.71237	2.59998	0.596667	18.0207	4.60099	
1	269608504	269640090	Zm00026ab053070	11.8264	5.0035	4.08927	1.60662	2.92584	3.15452	3.10676	8.19513	2.89317	
1	269717005	269721215	Zm00026ab053080	1.62238	2.03885	1.16942	0.589748	1.10036	1.59521	1.32301	2.85606	0.92954	
1	269722397	269724153	Zm00026ab053090	6.48059	1.16559	50.8979	228.564	3.7086	15.7177	260.621	6.13208	43.5563	
1	269776194	269784593	Zm00026ab053100	5.1562	4.50565	5.76569	2.22378	13.9629	11.9288	8.10665	5.31694	1.99233	
1	269783679	269784620	Zm00026ab053110	11.1112	9.53229	12.3372	5.70251	26.8234	27.1375	19.0608	10.5065	5.76654	
1	269895759	269896397	Zm00026ab053130	0	0	0	0	0	0	0	0	0	
1	269898006	269901593	Zm00026ab053140	0.439403	0.943972	0.885245	0.150467	0.282497	0.468048	0.280613	1.61488	0.311697	
1	269903282	269903650	Zm00026ab053150	0	0.640381	1.20108	2.41408	0.784824	0.589957	3.54713	0.679024	2.92257	
1	269915135	269915380	Zm00026ab053160	0	0.480285	0.800721	2.19462	0.441464	0.379258	2.18285	0	1.46128	
1	269916253	269916621	Zm00026ab053170	0	0.21346	0.533814	1.24362	0.098103	0.252839	2.2738	0.339512	1.40716	
1	269918384	269942951	Zm00026ab053180	7.79868	6.41856	3.72519	2.46117	8.72142	4.20006	2.19799	6.95163	5.82836	
1	269989149	269995273	Zm00026ab053190	6.64951	10.4358	0.70751	5.90999	0.86289	0.568671	0.460269	0.593162	2.28239	
1	270006350	270010172	Zm00026ab053200	10.4244	8.4577	5.44225	5.60635	7.88768	5.93837	6.4963	10.0276	7.31342	
1	270012369	270016204	Zm00026ab053210	40.5972	27.9257	16.4447	9.69694	10.0031	14.2605	9.79892	22.551	9.45441	
1	270157250	270158299	Zm00026ab053220	1.66834	0.600128	0.398645	2098.81	0.482667	1.06626	0.894968	2.38628	342.13	
1	270261447	270271900	Zm00026ab053230	0.0335135	0	0.122475	0.0309858	0.277023	0.00594972	0	1.12948	0.0305657	
1	270387313	270388037	Zm00026ab053240	2.77864	11.7879	3.59993	4.61687	20.5217	15.6139	6.24935	27.9936	14.8198	
1	270455590	270459651	Zm00026ab053250	9.98352	21.8344	15.9298	24.5948	22.1371	11.4765	25.4973	24.0027	17.7879	
1	270455786	270456337	Zm00026ab053260	7.14029	14.6974	8.83186	13.4969	15.2801	8.00015	18.9086	14.0145	10.4196	
1	270588925	270593353	Zm00026ab053270	33.2236	35.6042	20.714	15.4929	29.6204	20.2506	15.5038	64.0118	21.283	
1	270625723	270626987	Zm00026ab053280	0.519294	13.3561	18.4326	3.07281	14.8234	2.26176	0	6.33827	4.54673	
1	270665321	270667048	Zm00026ab053290	2.93986	50.4144	23.8242	1.06226	157.788	6.87494	0.213643	106.575	17.3821	
1	270722584	270723206	Zm00026ab053300	4.99095	0.44251	0.474263	1.21321	0.522954	0.199674	0.377093	3.66992	1.02579	
1	270724470	270728235	Zm00026ab053310	0.0930299	0.188237	0.339977	23.0587	0.0576739	2.55994	29.1233	0.291078	1.0818	
1	270845705	270853024	Zm00026ab053320	0.119655	0	1.00238	1.75534	0	0	0	9.34464	14.0233	
1	270926478	270928254	Zm00026ab053330	0	0	0.110848	0.0303813	0.0814857	0.105006	0	0	0	
1	270950414	270953689	Zm00026ab053340	0.267361	0	53.0624	0.444953	13.7794	0	0.0204892	126.179	8.92471	
1	271057417	271062399	Zm00026ab053350	14.431	17.2376	13.4253	12.492	8.2745	12.3823	18.7507	9.62918	21.2253	
1	271101138	271115803	Zm00026ab053360	0.0119443	0.0134268	0.00671544	0.00368114	0.00493659	0	0.00457675	0.0128133	0.0163405	
1	271184247	271189295	Zm00026ab053370	0.0260213	0.031201	0.00487664	0	0	0	0	0.0124064	0	
1	271195993	271203404	Zm00026ab053380	13.3828	6.29114	5.62071	1.25282	4.26859	3.86013	1.45348	19.8518	4.09548	
1	271203499	271205930	Zm00026ab053390	9.81399	4.76099	4.52554	3.06344	5.55206	6.32981	4.41596	17.1925	5.45257	
1	271283324	271291517	Zm00026ab053400	1.17582	1.24966	17.2602	8.73988	9.57794	17.6712	22.8138	6.06218	6.34661	
1	271296108	271303975	Zm00026ab053410	11.1767	104.375	37.1679	10.5532	182.804	29.8502	3.00721	1.71169	91.3106	
1	271303340	271315116	Zm00026ab053420	14.4095	26.6524	9.52522	3.00721	37.5525	9.02581	2.42797	2.96791	18.2497	
1	271310352	271311310	Zm00026ab053430	4.52095	0.616007	0.128374	0.112591	0.528467	0.194573	0.139985	0.293931	0.166597	
1	271432139	271435506	Zm00026ab053440	106.884	130.557	88.2172	36.9241	97.1639	62.5585	55.1051	93.2438	72.2106	
1	271472756	271473318	Zm00026ab053450	556.485	516.741	371.3	138.325	330.172	224.544	197.732	353.42	270.44	
1	271503993	271504875	Zm00026ab053460	0	0	0.0278847	0	0	0	0	0	0	
1	271518183	271548744	Zm00026ab053470	22.0717	15.8361	7.02765	6.12267	7.95258	6.12683	4.91636	12.2822	9.67243	
1	271622555	271623025	Zm00026ab053480	0	0	0	0	0	0	0	0	0	
1	271715412	271717575	Zm00026ab053490	2.04398	2.8391	1.17194	1.42204	4.1988	2.06945	1.08562	6.33925	2.65786	
1	271721784	271725011	Zm00026ab053500	188.172	237.679	115.918	40.8503	90.4888	84.0102	73.6311	173.773	112.933	
1	271797536	271800780	Zm00026ab053510	155.228	129.923	76.894	25.4549	63.2636	40.8458	40.5942	116.217	70.4181	
1	271809604	271810041	Zm00026ab053520	0	0	0	0	0	0	0	0	0	
1	271850000	271850323	Zm00026ab053530	0	0	0	0	0	0	0	0	0	
1	271906900	271910229	Zm00026ab053540	5.33942	14.1686	13.0875	16.6178	7.03346	5.59412	3.1848	16.2337	64.8304	
1	271957613	271963783	Zm00026ab053550	1.42644	0.772224	4.12564	0.503045	1.30815	2.97839	1.07683	2.00476	0.970874	
1	272035774	272038206	Zm00026ab053560	2.86199	9.58281	14.917	2.18569	2.70793	10.5198	28.2643	6.57809	22.8192	
1	272037147	272041220	Zm00026ab053570	5.0523	5.85821	4.88333	1.41131	1.26176	3.29007	10.0091	4.31284	10.2158	
1	272042095	272042931	Zm00026ab053580	0	0	0	0	0	0	0	0	0	
1	272068087	272068452	Zm00026ab053590	0	0	0	0	0	0	0	0	0	
1	272112959	272116142	Zm00026ab053600	11.4574	12.765	12.3033	14.3023	17.6452	20.863	20.9969	13.2303	12.6449	
1	272279886	272287840	Zm00026ab053610	34.7157	14.4761	10.1336	4.65563	9.64727	8.95641	7.26072	26.0836	8.82685	
1	272460289	272501114	Zm00026ab053620	2.57876	3.37922	2.96424	2.16474	1.70865	1.51512	2.85089	4.95047	4.54244	
1	272505753	272513328	Zm00026ab053630	0.855528	0.452265	0.533003	3.70916	0.831415	0.213458	0.0974589	2.24895	26.8405	
1	272513694	272521514	Zm00026ab053640	32.4716	3.51988	5.00251	1.29084	11.0808	2.71984	0.403371	98.425	34.2577	
1	272528550	272529526	Zm00026ab053650	1.21027	0.927143	1.20969	0.442069	0.963358	1.20959	0.480919	3.43013	0.20441	
1	272529469	272531634	Zm00026ab053660	2.83062	6.2548	5.93387	5.5209	4.59603	7.12151	1.51847	6.43462	5.9009	
1	272613832	272618897	Zm00026ab053670	85.3832	79.4431	41.8713	27.548	50.1341	46.3971	29.3943	60.8718	53.14	
1	272620882	272624423	Zm00026ab053680	15.8261	25.7738	10.3299	10.0446	18.9687	12.1429	4.66182	17.7999	12.2464	
1	272665929	272671468	Zm00026ab053690	104.749	50.6724	35.2444	9.92047	46.8967	17.2	0.908699	64.3473	58.9681	
1	272675319	272683867	Zm00026ab053700	12.7094	11.024	5.96761	4.82472	8.19783	7.25732	4.80905	9.00142	8.81624	
1	272688995	272695000	Zm00026ab053710	8.89584	26.3146	16.5132	7.80241	22.5301	32.896	13.0982	6.34639	57.2724	
1	272790704	272792949	Zm00026ab053720	35.6629	76.6451	72.6277	18.5688	241.151	126.349	44.9476	147.368	85.0763	
1	273074272	273078066	Zm00026ab053730	24.3145	23.3291	21.7155	0.0711299	0.724954	0.344181	0.0707485	41.4298	1.24193	
1	273078321	273079486	Zm00026ab053740	0.225354	0.067553	0.253401	3.56522	2.23534	2.50714	0.978631	0.859553	10.2081	
1	273148703	273154722	Zm00026ab053750	5.81977	13.359	4.24548	10.3222	4.30552	7.03606	13.4301	8.4283	2.97241	
1	273172324	273174942	Zm00026ab053760	1.65544	4.3609	4.92631	12.224	0.856969	4.34605	0.461324	3.80288	56.8091	
1	273195381	273200950	Zm00026ab053770	0.0628995	0	0.163558	0.0193851	1.07235	0.0279167	0	0.0506068	0.0143417	
1	273242103	273242909	Zm00026ab053780	0	0.0976045	0	0.200697	0	0	0	0	0	
1	273243491	273248739	Zm00026ab053790	12.6985	6.03244	5.34755	0.689116	7.14483	2.95054	0.421994	16.4864	3.85036	
1	273253170	273259262	Zm00026ab053800	0.531879	0.646371	0.355613	0.14177	4.55099	0.11229	0.0275409	2.02015	0.589981	
1	273319866	273340839	Zm00026ab053810	3.31366	19.0045	10.1557	10.2961	14.5808	6.51965	2.42581	7.26927	4.97415	
1	273370191	273376003	Zm00026ab053820	18.6611	19.5054	11.5974	35.2178	23.4649	11.7538	10.2884	12.3599	25.2719	
1	273375779	273376483	Zm00026ab053830	22.487	10.7816	9.46469	16.0814	16.7393	11.8221	6.28382	7.55233	17.2231	
1	273398943	273402871	Zm00026ab053840	13.3533	6.56557	6.22917	3.8062	6.7351	6.07103	6.16728	11.0564	7.59391	
1	273426212	273430477	Zm00026ab053850	5.81043	13.7925	6.74137	13.7184	12.1261	11.2193	5.41261	13.9126	21.0289	
1	273510812	273512857	Zm00026ab053860	221.366	0.0769959	0.0481372	0.0263869	0	0	0	0.122463	0.0390437	
1	273556816	273557850	Zm00026ab053870	0	6.16436	87.1648	0	0	0	0	0	0.154364	
1	273652775	273657977	Zm00026ab053880	30.6212	20.8158	21.4137	5.65506	166.577	15.7857	3.75412	6.8804	6.23346	
1	273655615	273657977	Zm00026ab053890	25.3348	23.7834	23.3614	10.6467	141.797	16.9117	7.58431	14.1556	11.6631	
1	273731001	273733958	Zm00026ab053910	34.2296	28.1462	29.5832	3.79629	8.5666	11.628	9.19021	27.5082	13.1789	
1	273736598	273755861	Zm00026ab053920	4.03065	2.35924	1.22191	0.913619	2.82249	1.98567	1.38503	4.18813	1.60895	
1	273756010	273761385	Zm00026ab053930	40.3887	28.7317	320.413	95.6232	47.6405	140.45	206.275	30.5626	46.0043	
1	273762797	273764669	Zm00026ab053940	0.0467633	1.26161	2.03761	0.172945	3.28564	1.06265	0	1.3043	0.29855	
1	273866021	273879763	Zm00026ab053950	4.33063	2.83705	10.8554	6.12433	3.86155	9.4997	25.5464	2.79402	5.5075	
1	273885660	273886783	Zm00026ab053960	0.3117	4.27471	1.97153	2.20946	3.0274	0.276683	0	1.83907	0.781778	
1	273892985	273893567	Zm00026ab053970	0.901416	3.78297	11.1919	3.19481	4.53276	12.3223	4.31749	9.07903	2.12383	
1	273893807	273894352	Zm00026ab053980	1.68438	4.39998	12.6267	2.62028	6.36484	14.0117	5.96236	9.57955	2.92614	
1	273899155	273902500	Zm00026ab053990	99.2363	98.329	80.1729	20.556	60.694	36.6944	31.0236	87.1642	49.4318	
1	273903424	273922938	Zm00026ab054000	6.69642	10.5769	3.41922	4.17737	7.08604	4.66607	5.86785	7.90743	7.3027	
1	273965113	273968507	Zm00026ab054010	2.696	8.78151	3.3579	1.77308	7.45326	4.25037	2.42195	12.1497	3.20005	
1	274074381	274081964	Zm00026ab054020	2.58698	6.65737	2.99985	11.6389	8.99272	8.86146	11.4039	10.0146	5.61417	
1	274196448	274198397	Zm00026ab054030	0	0.646292	5.7578	0.0553719	0.148513	0	0	25.7627	0	
1	274247140	274251152	Zm00026ab054040	14.6016	5.4173	17.1735	4.08304	12.1238	15.7782	3.51252	36.791	11.6252	
1	274263554	274265388	Zm00026ab054050	2.33885	22.7501	2.2274	12.4451	4.41897	3.96578	10.992	9.33625	6.00759	
1	274268520	274269883	Zm00026ab054060	0	0	0	0	0	0	0	0	0	
1	274295218	274295604	Zm00026ab054070	0	0	0	0	0	0	0	0	0	
1	274310494	274314034	Zm00026ab054080	23.2388	21.2655	10.2077	15.4751	15.396	12.2517	13.5534	36.3704	17.0099	
1	274320157	274324370	Zm00026ab054090	35.3863	43.8601	20.9528	18.2948	30.3328	20.0661	13.8259	28.4659	27.0607	
1	274343328	274344252	Zm00026ab054100	35.5085	0	0.106474	0.058365	0	0.134483	0	4.74032	1.72721	
1	274343328	274344267	Zm00026ab054110	34.8021	0	0.104775	0.0574336	0	0.132337	0	4.66468	1.65716	
1	274527514	274531736	Zm00026ab054120	0.68444	0.354385	0.373151	0.0191763	0.0342884	0.0147285	0	2.14337	0.302661	
1	274550371	274560920	Zm00026ab054130	42.5609	34.314	25.0936	9.58984	25.539	27.0371	16.0808	58.0978	18.6761	
1	274630863	274637829	Zm00026ab054150	213.859	112.576	77.0649	12.445	28.7491	34.8889	19.8323	85.6702	20.3235	
1	274638323	274648435	Zm00026ab054160	0.441706	0.0389433	0.0219123	0.0346998	0.0357955	0.055353	0.026549	0.18582	1.09797	
1	274744384	274745244	Zm00026ab054170	7.93477	10.5205	5.60504	4.82816	7.73612	5.41798	3.9759	15.1325	12.015	
1	274748264	274751821	Zm00026ab054180	5.83425	5.71159	3.48779	1.29734	1.28196	1.41598	1.20738	6.74286	3.43512	
1	274753462	274757307	Zm00026ab054190	2.91503	2.25282	24.3533	19.6663	10.5419	34.3013	44.251	7.89107	17.1045	
1	274758041	274760687	Zm00026ab054200	61.8441	37.1516	47.3467	15.307	25.2183	24.7078	20.0455	65.2075	21.6533	
1	274760892	274765230	Zm00026ab054210	4.50151	5.22813	3.36505	10.6196	5.99857	7.75509	14.1237	4.035	7.66801	
1	274793783	274798588	Zm00026ab054220	2.11406	194.295	61.2736	431.94	13.0609	17.9244	2.96786	32.2323	362.069	
1	274859514	274863718	Zm00026ab054230	5.86347	2.688	2.04941	1.23895	0.946968	2.58852	1.93945	1.38538	3.24853	
1	275006609	275026223	Zm00026ab054250	11.5116	8.34852	3.26371	1.61013	4.4348	2.1293	2.37487	6.58653	2.68586	
1	275027098	275029691	Zm00026ab054260	30.4733	242.313	53.155	31.0418	57.6353	49.5861	17.2205	0.531256	267.551	
1	275031985	275034096	Zm00026ab054270	2.26019	5.83665	28.3528	7.34917	14.0378	24.7969	23.7885	8.51215	9.45591	
1	275036055	275042907	Zm00026ab054280	15.9953	21.0451	11.4182	7.2556	22.8409	16.4776	10.6027	32.5905	11.7849	
1	275112454	275112922	Zm00026ab054290	15.2204	35.8565	7.2974	49.8436	71.6282	105.101	45.8695	7.21227	50.2465	
1	275113826	275115134	Zm00026ab054300	6.12243	18.1122	44.918	43.0581	39.0484	79.8505	26.4337	13.1357	42.0472	
1	275115787	275116770	Zm00026ab054310	71.4765	47.148	50.4204	13.9358	18.3207	34.5757	22.8176	57.4199	16.9265	
1	275119047	275122090	Zm00026ab054320	20.7172	32.0734	15.498	21.877	42.2175	27.7788	20.6506	54.9128	33.1448	
1	275162662	275167700	Zm00026ab054330	37.9795	42.6973	23.6547	18.0798	38.2474	26.0322	22.2188	46.2434	28.2422	
1	275293480	275300459	Zm00026ab054350	8.30075	25.4694	8.64598	8.96829	23.7167	9.56589	14.2515	22.6329	14.5175	
1	275319043	275320758	Zm00026ab054360	131.356	96.1405	63.3346	42.5514	73.5392	67.8528	44.1421	228.566	66.8256	
1	275320771	275323575	Zm00026ab054370	78.4541	51.6126	33.4264	22.6536	37.8777	36.4542	24.6595	123.225	39.244	
1	275323673	275331669	Zm00026ab054380	54.248	48.4893	33.7974	12.0336	28.3055	28.8748	15.7294	36.9088	23.7043	
1	275333804	275340095	Zm00026ab054390	12.3614	9.84585	5.90509	0.737911	8.80261	2.62949	0.202691	12.529	5.02128	
1	275382452	275386430	Zm00026ab054400	170.057	88.5162	102.969	5.64435	335.981	125.952	9.22746	231.149	42.0096	
1	275457369	275460789	Zm00026ab054410	4.87736	14.4248	20.0159	4.73437	5.58714	13.0542	8.90782	9.82354	4.19149	
1	275462032	275467110	Zm00026ab054420	104.186	47.6649	45.177	13.4411	32.9214	14.1198	14.676	38.3375	10.3334	
1	275467814	275473402	Zm00026ab054430	12.8976	55.4003	22.9084	18.4595	41.5695	27.2932	15.7868	9.95806	16.537	
1	275477405	275477770	Zm00026ab054440	0.23931	0.43042	0.134547	0	0	0	0	0.513442	0	
1	275522794	275523409	Zm00026ab054450	0.213282	0.383605	0.159884	1.05171	0	0	0.108965	0.406753	0.324202	
1	275523419	275532210	Zm00026ab054460	0.333733	0.591289	0.414477	0.68774	0.634077	0.778187	0.259573	1.75979	0.78139	
1	275541401	275542270	Zm00026ab054480	0	0.0905366	0.113205	0.155137	0.0832184	0.0714924	0.0771524	0	0	
1	275573775	275580687	Zm00026ab054490	15.4574	2.2902	6.91686	16.3259	1.75947	7.46776	4.76257	3.70602	4.29866	
1	275583691	275597236	Zm00026ab054500	7.64921	4.90185	3.19001	3.12065	4.25175	4.33451	4.21932	7.77797	3.14911	
1	275599192	275600000	Zm00026ab054520	0	0	0	0	0	0	0	0	0.0987435	
1	275615343	275616280	Zm00026ab054530	0	0.0839731	0.104999	0.172668	0.231557	0	0.0715593	0.200341	0	
1	275664862	275688299	Zm00026ab054540	0.728713	1.51733	1.14402	0.505601	0.517408	0.32641	0.126009	1.204	0.925351	
1	275690407	275692622	Zm00026ab054550	0.237151	0.0710892	0.155555	0.0487253	0.392058	0.196475	0.03029	1.04588	0.12617	
1	275692866	275693430	Zm00026ab054560	0	0.418231	0.348632	0.477767	0.512567	0.770599	0.712806	0.665203	0.706934	
1	275693560	275693995	Zm00026ab054570	0	0.722631	0.79062	0.866774	0.996331	0.570627	0.923706	2.44238	2.01541	
1	275704976	275710045	Zm00026ab054580	6.72023	8.32722	2.79731	4.47235	4.95519	3.22646	4.13062	4.47252	7.64171	
1	275714700	275718415	Zm00026ab054590	0.530334	0.402737	7.79216	19.8022	2.28929	9.27285	94.407	1.69411	2.14972	
1	275783224	275788810	Zm00026ab054600	15.3165	7.81042	6.26682	3.12117	5.76012	5.07651	5.92294	19.7046	4.13215	
1	275896530	275914697	Zm00026ab054610	7.0531	8.37179	3.02492	3.59412	6.94391	2.87746	2.63606	6.66463	8.24425	
1	275931273	275935179	Zm00026ab054620	8.47405	3.93128	3.39051	2.91564	3.76176	3.53418	2.33649	16.9546	3.5372	
1	276028868	276030878	Zm00026ab054630	0.130663	12.6513	10.7255	3.86585	30.4937	25.9495	8.11079	58.5595	10.8842	
1	276190796	276192880	Zm00026ab054640	0	0	0.0236184	0.0258933	0.0347242	0	0	78.728	0.0383134	
1	276356606	276364535	Zm00026ab054650	11.8624	18.6686	9.68741	8.86064	11.7319	14.1299	10.6143	9.46313	13.1662	
1	276494154	276497450	Zm00026ab054660	7.14621	6.22346	7.55767	15.163	9.6182	18.6765	17.4067	11.4184	9.2313	
1	276555225	276558132	Zm00026ab054670	17.5597	73.6069	53.5456	39.3861	106.832	49.9533	17.1038	238.4	52.0012	
1	276614376	276615373	Zm00026ab054680	63.4527	94.0782	45.2969	20.6105	72.1098	21.9377	14.9311	56.3006	47.3458	
1	276623630	276634812	Zm00026ab054690	15.4451	10.9032	9.51596	4.76972	7.67506	6.85222	7.58078	6.50877	4.99316	
1	276768091	276769804	Zm00026ab054700	13.3885	37.775	7.64235	0.629961	19.5151	0.616903	0	25.436	1.25837	
1	276807529	276811429	Zm00026ab054710	11.361	47.6114	15.1482	10.3173	9.87357	10.866	11.6144	16.0173	12.3481	
1	276812635	276814593	Zm00026ab054720	0.581235	0.120623	0.10055	0.0826763	0.110873	0.0317501	0	0.671485	0.122333	
1	276882701	276883354	Zm00026ab054730	0	0	0.0752971	0	0	0	0.51317	0	0	
1	276926350	276927072	Zm00026ab054740	0	0.108944	0.0681111	0.224015	0.400553	0.0860282	0.324937	0	0	
1	276953186	276953636	Zm00026ab054750	0	0.0873246	0.109189	0.239413	0.401331	0.206868	0.520907	0.138891	0.177125	
1	277000429	277001970	Zm00026ab054760	1.81764	9.11795	2.01193	0.560183	0.798184	0.363025	0.174118	0.914007	0.466246	
1	277030330	277031052	Zm00026ab054770	0	0.108944	0.0681111	0.149343	0.200277	0.0860282	0.139259	0.173278	0.441956	
1	277057613	277058848	Zm00026ab054780	0.0708638	0.0637272	0.517942	0.109198	0.410033	0.402578	0.325838	0.506796	0.129261	
1	277084679	277085129	Zm00026ab054790	0	0.0873246	0.109189	0.239413	0.401331	0.206868	0.520907	0.138891	0.177125	
1	277090564	277092082	Zm00026ab054800	0.951412	0.0777816	9.85535	2.13249	5.93404	16.9111	8.55051	2.57735	2.39282	
1	277111660	277112424	Zm00026ab054810	0	0	0.128743	0.0705721	0	0	0.701936	0	0.104423	
1	277154347	277154640	Zm00026ab054820	0	0	0.167498	0.550894	0	0	0	0	0.815138	
1	277217851	277218508	Zm00026ab054850	0	0	0	0	0	0	0	0	0	
1	277218654	277219238	Zm00026ab054860	0	0	0	0	0	0	0	0.374769	0	
1	277269482	277270009	Zm00026ab054870	0	0	0	0	0	0	0	0	0	
