Chr	Start	End	gene	root	shoot	anther	base	middle	tip	ear	tassel		
10	39765169	39768985	Zm00024ab421130	0	16.4138	1.58447	19.0107	7.35982	3.49105	24.7636	8.34056		
10	39889524	39890192	Zm00024ab421150	0	2.97354	0	0.29528	0.435599	2.15443	0.129268	0.208716		
10	39940088	39944913	Zm00024ab421160	0	4.14573	0	5.23941	0.519306	1.127	0	0		
10	40010877	40012637	Zm00024ab421170	0	0.4155	0.0127199	0.523489	0.529545	0.247083	1.66969	0.515391		
10	40377187	40380849	Zm00024ab421180	0	11.5232	6.04787	17.0596	13.3178	8.22593	34.9414	19.6696		
10	40410118	40415099	Zm00024ab421190	0	0.00917923	0	0	0	0	0.0173585	0.0280271		
10	40550836	40552539	Zm00024ab421200	0	0.0268374	0	0	0	0.159592	0.152253	0		
10	40553023	40553876	Zm00024ab421210	0	0.160647	0.104917	0	0.204742	0.0636875	0.303794	0.245254		
10	40759947	40768620	Zm00024ab421220	0	2.68354	1.1879	6.07308	2.94641	1.40456	11.8992	2.92173		
10	41457198	41458954	Zm00024ab421230	0	2.26442	0	0	0	0	0	0.0397357		
10	41601022	41602527	Zm00024ab421240	0	23.1995	1.44275	108.062	8.22387	10.5817	2.12467	8.73854		
10	41808920	41810520	Zm00024ab421250	0	0.028564	0.0279822	0.123387	0.145617	0	0.108032	0.0436075		
10	42184076	42190685	Zm00024ab421260	0	0.415107	1.11152	0.438319	0.634854	5.52531	0.130832	0.517544		
10	42237332	42239105	Zm00024ab421270	0	0.128892	0.0378801	0.0742361	0.344968	0.030659	0.828726	0.0393549		
10	42621475	42630429	Zm00024ab421280	0	5.42592	4.13976	7.0774	9.97744	4.77385	7.57122	5.27028		
10	43227770	43229620	Zm00024ab421290	0	0.12353	0.217826	0.195657	0.094462	0.0881509	0.233603	0.132012		
10	43409775	43413738	Zm00024ab421310	0	19.1103	12.1492	20.9801	21.3783	11.0864	47.396	27.6163		
10	43819491	43820145	Zm00024ab421320	0	0.209455	0.512971	0	0.311436	0.622776	0	0.266472		
10	43848977	43849809	Zm00024ab421330	0	0	0.107562	0	0.0699677	0.0326465	0.103818	0.251437		
10	43980976	43992126	Zm00024ab421340	0	5.08121	1.20928	8.273	5.3992	2.14854	19.1092	5.3437		
10	44203428	44211127	Zm00024ab421360	0	0	0	0	0	0	0.0112312	0		
10	44282049	44287224	Zm00024ab421370	0	9.07816	0.415451	1.44391	0.123863	0.199651	42.2125	0.903718		
10	44463901	44464439	Zm00024ab421380	0	0	0	0	0	0	0	0		
10	44632324	44634119	Zm00024ab421400	0	1.64234	0.448993	2.1998	3.34252	1.69587	4.81514	1.94364		
10	45028366	45029570	Zm00024ab421420	0	0.037951	5.81836	0.0819677	0	0	0	1.10083		
10	45173904	45176453	Zm00024ab421430	0	1.5692	0.0702737	0.271136	0.571403	0.522562	0.32218	0.0684467		
10	45256133	45258095	Zm00024ab421440	0	4.69423	7.59971	11.0864	18.1708	7.52249	5.30863	14.6175		
10	45881873	45883162	Zm00024ab421450	0	27.0132	53.8462	18.5036	20.3765	46.6102	0.469271	736.663		
10	45886564	45886909	Zm00024ab421460	0	0.13217	0	0.0951552	0	0	0	0		
10	46258241	46258927	Zm00024ab421480	0	0	0	0	0	0	0	0		
10	46258949	46261011	Zm00024ab421490	0	0.110836	0	0.606447	0.339019	0.158185	0.125759	0.0338418		
10	46359410	46362289	Zm00024ab421500	0	5.39879	3.7644	2.97228	3.92601	9.68806	12.7017	16.2418		
10	46719955	46720206	Zm00024ab421520	0	0	0	0	0	0	0	0		
10	46962621	46963761	Zm00024ab421530	0	0.621235	0	0.288551	0.204323	0.143004	0.644242	0.367129		
10	46964890	46965303	Zm00024ab421540	0	4.86029	0.703374	0	0.14078	0	0	1.68637		
10	47182073	47183946	Zm00024ab421550	0	0.0244028	0	0.0702747	0	0	0	0.782352		
10	47513225	47514226	Zm00024ab421560	0	0	0	0	0	0.895629	0	0		
10	47514628	47516336	Zm00024ab421570	0	0	0	0	0	1.71856	0	0		
10	47558843	47560320	Zm00024ab421580	0	0	0	0	0	0	0	0		
10	47666706	47675308	Zm00024ab421590	0	0	8.66776	0	0.00677474	0.0252884	0	1.0915		
10	48342511	48346157	Zm00024ab421600	0	17.2792	5.81644	18.3351	21.2948	9.66387	20.713	15.4104		
10	48520371	48533475	Zm00024ab421610	0	2.79515	0.041022	0.602952	0.0311318	0.0290518	11.0929	0.138512		
10	48860232	48862587	Zm00024ab421620	0	1.53342	0.598975	3.0604	2.05327	1.35049	16.4995	1.00753		
10	48945006	48947917	Zm00024ab421630	0	1.90022	0.199998	1.06278	2.28169	10.889	3.20736	0.982981		
10	49065480	49066482	Zm00024ab421640	0	1.5958	1.07197	0.75498	3.10882	9.27272	0.474217	0.556854		
10	49114576	49115061	Zm00024ab421650	0	3.81091	5.20817	9.00998	11.6326	4.81221	6.31695	5.81797		
10	49306003	49309979	Zm00024ab421660	0	93.3017	65.7968	288.382	262.135	58.4577	92.2207	154.114		
10	49479693	49480469	Zm00024ab421680	0	0	0	0	0	0	0	0		
10	49636910	49641849	Zm00024ab421700	0	0.157374	0.190443	0.2266	0.230065	3.33601	0.420146	0.120128		
10	49919758	49921953	Zm00024ab421710	0	336.245	44.0549	20.6298	151.255	459.67	0.118142	31.2358		
10	50047426	50052667	Zm00024ab421720	0	0	1.64088	0.401968	1.61218	0.134883	0.032995	1.09212		
10	50173541	50174918	Zm00024ab421730	0	0.746695	2.95846	0.884018	2.36854	8.52544	0.25103	0.582641		
10	50603259	50607623	Zm00024ab421740	0	0.900999	0.0513167	0.920204	0.474009	0.323967	1.06986	0.247913		
10	50637411	50639421	Zm00024ab421750	0	5.01426	2.80693	15.1439	8.10051	2.82629	9.31025	4.2181		
10	50757849	50758843	Zm00024ab421760	0	0	0	0	0	0	0	0		
10	50841338	50842929	Zm00024ab421770	0	0.258529	0.140702	0.372253	0.237965	0.017082	0.271608	0.21927		
10	51354775	51361538	Zm00024ab421780	0	10.4727	5.09657	15.3667	11.5506	7.78366	21.2173	11.5035		
10	51423292	51423957	Zm00024ab421790	0	0	0.0672665	0	0	0	0	0		
10	51472159	51482684	Zm00024ab421800	0	4.39236	1.08104	3.45314	1.8383	1.65348	15.9962	2.27833		
10	51546034	51561251	Zm00024ab421820	0	0.138233	0.0294385	0.398079	1.03407	0.391353	0.0113655	0.0367016		
10	51783102	51790650	Zm00024ab421830	0	0.1151	0.035607	0.191899	0.231619	0.0144096	0.206205	0.268201		
10	51791551	51795491	Zm00024ab421840	0	0.638214	0.420599	0.551374	0.510217	0.524432	0.614423	0.540314		
10	51972582	51973681	Zm00024ab421850	0	0	0	0	0	0	0	0		
10	52064051	52066039	Zm00024ab421870	0	2.90848	2.16227	24.1672	9.7578	1.99618	8.9567	4.0015		
10	52471224	52479479	Zm00024ab421900	0	7.93755	4.15112	4.92101	7.64895	7.75388	8.51602	5.96173		
10	52582942	52584542	Zm00024ab421910	0	3.14204	1.1053	2.57056	2.67571	5.87715	11.9646	3.79385		
10	52586478	52588222	Zm00024ab421920	0	9.42136	9.79427	9.22618	8.61721	10.6441	30.999	12.1827		
10	52825678	52829199	Zm00024ab421950	0	0.0779062	0.515156	0.0560881	0.256499	0.0308854	0.0982169	1.97236		
10	52830604	52838031	Zm00024ab421960	0	3.56157	2.27073	5.18588	5.21394	3.57322	9.80293	6.55109		
10	53495379	53518441	Zm00024ab421990	0	3.15871	1.9454	4.89509	3.91199	2.66015	7.99442	5.24457		
10	53621350	53625681	Zm00024ab422000	0	0.0105565	0	0	0	0	0	0.0161163		
10	53629602	53629967	Zm00024ab422010	0	0	0	0	0	0	0	0		
10	53630046	53630384	Zm00024ab422020	0	0	0	0	0	0	0	0		
10	53954225	53958516	Zm00024ab422030	0	0.0852394	0.0313137	0.0460257	0.108636	0.0506888	0.0201491	0.569326		
10	54004303	54005512	Zm00024ab422040	0	0	0	0	0	0	0	0		
10	54134972	54163358	Zm00024ab422050	0	15.0393	1.41877	3.03408	5.51992	6.61303	3.98173	2.73488		
10	54346465	54350661	Zm00024ab422070	0	0.0217922	0.0426967	0.0313783	0	0.012959	0	0.0332693		
10	54417192	54429380	Zm00024ab422080	0	0.146321	0.0110262	0.202582	0.114759	0.091474	0.0390221	0.0343665		
10	54433117	54433706	Zm00024ab422090	0	0.15502	0	0	0.19757	0	0	0		
10	54847349	54849114	Zm00024ab422100	0	0.103581	0.152207	0.149145	0	0.0461969	0	0.0790664		
10	55142510	55146650	Zm00024ab422120	0	11.1539	20.1387	13.6513	25.3344	22.8471	10.5463	26.36		
10	55515963	55516752	Zm00024ab422140	0	0.405211	0.170125	0.0833511	0.295104	0.378658	0	0.353497		
10	55663870	55664629	Zm00024ab422150	0	0.812326	0.26526	0.173283	0.843571	0.178912	0.113789	0.367451		
10	55712239	55738467	Zm00024ab422160	0	0	7.75267	0.00251048	0	0	0.00329711	1.98435		
10	55872309	55873913	Zm00024ab422170	0	2.66408	1.49332	3.7334	7.5532	0.457479	20.1248	5.15461		
10	55888287	55888873	Zm00024ab422180	0	6.3104	4.19757	5.94534	5.01413	3.61359	10.6811	7.07671		
10	55979718	55981068	Zm00024ab422190	0	1.96328	3.54815	3.8017	4.27093	1.32853	3.39263	3.90161		
10	55988696	55989572	Zm00024ab422200	0	3.62406	0.919488	9.98598	9.30403	1.55043	0.197218	1.27372		
10	56121874	56125675	Zm00024ab422210	0	9.02711	0.176747	34.6383	25.2708	7.31721	0.955329	1.57002		
10	56154402	56155856	Zm00024ab422220	0	9.83765	0.738961	1.22191	1.6824	8.54152	2.49633	2.5671		
10	56526447	56527042	Zm00024ab422230	0	1.68805	0.563752	1.76772	0.488952	0.912569	8.12564	1.52282		
10	56529449	56534009	Zm00024ab422240	0	11.716	3.7865	7.68773	2.60683	5.55697	22.5254	7.71477		
10	56757998	56760749	Zm00024ab422260	0	0.963806	3.61391	0	0.847138	6.59112	0.0314244	10.6804		
10	56763059	56777114	Zm00024ab422270	0	0.0195209	0.0382466	0.0093693	0.0207325	0.0309557	0.0369152	0.0248348		
10	56787891	56788214	Zm00024ab422280	0	1.48202	0.41481	1.62586	1.43909	0.503603	2.93605	1.50836		
10	56846647	56846913	Zm00024ab422290	0	0	0	0	0	0	0	0		
10	56967754	56971733	Zm00024ab422300	0	0.103412	1.19878	0.148901	0.14644	0.0273312	0.521487	0.587644		
10	57016824	57040758	Zm00024ab422310	0	4.69346	2.66251	7.245	4.49024	2.27691	13.4824	6.80217		
10	57236680	57239503	Zm00024ab422320	0	0	0.349005	0	0	0.096298	0	0.395556		
10	57325504	57327912	Zm00024ab422330	0	0	3.57987	0	0	0.361239	0	1.55049		
10	57381355	57384662	Zm00024ab422340	0	0	9.12783	0.0199055	0	1.21669	0	3.42958		
10	57451520	57454545	Zm00024ab422350	0	0	6.29206	0	0	1.38399	0	3.79533		
10	57523814	57549329	Zm00024ab422360	0	5.00933	10.7759	8.78318	6.62297	4.16722	12.6554	9.06487		
10	57539103	57545640	Zm00024ab422370	0	5.2145	4.47104	9.83481	6.58337	2.02566	18.1214	8.74564		
10	57654587	57656908	Zm00024ab422380	0	14.8891	2.42133	8.06787	20.8835	14.0892	13.296	13.4099		
10	57715504	57719019	Zm00024ab422390	0	0	0	0	0	0	0	0		
10	58114099	58116735	Zm00024ab422400	0	3.34701	1.6649	5.99294	8.32142	4.29008	1.9349	1.03254		
10	58416064	58417674	Zm00024ab422420	0	0	0	0	0	0	0	0		
10	58468677	58471220	Zm00024ab422430	0	23.0003	36.426	31.6942	39.0272	37.0077	28.4187	57.3564		
10	58558656	58558922	Zm00024ab422440	0	0	0	0	0	0	0	0		
10	58571625	58573068	Zm00024ab422450	0	0	0	0	0	0	0	0		
10	58625396	58636766	Zm00024ab422460	0	22.2682	16.0626	24.7239	22.8089	12.2401	88.0543	34.4136		
10	58847676	58848021	Zm00024ab422480	0	9.51626	3.04274	19.4117	20.6349	16.4268	18.4957	15.3352		
10	58872488	58875831	Zm00024ab422490	0	3.2958	5.39898	4.94249	5.10674	3.44811	11.7927	11.4828		
10	58876062	58880269	Zm00024ab422500	0	1.22804	5.66381	7.05731	12.9156	6.97313	5.38445	7.83932		
10	58974507	58983494	Zm00024ab422520	0	0	0.161992	0	0.0745723	0.0060513	0	0.334009		
10	59489218	59497852	Zm00024ab422540	0	10.0518	1.23477	7.59514	3.88104	2.65804	21.5925	6.37113		
10	59583682	59600633	Zm00024ab422550	0	2.54121	1.36365	2.74235	2.73503	1.62827	7.61138	3.11353		
10	59584108	59584596	Zm00024ab422560	0	0.327317	0.183229	0	0.357565	0	0.176851	0.499703		
10	59700545	59704753	Zm00024ab422570	0	24.6962	49.7435	72.9578	26.2405	15.3191	77.1313	127.274		
10	59802760	59804077	Zm00024ab422590	0	5.82913	0	0	0	0.206332	0	0		
10	59870824	59871914	Zm00024ab422610	0	0	0.123188	0	0	0	0	0		
10	59998626	59999722	Zm00024ab422620	0	0.125062	6.77914	0	0	0	0	16.006		
10	60028651	60029620	Zm00024ab422630	0	0.0942906	0.230925	0	0	0.0560713	0	0.359874		
10	60252446	60252715	Zm00024ab422640	0	0	0	0	0	0	0	0		
10	60428025	60428981	Zm00024ab422660	0	0	0.561749	0	0	0	0	0.98486		
10	60431002	60432395	Zm00024ab422670	0	0	0	0	0	0.0975415	0.0620373	0		
10	60537410	60566292	Zm00024ab422680	0	0.0791658	0.0201639	0.0205182	0.0887877	0.0998035	0.00299415	0.0338406		
10	60590451	60591548	Zm00024ab422690	0	0	0	0	0	0	0	0.254337		
10	60677201	60678407	Zm00024ab422700	0	0	0.0371164	0	0	0	0	0.173527		
10	60850767	60854331	Zm00024ab422710	0	18.1898	0.753989	23.7808	8.21522	3.74545	82.623	2.85921		
10	60854426	60863951	Zm00024ab422720	0	4.03494	2.27148	3.84674	2.71041	2.32378	4.27588	4.93605		
10	60920767	60931642	Zm00024ab422730	0	5.05201	9.32156	3.63263	0.782395	0.695117	27.2138	12.8256		
10	61081533	61083847	Zm00024ab422740	0	72.6361	1.48042	9.62823	1.29658	3.92353	97.6309	1.17616		
10	61246400	61261124	Zm00024ab422750	0	0.037268	0.171896	0.0648412	0.261235	0.22162	0.0675395	0.10905		
10	61299274	61302440	Zm00024ab422760	0	24.6993	28.3551	27.2891	39.475	41.2942	18.2135	50.273		
10	61399044	61400077	Zm00024ab422780	0	98.7151	12.1097	16.6847	59.2413	72.9046	5.10182	11.1745		
10	61507559	61512970	Zm00024ab422790	0	28.8142	19.3535	49.9209	22.3785	18.6623	31.1117	32.4826		
10	61517268	61519125	Zm00024ab422800	0	0.73839	0.313452	0.903718	1.16064	0.234184	1.46616	0.187878		
10	61553787	61560744	Zm00024ab422810	0	51.0875	29.4403	66.1928	31.8764	22.8875	132.057	66.0529		
10	61567204	61577181	Zm00024ab422830	0	0.357488	0.242451	0.0527941	0.25117	0.35976	0.433353	0.216906		
10	61592994	61594533	Zm00024ab422840	0	0	0.0290906	0	0	0	0	0.0453348		
10	61789364	61789747	Zm00024ab422860	0	0	0	0	0	0	0	0		
10	61798833	61803625	Zm00024ab422870	0	101.337	13.2725	7.70716	19.8209	27.0981	15.8417	11.3179		
10	61815641	61816108	Zm00024ab422880	0	0	0	0	0	0	0	0		
10	61926594	61927232	Zm00024ab422890	0	40.7571	59.7677	0	0	18.3851	0.135336	45.0688		
10	61977350	61979531	Zm00024ab422900	0	12.8893	16.1787	21.5166	15.7327	9.14794	49.5813	22.2053		
10	62080680	62082033	Zm00024ab422910	0	0.844367	2.39879	7.61087	4.34756	13.2759	0.89418	6.29062		
10	62303749	62311876	Zm00024ab422930	0	10.6141	2.99839	1.07747	1.31582	1.96063	0.0106398	12.1628		
10	62323218	62323472	Zm00024ab422940	0	0	0	0	0	0	0	0		
10	62445026	62446564	Zm00024ab422950	0	3.77377	5.47258	0.0427858	0.454449	1.1309	0.0561923	4.94471		
10	62520783	62521752	Zm00024ab422960	0	0	0	0.0678839	0.0600857	0	0.133732	0.215925		
10	62679594	62680443	Zm00024ab422970	0	0	0	0.0774675	0	0.0959808	0	0		
10	62799185	62801730	Zm00024ab422980	0	20.8627	46.0752	27.6347	51.2438	30.3242	42.6965	34.7159		
10	62802229	62805253	Zm00024ab422990	0	43.2819	17.9864	46.5938	96.2971	67.4335	78.6753	53.6022		
10	62810504	62813181	Zm00024ab423000	0	4.38867	0.836436	2.11459	3.96099	5.45313	2.42196	4.3537		
10	63150490	63157782	Zm00024ab423010	0	28.9071	7.95186	22.2019	17.4218	12.2903	55.4537	18.2891		
10	63302459	63308573	Zm00024ab423020	0	2.87548	0.421254	1.05528	0.81968	0.707103	4.92151	0.627941		
10	63340697	63344466	Zm00024ab423040	0	0.127367	0.0178247	0.122263	0.146867	0.108201	0.504658	0.120372		
10	63509236	63511767	Zm00024ab423050	0	2.43826	37.5452	0.442103	1.56526	3.13618	0.375703	98.354		
10	63622877	63630979	Zm00024ab423070	0	56.3072	24.3514	46.4865	25.8005	18.67	64.9961	39.5045		
10	63755341	63774364	Zm00024ab423080	0	0.0709137	0.0600498	0.114222	0.133269	0.0543205	0.502315	0.119271		
10	63774198	63775519	Zm00024ab423090	0	2.00635	1.60966	3.3621	2.93179	1.64566	13.3449	3.45909		
10	63775571	63779600	Zm00024ab423100	0	2.10498	2.19551	3.43125	4.05668	2.35506	11.7381	4.28768		
10	63977961	63986193	Zm00024ab423110	0	0.341607	0.280235	0.615845	0.605272	0.128822	0.131301	1.32288		
10	64159722	64163776	Zm00024ab423120	0	965.357	17.7541	48.4721	52.1098	47.5083	2.7938	40.0643		
10	64446145	64448357	Zm00024ab423130	0	0.454623	0	0	0	0	0.0390782	0.788699		
10	64510020	64511129	Zm00024ab423140	0	0.885779	1.02918	1.57203	1.20767	3.38095	5.49265	1.63532		
10	64743381	64756973	Zm00024ab423150	0	0.0033643	0.00659155	0.00484421	0	0.0320101	0	0		
10	64792057	64793527	Zm00024ab423160	0	0	0.152276	0	0	2.03358	0	0.237307		
10	64856257	64864289	Zm00024ab423170	0	0.535131	23.9501	2.12305	3.03278	125.234	4.90911	9.62105		
10	64877811	64881204	Zm00024ab423180	0	20.3593	14.117	46.3687	46.7347	13.3489	44.7815	23.6044		
10	65083780	65085866	Zm00024ab423200	0	45.457	20.06	79.0674	90.1335	59.901	47.7981	54.6783		
10	65091377	65092959	Zm00024ab423210	0	0.693331	0.990513	1.53907	1.28863	0.481016	2.513	0.92617		
10	65218271	65220991	Zm00024ab423220	0	6.52099	2.15683	5.96523	3.95194	2.35866	11.6642	7.38952		
10	65231663	65231944	Zm00024ab423230	0	0	0	0	0	0	0	0		
10	65417513	65418215	Zm00024ab423240	0	13.1403	6.08585	11.4273	5.59617	2.55312	25.7718	17.3794		
10	65420832	65422049	Zm00024ab423250	0	3.97987	0.827577	6.83883	6.67528	1.27265	8.8042	4.32765		
10	65427057	65432162	Zm00024ab423260	0	16.4527	1.13183	15.6107	12.6588	4.89992	38.7602	6.49479		
10	65485341	65494143	Zm00024ab423270	0	20.6498	3.52676	7.15847	8.20982	8.40891	13.223	6.43195		
10	65494266	65494712	Zm00024ab423280	0	0	0.551224	1.54675	0	0	0	0.546655		
10	65494951	65495651	Zm00024ab423290	0	0	0.287586	2.01957	0	0.0775879	0	0.199189		
10	65496205	65496550	Zm00024ab423310	0	0	0	0	0	0	0	0.201779		
10	65624580	65648322	Zm00024ab423320	0	4.80076	4.51146	5.57025	5.1292	2.54387	16.416	7.51879		
10	65689845	65693981	Zm00024ab423330	0	10.8717	7.19586	20.2858	8.55157	6.78385	29.4851	20.8249		
10	65693485	65695591	Zm00024ab423340	0	8.3453	3.08302	12.1413	8.45063	6.1049	12.8879	8.56542		
10	66045184	66050000	Zm00024ab423350	0	3.69303	1.91586	4.31966	3.63589	2.77761	14.3266	10.0151		
10	66050487	66055524	Zm00024ab423360	0	14.1604	6.17127	14.9522	14.3568	8.56645	23.6455	10.9685		
10	66284683	66287641	Zm00024ab423370	0	154.371	110.704	17.747	65.7581	23.6562	2.30886	307.304		
10	66620375	66626859	Zm00024ab423380	0	0.64524	0.690817	0.497536	0.238165	0.184512	9.23476	1.58256		
10	66734469	66743633	Zm00024ab423390	0	6.39185	0.647674	6.02434	4.25438	1.34712	18.7727	3.48888		
10	66897576	66900858	Zm00024ab423400	0	52.7027	11.0873	62.5881	34.0858	15.3741	82.6736	35.1311		
10	66951384	66961102	Zm00024ab423410	0	4.08421	0.318054	0.609761	0.179905	0.279808	20.6523	1.214		
10	67076045	67077377	Zm00024ab423420	0	10.0004	2.5206	15.5603	8.78837	5.67148	14.9215	13.5127		
10	67080787	67081882	Zm00024ab423430	0	2.87905	7.05102	0.330439	0.957204	0.397001	0.670693	0.573303		
10	67085386	67086343	Zm00024ab423440	0	3.1983	4.13858	13.9531	20.32	5.56381	6.319	24.0128		
10	67134626	67139928	Zm00024ab423450	0	3.3977	6.38665	5.93533	7.11091	6.58454	5.77294	11.4472		
10	67283834	67343285	Zm00024ab423460	0	2.50377	1.48674	5.11477	4.10762	1.94495	13.4363	3.84824		
10	67298302	67299498	Zm00024ab423470	0	0.229228	0	0.412578	0.194764	0.0454379	0.614102	0.174976		
10	67344735	67345331	Zm00024ab423480	0	0	0	0	0	0	0	0		
10	67378993	67380651	Zm00024ab423500	0	0	0	0	0	0	0.0521278	0		
10	67382442	67382858	Zm00024ab423510	0	0	0	0	0	0	0	0		
10	67671008	67678904	Zm00024ab423520	0	3.67434	12.994	2.49315	4.22528	6.73235	5.50287	22.5882		
10	67834786	67836399	Zm00024ab423530	0	0	0	0	0	0	0	0.800241		
10	67838148	67843369	Zm00024ab423540	0	0	0.694898	0	0.0111611	0	0	1.81157		
10	67917732	67927974	Zm00024ab423550	0	6.62101	6.3615	8.63994	8.52084	6.2046	26.3585	15.663		
10	67928374	67932613	Zm00024ab423560	0	45.6446	26.6737	40.2306	39.6435	26.829	54.5293	39.3371		
10	68027638	68028683	Zm00024ab423580	0	4.76546	3.70474	0.220331	2.56312	38.27	0.661415	3.13703		
10	68137127	68146317	Zm00024ab423590	0	48.3879	13.2069	36.0581	23.6753	13.2881	68.5272	30.6084		
10	68219211	68224664	Zm00024ab423600	0	32.5206	112.549	59.0381	52.7476	27.4439	33.8293	55.0883		
10	68225013	68226008	Zm00024ab423610	0	2.73192	0	0.198336	0.468137	1.20137	0.607791	0.210288		
10	68308750	68312781	Zm00024ab423630	0	5.78442	5.31105	15.7106	17.2161	9.40209	8.47212	11.7485		
10	68314544	68325625	Zm00024ab423640	0	0.152684	5.89201	0.0297092	0.0105185	0	0.624292	3.82405		
10	68358429	68359746	Zm00024ab423650	0	0.104092	0.883753	0	0	0	0	13.9049		
10	68369658	68370281	Zm00024ab423660	0	0.10993	2.04613	2.47983	1.54114	3.70439	0	2.51739		
10	68478232	68481063	Zm00024ab423680	0	0	0	0	0	0	0	0		
10	68575744	68577338	Zm00024ab423690	0	0	0.280875	0	0	0.818394	0	0.0437715		
10	68669911	68670863	Zm00024ab423700	0	0.0479863	0	0.621854	0.0611575	0	0	0.439553		
10	68923816	68924673	Zm00024ab423710	0	0	0	0	0	0	0	0		
10	69033470	69047079	Zm00024ab423720	0	4.96454	3.65703	6.62345	5.38722	4.15212	9.83622	6.5917		
10	69241720	69244707	Zm00024ab423730	0	0.627499	1.67923	0.0220373	1.13133	0.0546075	0	2.80384		
10	69430044	69432660	Zm00024ab423740	0	2.17558	1.93441	3.24582	4.28716	0.75858	5.60121	3.40141		
10	69432709	69434364	Zm00024ab423750	0	0.883689	0.0270528	0.318103	0.14078	0.36128	0.365555	0.126478		
10	69437699	69445424	Zm00024ab423760	0	0.698453	0.440689	0.490063	0.328154	0.175994	0.548475	0.438268		
10	69448257	69453620	Zm00024ab423770	0	25.146	3.19459	109.961	79.8785	16.0257	64.2473	15.7358		
10	69562422	69569528	Zm00024ab423780	0	2.8795	2.38905	2.48769	4.46534	3.97185	5.18369	4.19955		
10	70043635	70049410	Zm00024ab423790	0	12.0067	3.23819	7.91172	1.94748	3.42757	23.7461	7.54241		
10	70202082	70203424	Zm00024ab423800	0	7.45724	0.934018	6.61906	10.2419	11.056	6.5681	5.17249		
10	70290387	70291909	Zm00024ab423810	0	0.0300269	6.04484	0	0.114806	0.0357118	0	0.0458408		
10	70364288	70365619	Zm00024ab423820	0	119.597	10.8804	607.704	602.587	144.527	72.7808	32.3919		
10	70611614	70615009	Zm00024ab423830	0	0	0.949813	0.00969485	0.180204	0.0640626	0	2.84731		
10	70615284	70616596	Zm00024ab423840	0	25.3558	3.44611	353.134	181.974	36.5356	0.59278	4.99822		
10	70755922	70757589	Zm00024ab423850	0	92.5997	2.87383	1062.14	1087.92	207.579	1.60724	10.4221		
10	70819845	70820603	Zm00024ab423860	0	0	0	0	0	0	0	0		
10	70917843	70919285	Zm00024ab423870	0	0.0316916	0.279415	0.0456323	0	0	0	2.03206		
10	71024840	71034825	Zm00024ab423880	0	23.9691	7.0703	17.296	8.35492	4.37085	29.4184	32.9432		
10	71072193	71077694	Zm00024ab423890	0	0.0498702	0.17099	0.0837753	0.0741515	0.088968	0.0943075	0.418741		
10	71167655	71171461	Zm00024ab423900	0	0.036037	0.0235353	0.0691856	0	0.0571464	0.0681481	0.0366775		
10	71177917	71185181	Zm00024ab423910	0	0.30844	0.0986637	0.761346	0.224629	0.164702	0.0238073	0.288296		
10	71233398	71237689	Zm00024ab423920	0	0.394232	0.334013	0.912843	0.624656	0.361158	0.957083	0.959721		
10	71238133	71238677	Zm00024ab423930	0	0.377595	0.657607	4.47037	4.59848	1.29736	9.52073	1.47317		
10	71245147	71247782	Zm00024ab423940	0	0.555155	0.382393	0.786872	0.630147	0.495197	1.77159	0.489981		
10	71298906	71299939	Zm00024ab423950	0	0	0	0	0	0.0263003	0	0		
10	71308871	71309514	Zm00024ab423960	0	3.65705	30.5736	9.61127	24.9785	70.5201	2.68571	26.4519		
10	71532821	71537087	Zm00024ab423980	0	1.15747	11.6907	0.833316	0.901496	1.50408	0.28374	8.0418		
10	71674867	71680539	Zm00024ab423990	0	17.3879	23.9318	38.2166	23.4036	15.6945	42.1653	72.5354		
10	71719654	71723506	Zm00024ab424000	0	89.278	6.09264	5.9302	11.1484	21.1176	8.2597	10.2196		
10	71824191	71825661	Zm00024ab424020	0	0.0310883	0	0	0	0	0	0.0474613		
10	71911315	71913607	Zm00024ab424030	0	0.339043	0.302831	0	0	0.0118598	0.0754296	0.0913418		
10	71913624	71916769	Zm00024ab424040	0	0.770419	0.398724	0.711638	1.07451	0.0950859	0.384844	0.110959		
10	71947600	71950350	Zm00024ab424050	0	27.8442	10.4304	39.1111	24.7666	13.8296	25.8088	29.2611		
10	72003172	72003977	Zm00024ab424060	0	0	1.16723	0	0	0.0674803	0.107295	0.346479		
10	72132353	72133605	Zm00024ab424070	0	2.5913	4.54073	3.99394	4.27936	0.824735	2.27761	9.02644		
10	72302366	72307760	Zm00024ab424080	0	17.3939	8.90592	45.1412	23.5725	9.36057	30.5205	20.0324		
10	72482759	72486690	Zm00024ab424090	0	26.7617	7.30327	72.1692	57.8606	11.3564	31.7812	24.2011		
10	72521779	72522210	Zm00024ab424110	0	0	0	0	0	0	0	0		
10	72523956	72529474	Zm00024ab424120	0	6.33057	1.02278	5.35704	6.79036	2.00054	10.1617	4.62359		
10	72532122	72551889	Zm00024ab424130	0	1.74313	2.09743	2.72144	1.83093	1.91083	5.03971	4.28754		
10	72635506	72648575	Zm00024ab424140	0	2.22532	3.64703	1.10082	1.13266	6.10057	15.1456	1.51703		
10	72649415	72656014	Zm00024ab424150	0	6.20832	2.92554	2.25477	4.52135	3.10677	12.1989	3.08881		
10	72708399	72708966	Zm00024ab424160	0	0.523329	9.85904	8.23093	5.84883	2.29813	11.6474	5.28534		
