"pan","B73","B97","CML103","CML228","CML247","CML277","CML322","CML333","CML52","CML69","HP301","Il14H","Ki11","Ki3","Ky21","M162W","M37W","Mo18W","Ms71","NC350","NC358","Oh43","Oh7B","P39","Tx303","Tzi8","median"
"pan_gene_102036",NA,NA,NA,NA,315,315,NA,NA,NA,315,NA,NA,315,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,228,NA,393,315
"pan_gene_102037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,705
"pan_gene_10204",537,537,537,537,537,537,537,537,537,558,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537
"pan_gene_102042",NA,NA,NA,NA,NA,NA,NA,498,NA,495,396,NA,NA,NA,396,NA,NA,396,396,966,396,NA,NA,NA,NA,396,396
"pan_gene_10205",2523,2523,2523,NA,2052,NA,2523,2088,2403,2409,2523,2331,2523,NA,2241,2445,2523,2445,2385,2520,2526,2247,2445,2526,2523,2523,2520
"pan_gene_102050",NA,546,546,NA,393,546,393,393,393,546,549,546,546,393,546,393,546,NA,NA,546,NA,549,546,549,393,393,546
"pan_gene_10206",1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137
"pan_gene_10207",1800,1800,1800,1800,1419,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1770,1800,1800,1800,1800,1800,1800,1800,1794,1800,1800,1800
"pan_gene_102071",NA,483,375,393,501,501,483,501,NA,483,NA,NA,375,390,NA,NA,375,483,483,NA,483,NA,NA,NA,483,483,483
"pan_gene_10208",NA,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,NA,1365,1365,1365,1365,1365,1365,1365,1365,NA,1365,753,1365
"pan_gene_102082",NA,NA,NA,NA,NA,NA,936,936,NA,NA,NA,NA,NA,936,936,774,936,936,774,936,774,936,936,NA,936,936,936
"pan_gene_102085",NA,NA,363,363,363,363,363,NA,363,363,NA,357,363,NA,363,363,363,363,363,NA,363,363,357,357,363,357,363
"pan_gene_10209",1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1158,1095,1095,1095,564,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095
"pan_gene_102092",NA,717,NA,723,NA,507,NA,NA,714,378,NA,NA,348,NA,375,NA,NA,NA,762,660,NA,570,744,549,NA,660,660
"pan_gene_102097",NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,345,NA,NA,309,307.5
"pan_gene_102098",NA,1293,1293,1293,1293,1293,1293,1293,1287,630,1293,1293,1293,1287,1293,1287,1293,1287,1293,1293,1293,1293,1293,1293,1293,1293,1293
"pan_gene_1021",780,780,780,780,786,786,786,786,786,786,786,780,675,780,780,786,786,786,786,786,786,786,780,780,786,786,786
"pan_gene_10211",1692,1725,1734,1734,1725,1734,1725,1734,1734,1734,1734,1725,1734,1725,942,1725,1734,1734,1734,1734,1734,1725,1725,1734,1734,1734,1734
"pan_gene_102112",NA,NA,NA,NA,936,945,NA,NA,NA,960,942,936,960,NA,954,753,936,936,1083,945,942,NA,NA,NA,954,936,942
"pan_gene_102113",NA,363,228,390,495,369,441,495,351,228,546,474,399,495,318,408,354,186,228,234,456,495,228,228,393,354,369
"pan_gene_10213",1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638
"pan_gene_102130",NA,672,666,666,666,666,666,666,666,666,663,666,666,666,666,666,672,666,666,NA,666,660,666,666,666,666,666
"pan_gene_10214",2565,2565,2565,2568,2565,2565,2565,2565,2568,2187,2568,2568,2568,2565,2565,2568,2565,2568,2568,2565,2565,2568,2565,2568,2571,2565,2565
"pan_gene_102157",NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,NA,NA,NA,NA,NA,NA,NA,NA,612,582
"pan_gene_10216",648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648
"pan_gene_102163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,180,NA,NA,NA,NA,NA,426,180
"pan_gene_102164",NA,NA,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,396,360,360
"pan_gene_102169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,543
"pan_gene_10217",1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803,1803
"pan_gene_10218",1623,1623,1620,1623,1614,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1620,1623,1623,1623,1623,1623,1620,1623,1623,1623,1623,1623
"pan_gene_102180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,NA,NA,NA,336,552
"pan_gene_102185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300
"pan_gene_10219",1182,1182,1191,NA,1191,NA,1191,1194,1191,849,1194,1194,1191,1194,1194,1194,1191,1194,NA,1194,1191,1194,1182,1194,1191,1194,1191
"pan_gene_102191",NA,927,849,927,927,849,927,849,849,939,849,930,927,849,927,849,564,849,930,849,849,849,927,999,927,849,849
"pan_gene_102193",NA,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1158,1164,1164,1164,1164,1164,1164,1158,1164,1164,711,1164,1158,990,1164,1164
"pan_gene_102194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,501
"pan_gene_102199",NA,189,189,189,189,189,189,NA,NA,189,189,435,189,189,189,189,420,429,189,189,189,189,189,189,NA,189,189
"pan_gene_1022",1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311
"pan_gene_10220",2667,2667,2649,2649,2649,2649,2649,2649,2649,2649,2649,2643,2649,2649,2649,2649,2649,2649,2649,2649,2643,2649,2649,2649,2649,2649,2649
"pan_gene_10221",NA,NA,NA,NA,645,NA,NA,1311,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,NA,1311,NA,NA,NA,NA,579,NA,645
"pan_gene_10222",1947,1947,1947,1947,1947,1947,1947,1947,1947,1218,1947,1947,1947,1218,1947,1947,1947,1947,1947,1947,1947,1947,912,1947,1947,1947,1947
"pan_gene_102223",NA,1200,1122,1122,NA,NA,1143,366,528,1200,1122,NA,984,1206,1122,1122,1122,1212,1164,1110,1146,1122,NA,NA,1146,1143,1122
"pan_gene_10223",657,657,654,654,654,654,726,654,654,654,465,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654
"pan_gene_102235",NA,NA,NA,NA,2634,348,NA,NA,NA,NA,2634,2634,NA,NA,2634,2634,2634,NA,2634,2634,NA,NA,2634,2634,NA,2634,2634
"pan_gene_10224",1659,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,NA,1416,1416,315,315,1416,NA,1416,1416,1416,1416,NA,1416
"pan_gene_102242",285,234,NA,NA,NA,279,NA,285,NA,NA,NA,282,NA,NA,NA,NA,285,285,279,NA,NA,285,285,282,279,NA,283.5
"pan_gene_10225",1341,1608,1608,1608,1608,1608,1608,1608,1149,1608,1608,1608,1521,1608,1608,1608,1341,1608,1608,1608,1608,1608,1608,1608,1314,1608,1608
"pan_gene_10226",1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623
"pan_gene_102275",NA,276,NA,342,342,276,NA,NA,NA,342,NA,NA,NA,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342
"pan_gene_10228",2094,2094,2127,2127,2109,2094,2127,2091,2109,2115,2094,2094,2127,2127,2094,2094,2115,2094,2094,2091,2127,2094,2094,2094,2127,2109,2094
"pan_gene_10229",5694,6498,6459,6459,6459,6408,6459,6492,6390,6480,6408,6408,6375,6408,6453,6408,6375,6408,6408,6492,6375,6408,6387,4182,6453,6453,6408
"pan_gene_102294",NA,NA,348,534,NA,540,NA,555,555,534,534,NA,NA,NA,NA,NA,549,NA,NA,534,NA,NA,NA,NA,534,540,534
"pan_gene_102295",NA,621,705,705,705,630,468,618,648,660,618,705,648,705,762,660,660,705,621,705,660,648,705,705,624,660,660
"pan_gene_102298",NA,525,519,519,519,522,522,525,519,519,519,519,519,519,519,519,714,525,519,516,NA,516,516,519,525,522,519
"pan_gene_1023",372,372,372,NA,372,372,372,372,372,372,372,372,372,372,372,372,372,NA,372,372,372,NA,372,372,372,372,372
"pan_gene_10230",1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026
"pan_gene_102306",NA,NA,249,NA,NA,NA,NA,699,NA,699,NA,NA,630,NA,NA,696,NA,NA,NA,699,609,NA,NA,NA,NA,NA,696
"pan_gene_10231",921,921,921,921,NA,NA,921,NA,921,921,921,921,921,921,921,921,NA,921,921,NA,NA,921,921,921,NA,918,921
"pan_gene_102312",NA,543,381,543,NA,381,NA,381,615,NA,381,381,381,615,381,546,381,564,381,381,381,381,564,381,564,381,381
"pan_gene_102313",474,NA,NA,483,NA,NA,NA,NA,486,NA,NA,NA,NA,NA,NA,615,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,486
"pan_gene_102315",NA,408,417,408,417,417,414,417,414,204,423,417,408,423,417,417,417,417,417,417,414,423,408,417,417,423,417
"pan_gene_10232",1338,1338,1338,1338,1338,387,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338
"pan_gene_102327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,450
"pan_gene_10233",1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887
"pan_gene_102331",NA,NA,NA,NA,NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,381
"pan_gene_102336",NA,570,570,570,591,591,570,570,570,570,591,570,570,570,NA,570,NA,570,570,591,570,630,570,570,570,570,570
"pan_gene_102343",NA,NA,411,411,411,411,411,NA,NA,411,411,411,411,411,411,NA,NA,411,NA,411,411,411,411,411,NA,411,411
"pan_gene_10235",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"pan_gene_102365",NA,NA,546,546,723,555,558,546,567,558,558,555,NA,NA,558,633,558,NA,NA,NA,723,NA,546,555,558,NA,558
"pan_gene_102366",NA,729,621,729,729,636,723,NA,729,NA,729,729,729,363,NA,225,NA,366,729,NA,729,729,729,729,729,366,729
"pan_gene_102369",417,NA,384,NA,213,213,NA,213,NA,NA,NA,213,NA,213,NA,NA,NA,NA,213,NA,NA,NA,213,213,NA,NA,213
"pan_gene_10237",1725,1725,1725,1725,1725,1725,1728,1722,1728,1728,1725,1728,1725,1728,1725,1728,1722,1728,1725,1728,1728,1728,1725,1728,1725,1725,1725
"pan_gene_102370",NA,NA,NA,NA,924,NA,NA,NA,NA,528,1041,NA,NA,1038,NA,1041,NA,NA,NA,NA,NA,1041,1041,NA,1041,1038,1041
"pan_gene_102374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_102376",NA,876,876,867,876,873,858,867,876,876,876,876,858,867,876,876,876,858,873,858,870,873,855,876,876,870,873
"pan_gene_10238",204,204,204,204,381,426,204,204,NA,558,204,204,531,204,438,204,558,204,204,444,444,204,444,204,426,381,204
"pan_gene_102380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,318
"pan_gene_102388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300
"pan_gene_10239",2133,2133,2133,2133,2133,2133,2115,2115,2133,2115,2133,2115,2133,2133,2133,2115,2115,2115,2133,2115,2115,2115,2133,2133,2115,2133,2133
"pan_gene_102392",NA,345,NA,NA,NA,NA,NA,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,417,384
"pan_gene_102393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,279
"pan_gene_1024",225,222,222,222,NA,222,222,222,NA,222,225,NA,378,222,NA,NA,225,222,222,513,222,222,NA,NA,342,222,222
"pan_gene_10240",990,990,996,996,999,999,990,990,990,990,990,990,990,996,990,990,990,990,990,999,996,990,990,990,990,990,990
"pan_gene_10241",NA,423,408,420,NA,414,NA,417,423,411,411,423,423,411,411,408,420,423,411,414,NA,414,423,393,411,411,414
"pan_gene_10242",966,723,777,726,717,729,717,732,723,726,726,723,711,729,723,720,711,723,726,801,726,726,711,726,729,720,726
"pan_gene_102420",NA,306,NA,NA,306,306,306,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,306,NA,306,306,NA,306,NA,306,306,306
"pan_gene_102421",NA,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,651,891,891,891,891,891,891,891,891
"pan_gene_102422",NA,459,453,453,453,459,450,465,NA,NA,459,NA,453,459,450,NA,468,453,456,459,459,NA,573,459,459,447,459
"pan_gene_102427",NA,306,NA,300,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,306
"pan_gene_102437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,318
"pan_gene_10244",549,549,543,543,543,543,543,543,549,546,546,549,546,549,663,543,546,549,546,549,549,546,546,549,543,552,546
"pan_gene_102440",NA,756,NA,738,741,783,813,NA,NA,789,NA,NA,738,783,750,NA,783,NA,NA,NA,756,NA,NA,783,NA,NA,769.5
"pan_gene_102449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,312
"pan_gene_102453",NA,1617,1617,1617,1614,1617,1617,1611,1611,1611,1617,1614,1617,1611,1617,1617,1611,1617,1611,1620,1620,1614,1605,1614,1617,1611,1617
"pan_gene_102457",NA,NA,NA,NA,NA,NA,NA,NA,228,228,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,228,NA,228,228,NA,228
"pan_gene_10246",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2016,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"pan_gene_102466",NA,384,NA,312,NA,NA,NA,NA,378,NA,306,NA,381,NA,375,423,NA,NA,309,NA,378,NA,309,NA,303,354,364.5
"pan_gene_102468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_102473",NA,855,NA,NA,NA,NA,NA,903,273,390,NA,906,870,NA,855,NA,618,363,855,354,870,429,NA,NA,906,870,855
"pan_gene_102475",NA,801,801,801,783,792,801,NA,795,801,NA,792,909,801,801,792,795,801,801,NA,801,NA,792,792,792,795,801
"pan_gene_102487",NA,NA,NA,NA,NA,432,NA,792,NA,NA,NA,252,NA,252,NA,NA,252,252,468,432,NA,252,NA,NA,252,432,252
"pan_gene_10249",1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
"pan_gene_102491",NA,759,759,759,759,759,759,759,759,759,NA,759,759,759,759,759,759,759,759,759,759,NA,759,759,759,759,759
"pan_gene_1025",753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753
"pan_gene_10250",NA,NA,NA,NA,NA,NA,NA,NA,NA,711,687,NA,699,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,NA,699,699
"pan_gene_102500",NA,NA,1032,1032,1032,1032,1032,NA,1032,1032,NA,1032,NA,1032,NA,NA,1032,NA,1032,1032,NA,1032,1032,1032,1032,1032,1032
"pan_gene_102502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328,NA,NA,NA,NA,NA,NA,NA,NA,2328
"pan_gene_102506",NA,1032,1032,1026,1032,1032,1026,1032,1026,1026,1026,1032,1026,1032,1017,1032,1017,1017,1026,1026,1032,1032,1035,1032,1017,1017,1026
"pan_gene_102509",NA,1023,1026,1029,1035,1029,1023,1023,1023,1023,1023,1023,1023,1023,1029,1029,1035,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
"pan_gene_102512",NA,210,210,210,210,210,210,210,210,NA,210,210,210,210,210,NA,210,210,210,NA,210,210,210,210,210,210,210
"pan_gene_102515",NA,NA,NA,312,NA,366,NA,324,NA,516,NA,NA,NA,NA,NA,NA,324,282,NA,NA,297,NA,NA,627,366,297,324
"pan_gene_10252",2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619,2619
"pan_gene_102533",NA,NA,NA,NA,NA,NA,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510
"pan_gene_102548",NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,261
"pan_gene_102549",NA,345,606,345,345,402,327,345,NA,327,NA,NA,345,315,NA,327,345,345,327,345,345,NA,342,NA,345,345,345
"pan_gene_10257",414,591,591,579,579,591,591,591,591,591,597,579,591,591,579,591,591,579,579,579,591,591,579,579,591,591,591
"pan_gene_10258",786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786
"pan_gene_102587",NA,NA,NA,468,NA,573,NA,NA,NA,NA,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,520.5
"pan_gene_10259",573,573,573,573,573,573,576,573,573,345,651,573,573,573,573,561,576,576,573,573,573,573,573,573,573,573,573
"pan_gene_102594",453,NA,NA,NA,NA,NA,NA,NA,453,453,453,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,453,396,NA,NA,453
"pan_gene_10260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_102609",NA,NA,NA,387,423,423,423,423,NA,423,NA,NA,NA,NA,NA,NA,423,423,423,387,423,NA,NA,423,NA,387,423
"pan_gene_102612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,NA,NA,NA,NA,NA,657,657
"pan_gene_102615",NA,NA,975,NA,NA,NA,NA,NA,975,NA,NA,NA,NA,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975
"pan_gene_102619",NA,NA,NA,426,426,426,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,426,426,426,NA,NA,426,426,NA,426,426
"pan_gene_10262",NA,NA,NA,3093,2883,NA,NA,NA,NA,3084,2910,NA,3093,NA,2877,585,2895,2886,1725,2529,3093,2883,3087,NA,2193,NA,2886
"pan_gene_10263",1062,1062,1062,1074,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062
"pan_gene_102635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,324,NA,NA,NA,NA,NA,NA,NA,324,324
"pan_gene_10266",675,675,681,681,669,669,675,666,669,363,675,660,669,669,660,666,660,675,654,675,678,654,660,654,630,669,669
"pan_gene_10267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_10268",3612,3612,3615,3615,3615,3615,3612,3615,3615,3612,3615,3612,3615,3615,3615,3615,3615,3615,3612,3612,3615,3615,3615,3612,3612,3615,3615
"pan_gene_102682",NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,295.5
"pan_gene_1027",1131,951,1629,1128,1113,1131,1131,1131,1128,1110,1989,1131,1113,1128,2016,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1128,1131
"pan_gene_10270",2853,1611,2850,1803,2853,1803,1803,1611,1611,1611,2853,NA,2856,1524,2850,2853,2853,1803,2856,NA,NA,1614,2856,NA,1830,NA,1830
"pan_gene_10271",930,930,834,NA,1146,915,NA,1362,NA,NA,930,930,NA,NA,747,930,1137,1029,1020,915,1347,930,1146,1347,1251,909,930
"pan_gene_102738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,NA,NA,NA,684,607.5
"pan_gene_10274",2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2091,2109,2109,2109,2109,2109,2109,2109,2109,2109
"pan_gene_102749",NA,210,210,210,210,210,210,210,210,NA,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
"pan_gene_10275",4542,4542,4542,4542,4542,4542,4542,4542,4542,4542,4542,4548,4542,4551,4542,4542,4542,4542,4542,4542,4542,4542,4542,4542,4542,4542,4542
"pan_gene_102757",NA,813,813,813,813,813,813,NA,813,813,813,837,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813
"pan_gene_102761",NA,NA,435,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,435
"pan_gene_10277",1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269
"pan_gene_10278",318,318,318,342,231,342,342,342,318,342,318,318,342,342,318,318,342,318,318,342,342,321,342,342,318,318,319.5
"pan_gene_10279",933,933,933,933,933,933,933,933,933,675,933,933,933,933,939,933,933,933,933,933,933,933,933,933,933,933,933
"pan_gene_102792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_102793",NA,477,372,NA,NA,NA,NA,690,690,NA,NA,NA,NA,NA,516,NA,372,1095,522,NA,477,NA,NA,903,NA,690,522
"pan_gene_102794",NA,168,NA,441,NA,498,450,441,450,450,450,537,450,450,450,498,441,450,630,348,450,450,534,168,3171,450,450
"pan_gene_102795",NA,NA,NA,NA,NA,NA,426,NA,NA,NA,456,NA,NA,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,426,423,426
"pan_gene_102797",NA,381,381,381,378,381,381,381,381,381,381,NA,381,381,381,381,372,381,381,381,381,381,372,372,381,381,381
"pan_gene_102799",NA,1419,1413,1419,1419,1419,1416,1419,1419,1353,1419,1365,1419,1419,1419,1413,1413,1413,1413,1419,1419,1419,1416,1413,1389,1419,1419
"pan_gene_1028",1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182
"pan_gene_10280",1788,1680,1680,1680,1680,1692,1683,1680,1680,1680,1680,1680,1683,1680,1680,1680,1680,1680,1680,1680,1680,1680,NA,NA,1680,1680,1680
"pan_gene_102803",438,438,NA,1260,NA,1260,393,201,NA,438,NA,NA,1077,1215,966,NA,936,NA,438,966,NA,NA,NA,912,NA,NA,924
"pan_gene_102806",NA,303,303,291,303,NA,303,291,303,303,303,303,303,303,291,303,291,NA,303,303,303,303,276,291,303,303,303
"pan_gene_10281",567,567,561,567,567,567,567,540,567,567,567,567,567,567,567,567,567,567,567,567,567,567,561,567,567,567,567
"pan_gene_102810",NA,582,579,NA,NA,597,579,NA,NA,237,582,582,576,NA,NA,579,NA,579,576,582,588,582,NA,582,582,582,582
"pan_gene_102813",759,1842,NA,NA,NA,NA,1524,NA,1473,1575,NA,1521,NA,NA,NA,NA,1518,NA,NA,NA,NA,1134,NA,NA,NA,NA,1519.5
"pan_gene_102814",NA,639,672,639,675,639,198,642,675,222,639,639,NA,639,639,642,642,675,642,642,675,639,639,675,675,645,642
"pan_gene_102820",NA,948,981,981,981,981,981,978,975,951,981,948,963,972,981,948,948,981,948,951,963,948,981,984,975,963,975
"pan_gene_10283",2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2256,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259
"pan_gene_102831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,381
"pan_gene_10284",687,687,690,690,687,690,687,690,690,690,690,687,690,690,687,690,687,684,690,687,690,690,696,687,690,690,690
"pan_gene_102846",NA,897,897,897,897,897,897,897,1140,648,897,897,897,897,897,897,897,897,897,897,897,1140,1140,897,897,897,897
"pan_gene_10285",1482,1482,1485,1482,1482,1482,1485,1482,1482,1482,1482,1482,1482,1482,1482,1479,1485,1482,1644,1485,1482,1485,1482,1482,1485,1485,1482
"pan_gene_102856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,357
"pan_gene_10286",885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,876,885,885,885,885
"pan_gene_10287",459,459,459,NA,NA,NA,459,NA,459,NA,NA,459,459,459,459,459,459,459,459,NA,459,459,459,NA,NA,459,459
"pan_gene_102879",NA,NA,648,648,NA,NA,648,NA,648,NA,636,648,330,NA,NA,618,NA,648,636,648,636,NA,648,NA,636,648,648
"pan_gene_10288",2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163
"pan_gene_10289",570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570
"pan_gene_102890",NA,NA,267,NA,NA,267,264,NA,NA,267,NA,NA,267,NA,NA,NA,270,NA,NA,NA,NA,NA,264,NA,NA,264,267
