gene,pan,class,copy
gmap_ID=chr1:107396727-107397029,pan_gene_1931,Near-Core Gene,1
Zm00025ab025810,pan_gene_1932,Core Gene,1
Zm00025ab025820,pan_gene_1933,Core Gene,1
gmap_ID=chr1:107654955-107655868,pan_gene_1934,Core Gene,1
Zm00025ab025840,pan_gene_1935,Core Gene,1
Zm00025ab025860,pan_gene_1936,Core Gene,1
Zm00025ab025880,pan_gene_1938,Core Gene,1
Zm00025ab025930,pan_gene_1939,Core Gene,1
Zm00025ab025960,pan_gene_1940,Core Gene,1
Zm00025ab025970,pan_gene_1941,Core Gene,1
Zm00025ab025990,pan_gene_1942,Core Gene,1
Zm00025ab026000,pan_gene_1943,Core Gene,1
Zm00025ab026020,pan_gene_1944,Core Gene,1
Zm00025ab026030,pan_gene_1946,Core Gene,1
Zm00025ab026050,pan_gene_1947,Dispensable Gene,1
Zm00025ab026060,pan_gene_1949,Core Gene,1
Zm00025ab026070,pan_gene_1950,Core Gene,1
Zm00025ab026080,pan_gene_1951,Core Gene,1
Zm00025ab026090,pan_gene_1952,Dispensable Gene,1
Zm00025ab026100,pan_gene_1953,Core Gene,1
Zm00025ab026110,pan_gene_1954,Core Gene,1
Zm00025ab026120,pan_gene_1955,Dispensable Gene,1
gmap_ID=chr1:110148269-110148670,pan_gene_1956,Dispensable Gene,1
Zm00025ab026130,pan_gene_1957,Dispensable Gene,1
Zm00025ab026140,pan_gene_1958,Core Gene,1
Zm00025ab026150,pan_gene_1959,Core Gene,2
Zm00025ab026170,pan_gene_1962,Core Gene,1
Zm00025ab026180,pan_gene_1963,Core Gene,1
Zm00025ab026200,pan_gene_1965,Core Gene,1
Zm00025ab026210,pan_gene_1966,Core Gene,1
Zm00025ab026230,pan_gene_1967,Core Gene,1
Zm00025ab026270,pan_gene_1969,Core Gene,1
Zm00025ab026290,pan_gene_1970,Core Gene,1
Zm00025ab026300,pan_gene_1971,Core Gene,1
Zm00025ab026310,pan_gene_1972,Core Gene,2
Zm00025ab026340,pan_gene_1973,Core Gene,1
Zm00025ab026390,pan_gene_1974,Core Gene,1
Zm00025ab026400,pan_gene_1976,Core Gene,1
Zm00025ab026430,pan_gene_1978,Core Gene,1
Zm00025ab026440,pan_gene_1979,Core Gene,1
gmap_ID=chr1:113010497-113013422,pan_gene_1980,Dispensable Gene,1
Zm00025ab026460,pan_gene_1981,Core Gene,1
Zm00025ab026480,pan_gene_1983,Core Gene,1
Zm00025ab026490,pan_gene_1984,Core Gene,1
Zm00025ab026510,pan_gene_1985,Dispensable Gene,1
Zm00025ab026550,pan_gene_1986,Core Gene,2
Zm00025ab026570,pan_gene_1987,Core Gene,1
Zm00025ab026580,pan_gene_1988,Near-Core Gene,1
Zm00025ab026590,pan_gene_1989,Core Gene,1
Zm00025ab026600,pan_gene_1990,Core Gene,1
Zm00025ab026620,pan_gene_1991,Core Gene,1
Zm00025ab026630,pan_gene_1992,Core Gene,1
Zm00025ab026640,pan_gene_1993,Core Gene,1
Zm00025ab026650,pan_gene_1994,Dispensable Gene,1
Zm00025ab026680,pan_gene_1995,Core Gene,1
Zm00025ab026700,pan_gene_1996,Core Gene,1
Zm00025ab026710,pan_gene_1997,Core Gene,1
Zm00025ab026790,pan_gene_1998,Near-Core Gene,1
Zm00025ab026800,pan_gene_1999,Dispensable Gene,1
Zm00025ab026810,pan_gene_2000,Near-Core Gene,2
Zm00025ab026830,pan_gene_2001,Dispensable Gene,1
Zm00025ab026840,pan_gene_2002,Dispensable Gene,1
Zm00025ab026850,pan_gene_2003,Core Gene,1
Zm00025ab026860,pan_gene_2004,Core Gene,1
Zm00025ab026870,pan_gene_2005,Dispensable Gene,1
Zm00025ab026880,pan_gene_2006,Core Gene,1
Zm00025ab026890,pan_gene_2007,Core Gene,1
Zm00025ab026910,pan_gene_2008,Core Gene,1
gmap_ID=chr1:117477486-117478154,pan_gene_2010,Core Gene,1
Zm00025ab026960,pan_gene_2011,Core Gene,1
Zm00025ab027000,pan_gene_2012,Core Gene,2
Zm00025ab027010,pan_gene_2013,Core Gene,1
Zm00025ab027020,pan_gene_2014,Core Gene,1
Zm00025ab027060,pan_gene_2015,Core Gene,1
Zm00025ab027080,pan_gene_2019,Core Gene,1
gmap_ID=chr1:118894969-118895292,pan_gene_2020,Core Gene,1
Zm00025ab027100,pan_gene_2021,Core Gene,1
gmap_ID=chr1:119462029-119464340,pan_gene_2022,Dispensable Gene,1
Zm00025ab027140,pan_gene_2023,Core Gene,3
gmap_ID=chr1:120406892-120407940,pan_gene_2024,Core Gene,1
Zm00025ab027220,pan_gene_2026,Core Gene,3
gmap_ID=chr1:120994296-121002644,pan_gene_2027,Core Gene,1
Zm00025ab027230,pan_gene_2028,Core Gene,1
Zm00025ab027250,pan_gene_2029,Core Gene,1
Zm00025ab027270,pan_gene_2031,Core Gene,1
Zm00025ab027290,pan_gene_2032,Core Gene,1
Zm00025ab027310,pan_gene_2033,Core Gene,1
Zm00025ab027320,pan_gene_2034,Core Gene,1
Zm00025ab027370,pan_gene_2035,Core Gene,4
Zm00025ab027500,pan_gene_2037,Core Gene,1
gmap_ID=chr1:123479585-123479965,pan_gene_2038,Near-Core Gene,1
Zm00025ab027520,pan_gene_2039,Core Gene,3
Zm00025ab027560,pan_gene_2040,Core Gene,1
Zm00025ab027580,pan_gene_2041,Core Gene,1
Zm00025ab027600,pan_gene_2043,Dispensable Gene,1
Zm00025ab027610,pan_gene_2044,Core Gene,1
Zm00025ab027620,pan_gene_2045,Core Gene,1
Zm00025ab027660,pan_gene_2048,Core Gene,1
Zm00025ab027670,pan_gene_2049,Core Gene,1
Zm00025ab027680,pan_gene_2050,Core Gene,1
Zm00025ab027690,pan_gene_2051,Core Gene,2
Zm00025ab027710,pan_gene_2052,Core Gene,1
Zm00025ab027730,pan_gene_2053,Core Gene,1
Zm00025ab027750,pan_gene_2054,Core Gene,2
Zm00025ab027770,pan_gene_2055,Core Gene,1
gmap_ID=chr1:125568894-125570981,pan_gene_2056,Near-Core Gene,1
gmap_ID=chr1:125619837-125630481,pan_gene_2057,Core Gene,1
Zm00025ab027790,pan_gene_2058,Core Gene,1
Zm00025ab027810,pan_gene_2060,Core Gene,2
Zm00025ab027850,pan_gene_2061,Core Gene,1
Zm00025ab027860,pan_gene_2062,Dispensable Gene,1
gmap_ID=chr1:127033814-127034223,pan_gene_2063,Core Gene,1
Zm00025ab027890,pan_gene_2064,Core Gene,1
Zm00025ab027900,pan_gene_2065,Core Gene,1
Zm00025ab027910,pan_gene_2066,Core Gene,1
Zm00025ab027920,pan_gene_2067,Core Gene,1
gmap_ID=chr1:127739493-127739999,pan_gene_2068,Core Gene,1
Zm00025ab027950,pan_gene_2069,Core Gene,1
Zm00025ab027960,pan_gene_2070,Core Gene,1
gmap_ID=chr1:128340614-128345333,pan_gene_2071,Near-Core Gene,1
Zm00025ab028000,pan_gene_2072,Core Gene,1
Zm00025ab028010,pan_gene_2073,Near-Core Gene,1
Zm00025ab028030,pan_gene_2074,Core Gene,1
Zm00025ab028050,pan_gene_2075,Core Gene,1
Zm00025ab028070,pan_gene_2076,Core Gene,1
Zm00025ab028080,pan_gene_2077,Core Gene,1
gmap_ID=chr1:129894934-129895542,pan_gene_2078,Core Gene,1
Zm00025ab028100,pan_gene_2079,Dispensable Gene,1
Zm00025ab028110,pan_gene_2080,Dispensable Gene,2
Zm00025ab028130,pan_gene_2081,Core Gene,1
gmap_ID=chr1:130316864-130317553,pan_gene_2082,Dispensable Gene,1
Zm00025ab028140,pan_gene_2083,Near-Core Gene,1
Zm00025ab028170,pan_gene_2084,Core Gene,1
Zm00025ab028180,pan_gene_2085,Dispensable Gene,1
Zm00025ab028230,pan_gene_2086,Core Gene,1
Zm00025ab028240,pan_gene_2087,Dispensable Gene,1
Zm00025ab028250,pan_gene_2088,Core Gene,1
Zm00025ab028270,pan_gene_2089,Core Gene,1
Zm00025ab028280,pan_gene_2090,Near-Core Gene,1
gmap_ID=chr1:131697603-131697914,pan_gene_2091,Near-Core Gene,1
Zm00025ab028310,pan_gene_2092,Near-Core Gene,1
gmap_ID=chr1:132224378-132225200,pan_gene_2093,Dispensable Gene,1
Zm00025ab028330,pan_gene_2094,Dispensable Gene,1
Zm00025ab028340,pan_gene_2095,Dispensable Gene,2
Zm00025ab028360,pan_gene_2096,Core Gene,1
Zm00025ab028390,pan_gene_2097,Dispensable Gene,1
Zm00025ab028400,pan_gene_2098,Core Gene,1
Zm00025ab028410,pan_gene_2099,Core Gene,1
Zm00025ab028420,pan_gene_2100,Core Gene,2
gmap_ID=chr1:133443984-133444453,pan_gene_2101,Near-Core Gene,1
Zm00025ab028540,pan_gene_2102,Near-Core Gene,1
gmap_ID=chr1:134883955-134884665,pan_gene_2103,Core Gene,1
Zm00025ab028510,pan_gene_2104,Core Gene,7
Zm00025ab028630,pan_gene_2106,Core Gene,1
Zm00025ab028700,pan_gene_2108,Core Gene,1
Zm00025ab028710,pan_gene_2109,Near-Core Gene,1
Zm00025ab028750,pan_gene_2110,Near-Core Gene,1
Zm00025ab028760,pan_gene_2111,Near-Core Gene,1
Zm00025ab028780,pan_gene_2112,Near-Core Gene,1
Zm00025ab028810,pan_gene_2113,Core Gene,1
Zm00025ab028820,pan_gene_2114,Near-Core Gene,1
gmap_ID=chr1:140873331-140873573,pan_gene_2115,Near-Core Gene,1
gmap_ID=chr1:141144325-141144624,pan_gene_2116,Near-Core Gene,1
Zm00025ab028870,pan_gene_2117,Near-Core Gene,1
Zm00025ab028880,pan_gene_2118,Near-Core Gene,1
Zm00025ab028890,pan_gene_2119,Near-Core Gene,1
Zm00025ab028900,pan_gene_2120,Near-Core Gene,1
Zm00025ab028910,pan_gene_2121,Near-Core Gene,1
Zm00025ab028940,pan_gene_2122,Near-Core Gene,1
Zm00025ab028950,pan_gene_2123,Near-Core Gene,1
Zm00025ab028960,pan_gene_2124,Near-Core Gene,1
Zm00025ab028970,pan_gene_2125,Near-Core Gene,1
Zm00025ab028990,pan_gene_2126,Near-Core Gene,1
Zm00025ab029020,pan_gene_2127,Near-Core Gene,1
Zm00025ab029030,pan_gene_2128,Near-Core Gene,1
Zm00025ab029080,pan_gene_2129,Core Gene,1
Zm00025ab029090,pan_gene_2130,Core Gene,1
Zm00025ab029110,pan_gene_2131,Core Gene,1
Zm00025ab029120,pan_gene_2132,Core Gene,1
Zm00025ab029130,pan_gene_2133,Core Gene,1
Zm00025ab029140,pan_gene_2134,Near-Core Gene,1
Zm00025ab029160,pan_gene_2135,Core Gene,1
Zm00025ab029170,pan_gene_2136,Core Gene,1
Zm00025ab029180,pan_gene_2137,Core Gene,1
Zm00025ab029190,pan_gene_2138,Core Gene,1
Zm00025ab029230,pan_gene_2139,Core Gene,1
Zm00025ab029240,pan_gene_2140,Core Gene,1
Zm00025ab029250,pan_gene_2141,Core Gene,1
Zm00025ab029270,pan_gene_2142,Core Gene,1
Zm00025ab029280,pan_gene_2143,Dispensable Gene,1
Zm00025ab029290,pan_gene_2144,Dispensable Gene,1
Zm00025ab029300,pan_gene_2145,Core Gene,1
Zm00025ab029310,pan_gene_2146,Core Gene,1
Zm00025ab029320,pan_gene_2147,Dispensable Gene,1
Zm00025ab029380,pan_gene_2148,Core Gene,1
Zm00025ab029420,pan_gene_2149,Core Gene,1
Zm00025ab029430,pan_gene_2150,Dispensable Gene,1
Zm00025ab029450,pan_gene_2151,Core Gene,1
Zm00025ab029470,pan_gene_2152,Core Gene,1
Zm00025ab029490,pan_gene_2153,Core Gene,1
Zm00025ab029520,pan_gene_2154,Core Gene,1
Zm00025ab029530,pan_gene_2155,Core Gene,1
Zm00025ab029540,pan_gene_2156,Core Gene,1
Zm00025ab029550,pan_gene_2157,Core Gene,1
Zm00025ab029570,pan_gene_2158,Dispensable Gene,1
Zm00025ab029580,pan_gene_2159,Core Gene,1
Zm00025ab029600,pan_gene_2160,Core Gene,2
Zm00025ab029630,pan_gene_2161,Core Gene,1
Zm00025ab029640,pan_gene_2162,Core Gene,1
Zm00025ab029660,pan_gene_2163,Dispensable Gene,1
Zm00025ab029680,pan_gene_2164,Core Gene,1
Zm00025ab029690,pan_gene_2165,Core Gene,1
Zm00025ab029700,pan_gene_2166,Core Gene,1
Zm00025ab029710,pan_gene_2167,Core Gene,1
Zm00025ab029720,pan_gene_2169,Core Gene,1
Zm00025ab029730,pan_gene_2170,Core Gene,1
Zm00025ab029740,pan_gene_2171,Core Gene,1
Zm00025ab029750,pan_gene_2172,Core Gene,1
Zm00025ab029760,pan_gene_2173,Core Gene,1
gmap_ID=chr1:151787226-151787564,pan_gene_2175,Core Gene,1
Zm00025ab029780,pan_gene_2176,Core Gene,1
Zm00025ab029790,pan_gene_2177,Core Gene,1
Zm00025ab029800,pan_gene_2178,Core Gene,1
Zm00025ab029820,pan_gene_2180,Core Gene,1
Zm00025ab029830,pan_gene_2181,Core Gene,1
Zm00025ab029840,pan_gene_2182,Core Gene,2
Zm00025ab029870,pan_gene_2183,Core Gene,1
Zm00025ab029920,pan_gene_2184,Core Gene,1
Zm00025ab029950,pan_gene_2187,Core Gene,1
Zm00025ab029940,pan_gene_2188,Core Gene,1
Zm00025ab029980,pan_gene_2189,Core Gene,1
Zm00025ab029990,pan_gene_2190,Core Gene,1
Zm00025ab030000,pan_gene_2191,Core Gene,1
Zm00025ab030010,pan_gene_2192,Core Gene,1
Zm00025ab030020,pan_gene_2193,Dispensable Gene,1
gmap_ID=chr1:153975659-153977027,pan_gene_2194,Dispensable Gene,1
Zm00025ab030030,pan_gene_2195,Core Gene,1
Zm00025ab030040,pan_gene_2196,Core Gene,1
Zm00025ab030050,pan_gene_2197,Core Gene,1
Zm00025ab030070,pan_gene_2198,Core Gene,1
Zm00025ab030120,pan_gene_2199,Core Gene,1
Zm00025ab030140,pan_gene_2200,Dispensable Gene,1
Zm00025ab030150,pan_gene_2201,Core Gene,1
Zm00025ab030170,pan_gene_2202,Core Gene,1
Zm00025ab030180,pan_gene_2203,Core Gene,1
Zm00025ab030190,pan_gene_2204,Near-Core Gene,1
Zm00025ab030210,pan_gene_2205,Core Gene,1
Zm00025ab030220,pan_gene_2206,Core Gene,1
Zm00025ab030230,pan_gene_2207,Core Gene,1
gmap_ID=chr1:155976881-155977090,pan_gene_2208,Core Gene,1
Zm00025ab030240,pan_gene_2209,Core Gene,1
Zm00025ab030250,pan_gene_2210,Core Gene,1
Zm00025ab030260,pan_gene_2211,Dispensable Gene,1
Zm00025ab030270,pan_gene_2212,Dispensable Gene,1
Zm00025ab030280,pan_gene_2213,Dispensable Gene,2
Zm00025ab030310,pan_gene_2214,Dispensable Gene,1
Zm00025ab030320,pan_gene_2215,Core Gene,1
Zm00025ab030340,pan_gene_2216,Core Gene,1
Zm00025ab030360,pan_gene_2217,Dispensable Gene,1
Zm00025ab030370,pan_gene_2218,Core Gene,1
Zm00025ab030380,pan_gene_2219,Core Gene,1
Zm00025ab030400,pan_gene_2220,Dispensable Gene,1
Zm00025ab030410,pan_gene_2221,Core Gene,1
Zm00025ab030420,pan_gene_2222,Core Gene,1
Zm00025ab030430,pan_gene_2223,Core Gene,1
Zm00025ab030440,pan_gene_2224,Near-Core Gene,1
Zm00025ab030480,pan_gene_2227,Core Gene,1
Zm00025ab030470,pan_gene_2228,Dispensable Gene,1
Zm00025ab030500,pan_gene_2229,Dispensable Gene,1
Zm00025ab030510,pan_gene_2230,Dispensable Gene,1
Zm00025ab030530,pan_gene_2233,Core Gene,2
gmap_ID=chr1:158282785-158283124,pan_gene_2234,Core Gene,1
Zm00025ab030540,pan_gene_2235,Core Gene,1
Zm00025ab030560,pan_gene_2236,Near-Core Gene,1
Zm00025ab030570,pan_gene_2237,Core Gene,1
Zm00025ab030580,pan_gene_2239,Core Gene,1
Zm00025ab030600,pan_gene_2240,Core Gene,1
gmap_ID=chr1:159320968-159321262,pan_gene_2241,Core Gene,1
Zm00025ab030620,pan_gene_2242,Core Gene,1
Zm00025ab030630,pan_gene_2243,Core Gene,1
Zm00025ab030640,pan_gene_2244,Dispensable Gene,1
Zm00025ab030650,pan_gene_2245,Core Gene,1
gmap_ID=chr1:159709692-159710144,pan_gene_2246,Dispensable Gene,1
Zm00025ab030680,pan_gene_2247,Core Gene,1
Zm00025ab030690,pan_gene_2248,Near-Core Gene,1
Zm00025ab030710,pan_gene_2249,Core Gene,1
Zm00025ab030720,pan_gene_2250,Core Gene,1
Zm00025ab030770,pan_gene_2251,Core Gene,1
Zm00025ab030790,pan_gene_2252,Core Gene,1
gmap_ID=chr1:160737940-160738299,pan_gene_2253,Dispensable Gene,1
Zm00025ab030800,pan_gene_2254,Core Gene,1
Zm00025ab030810,pan_gene_2255,Core Gene,1
Zm00025ab030830,pan_gene_2256,Core Gene,1
Zm00025ab030870,pan_gene_2257,Core Gene,1
Zm00025ab030890,pan_gene_2258,Core Gene,1
Zm00025ab030900,pan_gene_2259,Core Gene,1
Zm00025ab030910,pan_gene_2261,Core Gene,1
Zm00025ab030920,pan_gene_2262,Core Gene,1
Zm00025ab030940,pan_gene_2263,Core Gene,1
Zm00025ab030960,pan_gene_2264,Core Gene,1
Zm00025ab030980,pan_gene_2265,Core Gene,1
Zm00025ab030990,pan_gene_2266,Core Gene,1
Zm00025ab031010,pan_gene_2267,Core Gene,1
Zm00025ab031060,pan_gene_2268,Core Gene,1
Zm00025ab031070,pan_gene_2269,Core Gene,1
Zm00025ab031140,pan_gene_2270,Core Gene,2
Zm00025ab031090,pan_gene_2271,Core Gene,1
Zm00025ab031100,pan_gene_2272,Core Gene,1
Zm00025ab031120,pan_gene_2273,Core Gene,1
Zm00025ab031160,pan_gene_2275,Core Gene,3
Zm00025ab031210,pan_gene_2276,Dispensable Gene,1
Zm00025ab031250,pan_gene_2277,Core Gene,1
Zm00025ab031280,pan_gene_2278,Core Gene,2
Zm00025ab031310,pan_gene_2281,Core Gene,3
Zm00025ab031340,pan_gene_2287,Core Gene,1
Zm00025ab031360,pan_gene_2288,Core Gene,1
Zm00025ab031370,pan_gene_2289,Core Gene,1
Zm00025ab031390,pan_gene_2290,Core Gene,1
Zm00025ab031440,pan_gene_2291,Core Gene,2
Zm00025ab031460,pan_gene_2292,Near-Core Gene,1
Zm00025ab031470,pan_gene_2293,Core Gene,1
Zm00025ab031490,pan_gene_2294,Core Gene,1
Zm00025ab031510,pan_gene_2298,Core Gene,1
Zm00025ab031540,pan_gene_2299,Core Gene,2
Zm00025ab031550,pan_gene_2301,Core Gene,3
Zm00025ab031610,pan_gene_2303,Core Gene,1
Zm00025ab031620,pan_gene_2305,Core Gene,1
Zm00025ab031640,pan_gene_2306,Core Gene,1
Zm00025ab031670,pan_gene_2307,Core Gene,1
Zm00025ab031680,pan_gene_2308,Core Gene,1
Zm00025ab031700,pan_gene_2309,Core Gene,1
Zm00025ab031720,pan_gene_2311,Core Gene,1
Zm00025ab031740,pan_gene_2312,Dispensable Gene,1
Zm00025ab031750,pan_gene_2313,Core Gene,1
gmap_ID=chr1:167619559-167624650,pan_gene_2314,Dispensable Gene,1
Zm00025ab031760,pan_gene_2315,Core Gene,1
Zm00025ab031790,pan_gene_2317,Dispensable Gene,1
Zm00025ab031870,pan_gene_2319,Core Gene,1
Zm00025ab031890,pan_gene_2320,Core Gene,1
Zm00025ab031910,pan_gene_2321,Core Gene,1
Zm00025ab032010,pan_gene_2322,Core Gene,1
Zm00025ab032020,pan_gene_2323,Core Gene,1
Zm00025ab032030,pan_gene_2324,Core Gene,1
Zm00025ab032040,pan_gene_2325,Core Gene,1
gmap_ID=chr1:170151672-170152596,pan_gene_2326,Dispensable Gene,1
Zm00025ab032050,pan_gene_2327,Core Gene,1
Zm00025ab032060,pan_gene_2328,Core Gene,1
Zm00025ab032100,pan_gene_2330,Core Gene,1
gmap_ID=chr1:170425144-170427068,pan_gene_2331,Near-Core Gene,1
Zm00025ab032130,pan_gene_2332,Core Gene,1
Zm00025ab032140,pan_gene_2333,Core Gene,1
Zm00025ab032170,pan_gene_2335,Core Gene,3
gmap_ID=chr1:171016915-171025467,pan_gene_2336,Dispensable Gene,1
Zm00025ab032210,pan_gene_2337,Core Gene,1
gmap_ID=chr1:171660752-171662769,pan_gene_2338,Dispensable Gene,1
Zm00025ab032240,pan_gene_2339,Core Gene,1
Zm00025ab032250,pan_gene_2340,Core Gene,2
Zm00025ab032270,pan_gene_2341,Core Gene,1
Zm00025ab032280,pan_gene_2342,Core Gene,1
Zm00025ab032320,pan_gene_2343,Core Gene,1
Zm00025ab032330,pan_gene_2344,Core Gene,1
Zm00025ab032370,pan_gene_2345,Core Gene,1
Zm00025ab032380,pan_gene_2346,Core Gene,1
Zm00025ab032390,pan_gene_2347,Core Gene,1
Zm00025ab032400,pan_gene_2348,Core Gene,1
Zm00025ab032410,pan_gene_2350,Core Gene,1
Zm00025ab032420,pan_gene_2351,Core Gene,1
Zm00025ab032430,pan_gene_2352,Core Gene,1
Zm00025ab032450,pan_gene_2353,Core Gene,1
Zm00025ab032460,pan_gene_2354,Core Gene,2
Zm00025ab032480,pan_gene_2355,Core Gene,2
Zm00025ab032490,pan_gene_2356,Core Gene,1
Zm00025ab032510,pan_gene_2357,Core Gene,1
Zm00025ab032540,pan_gene_2358,Core Gene,1
Zm00025ab032550,pan_gene_2359,Core Gene,1
Zm00025ab032560,pan_gene_2360,Core Gene,1
Zm00025ab032580,pan_gene_2361,Core Gene,2
Zm00025ab032600,pan_gene_2362,Core Gene,2
Zm00025ab032630,pan_gene_2363,Core Gene,1
Zm00025ab032640,pan_gene_2368,Core Gene,1
Zm00025ab032650,pan_gene_2370,Core Gene,1
Zm00025ab032660,pan_gene_2371,Core Gene,1
Zm00025ab032680,pan_gene_2373,Core Gene,1
Zm00025ab032700,pan_gene_2374,Core Gene,1
Zm00025ab032720,pan_gene_2376,Core Gene,1
Zm00025ab032730,pan_gene_2377,Dispensable Gene,1
Zm00025ab032740,pan_gene_2378,Core Gene,1
Zm00025ab032750,pan_gene_2379,Core Gene,1
Zm00025ab032770,pan_gene_2380,Core Gene,1
Zm00025ab032780,pan_gene_2381,Core Gene,2
Zm00025ab032800,pan_gene_2382,Core Gene,1
Zm00025ab032810,pan_gene_2383,Core Gene,1
Zm00025ab032840,pan_gene_2384,Core Gene,1
Zm00025ab032850,pan_gene_2385,Core Gene,1
Zm00025ab032860,pan_gene_2386,Core Gene,1
Zm00025ab032870,pan_gene_2387,Near-Core Gene,1
Zm00025ab032890,pan_gene_2388,Core Gene,1
Zm00025ab032930,pan_gene_2389,Core Gene,1
Zm00025ab032940,pan_gene_2390,Core Gene,1
Zm00025ab032980,pan_gene_2391,Core Gene,1
Zm00025ab032990,pan_gene_2392,Core Gene,2
Zm00025ab033020,pan_gene_2393,Core Gene,1
Zm00025ab033030,pan_gene_2394,Core Gene,1
Zm00025ab033050,pan_gene_2396,Core Gene,1
Zm00025ab033060,pan_gene_2397,Near-Core Gene,1
gmap_ID=chr1:176513928-176514173,pan_gene_2398,Core Gene,1
Zm00025ab033070,pan_gene_2401,Core Gene,2
Zm00025ab033080,pan_gene_2402,Core Gene,2
Zm00025ab033110,pan_gene_2403,Core Gene,1
Zm00025ab033130,pan_gene_2405,Core Gene,1
Zm00025ab033150,pan_gene_2406,Core Gene,1
Zm00025ab033160,pan_gene_2407,Core Gene,2
Zm00025ab033170,pan_gene_2408,Core Gene,1
Zm00025ab033190,pan_gene_2409,Core Gene,1
Zm00025ab033200,pan_gene_2411,Core Gene,1
Zm00025ab033250,pan_gene_2412,Core Gene,1
Zm00025ab033260,pan_gene_2413,Core Gene,1
Zm00025ab033270,pan_gene_2414,Core Gene,1
Zm00025ab033280,pan_gene_2415,Core Gene,1
Zm00025ab033290,pan_gene_2416,Core Gene,1
gmap_ID=chr1:177466718-177498539,pan_gene_2417,Dispensable Gene,1
Zm00025ab033310,pan_gene_2418,Core Gene,1
Zm00025ab033320,pan_gene_2419,Core Gene,1
Zm00025ab033340,pan_gene_2420,Core Gene,1
Zm00025ab033360,pan_gene_2423,Core Gene,1
Zm00025ab033370,pan_gene_2424,Core Gene,1
Zm00025ab033380,pan_gene_2425,Core Gene,1
Zm00025ab033390,pan_gene_2426,Core Gene,1
Zm00025ab033400,pan_gene_2427,Core Gene,2
Zm00025ab033430,pan_gene_2428,Core Gene,2
Zm00025ab033450,pan_gene_2430,Core Gene,1
Zm00025ab033460,pan_gene_2431,Core Gene,1
Zm00025ab033470,pan_gene_2433,Core Gene,1
Zm00025ab033480,pan_gene_2434,Core Gene,2
Zm00025ab033500,pan_gene_2435,Core Gene,1
Zm00025ab033520,pan_gene_2436,Core Gene,1
Zm00025ab033540,pan_gene_2439,Core Gene,1
Zm00025ab033550,pan_gene_2440,Core Gene,1
Zm00025ab033560,pan_gene_2441,Core Gene,1
Zm00025ab033570,pan_gene_2442,Core Gene,1
Zm00025ab033580,pan_gene_2443,Dispensable Gene,1
Zm00025ab033590,pan_gene_2444,Core Gene,1
Zm00025ab033620,pan_gene_2445,Core Gene,1
Zm00025ab033640,pan_gene_2446,Core Gene,1
Zm00025ab033650,pan_gene_2447,Core Gene,1
gmap_ID=chr1:179564258-179564749,pan_gene_2448,Dispensable Gene,1
Zm00025ab033780,pan_gene_2449,Near-Core Gene,1
Zm00025ab033830,pan_gene_2450,Near-Core Gene,1
Zm00025ab033840,pan_gene_2451,Near-Core Gene,1
Zm00025ab033860,pan_gene_2452,Near-Core Gene,1
Zm00025ab033890,pan_gene_2453,Dispensable Gene,2
Zm00025ab033940,pan_gene_2454,Near-Core Gene,1
Zm00025ab033960,pan_gene_2455,Near-Core Gene,1
Zm00025ab033970,pan_gene_2456,Core Gene,1
Zm00025ab034010,pan_gene_2460,Core Gene,1
Zm00025ab034020,pan_gene_2461,Core Gene,1
Zm00025ab034040,pan_gene_2462,Core Gene,1
Zm00025ab034050,pan_gene_2463,Core Gene,1
Zm00025ab034060,pan_gene_2464,Core Gene,1
Zm00025ab034070,pan_gene_2465,Core Gene,1
Zm00025ab034080,pan_gene_2466,Core Gene,1
Zm00025ab034090,pan_gene_2467,Core Gene,1
Zm00025ab034100,pan_gene_2468,Core Gene,2
Zm00025ab034190,pan_gene_2470,Core Gene,1
Zm00025ab034180,pan_gene_2472,Core Gene,1
Zm00025ab034210,pan_gene_2473,Core Gene,1
Zm00025ab034230,pan_gene_2475,Core Gene,8
Zm00025ab034360,pan_gene_2478,Near-Core Gene,1
Zm00025ab034370,pan_gene_2479,Near-Core Gene,1
Zm00025ab034380,pan_gene_2480,Core Gene,1
Zm00025ab034390,pan_gene_2481,Dispensable Gene,1
Zm00025ab034400,pan_gene_2482,Core Gene,1
Zm00025ab034420,pan_gene_2483,Core Gene,1
Zm00025ab034460,pan_gene_2485,Dispensable Gene,1
Zm00025ab034490,pan_gene_2486,Core Gene,1
Zm00025ab034520,pan_gene_2487,Dispensable Gene,1
Zm00025ab034530,pan_gene_2488,Core Gene,1
Zm00025ab034540,pan_gene_2489,Core Gene,1
Zm00025ab034550,pan_gene_2490,Core Gene,1
Zm00025ab034560,pan_gene_2491,Core Gene,1
Zm00025ab034580,pan_gene_2492,Core Gene,1
Zm00025ab034590,pan_gene_2493,Core Gene,1
Zm00025ab034600,pan_gene_2495,Core Gene,1
Zm00025ab034620,pan_gene_2497,Core Gene,1
Zm00025ab034630,pan_gene_2498,Core Gene,1
Zm00025ab034660,pan_gene_2499,Core Gene,1
Zm00025ab034670,pan_gene_2500,Near-Core Gene,1
Zm00025ab034700,pan_gene_2501,Near-Core Gene,1
Zm00025ab034710,pan_gene_2502,Core Gene,2
Zm00025ab034730,pan_gene_2503,Core Gene,1
Zm00025ab034740,pan_gene_2504,Core Gene,1
Zm00025ab034750,pan_gene_2505,Near-Core Gene,1
