gene,pan,class,copy
Zm00037ab035640,pan_gene_2673,Core Gene,1
Zm00037ab035650,pan_gene_2674,Core Gene,1
Zm00037ab035660,pan_gene_2675,Core Gene,1
Zm00037ab035670,pan_gene_2676,Core Gene,1
Zm00037ab035680,pan_gene_2677,Core Gene,1
Zm00037ab035690,pan_gene_2678,Core Gene,1
Zm00037ab035710,pan_gene_2679,Core Gene,1
Zm00037ab035720,pan_gene_2680,Core Gene,1
Zm00037ab035730,pan_gene_2681,Core Gene,1
Zm00037ab035740,pan_gene_2682,Core Gene,1
Zm00037ab035750,pan_gene_2683,Core Gene,1
Zm00037ab035790,pan_gene_2684,Core Gene,1
Zm00037ab035800,pan_gene_2685,Core Gene,1
Zm00037ab035810,pan_gene_2686,Core Gene,1
Zm00037ab035820,pan_gene_2687,Core Gene,1
Zm00037ab035840,pan_gene_2688,Core Gene,1
Zm00037ab035850,pan_gene_2690,Core Gene,1
Zm00037ab035860,pan_gene_2691,Core Gene,1
Zm00037ab035870,pan_gene_2692,Core Gene,1
Zm00037ab035880,pan_gene_2693,Core Gene,1
Zm00037ab035890,pan_gene_2694,Core Gene,1
Zm00037ab035900,pan_gene_2695,Core Gene,1
Zm00037ab035910,pan_gene_2699,Core Gene,5
Zm00037ab036020,pan_gene_2701,Core Gene,1
Zm00037ab036030,pan_gene_2702,Core Gene,2
Zm00037ab036050,pan_gene_2705,Core Gene,1
Zm00037ab036060,pan_gene_2707,Core Gene,2
Zm00037ab036080,pan_gene_2708,Core Gene,1
Zm00037ab036110,pan_gene_2709,Dispensable Gene,2
Zm00037ab036120,pan_gene_2710,Dispensable Gene,1
Zm00037ab036150,pan_gene_2711,Core Gene,4
Zm00037ab036210,pan_gene_2712,Core Gene,1
Zm00037ab036220,pan_gene_2713,Core Gene,1
Zm00037ab036230,pan_gene_2714,Core Gene,1
Zm00037ab036240,pan_gene_2715,Core Gene,1
Zm00037ab036250,pan_gene_2716,Core Gene,1
Zm00037ab036260,pan_gene_2717,Core Gene,1
Zm00037ab036280,pan_gene_2718,Dispensable Gene,1
Zm00037ab036300,pan_gene_2719,Core Gene,1
Zm00037ab036310,pan_gene_2720,Dispensable Gene,1
Zm00037ab036330,pan_gene_2721,Core Gene,1
Zm00037ab036350,pan_gene_2722,Core Gene,1
Zm00037ab036360,pan_gene_2724,Core Gene,1
Zm00037ab036370,pan_gene_2725,Core Gene,1
Zm00037ab036380,pan_gene_2726,Core Gene,1
Zm00037ab036390,pan_gene_2727,Core Gene,1
Zm00037ab036400,pan_gene_2729,Core Gene,1
gmap_ID=chr1:195050592-195050777,pan_gene_2730,Core Gene,1
Zm00037ab036410,pan_gene_2731,Core Gene,1
Zm00037ab036430,pan_gene_2732,Core Gene,1
Zm00037ab036450,pan_gene_2738,Core Gene,1
Zm00037ab036460,pan_gene_2739,Core Gene,1
Zm00037ab036480,pan_gene_2740,Core Gene,2
Zm00037ab036490,pan_gene_2741,Core Gene,1
Zm00037ab036500,pan_gene_2742,Dispensable Gene,1
Zm00037ab036510,pan_gene_2743,Dispensable Gene,1
Zm00037ab036520,pan_gene_2744,Core Gene,1
Zm00037ab036530,pan_gene_2745,Dispensable Gene,1
Zm00037ab036540,pan_gene_2746,Core Gene,1
Zm00037ab036550,pan_gene_2747,Dispensable Gene,1
Zm00037ab036560,pan_gene_2748,Core Gene,1
Zm00037ab036570,pan_gene_2749,Core Gene,1
Zm00037ab036580,pan_gene_2750,Core Gene,1
Zm00037ab036590,pan_gene_2751,Core Gene,1
Zm00037ab036600,pan_gene_2752,Core Gene,2
gmap_ID=chr1:195753744-195757810,pan_gene_2753,Dispensable Gene,1
Zm00037ab036610,pan_gene_2754,Core Gene,1
Zm00037ab036640,pan_gene_2755,Core Gene,1
Zm00037ab036650,pan_gene_2762,Core Gene,1
Zm00037ab036660,pan_gene_2763,Core Gene,1
gmap_ID=chr1:196226603-196227193,pan_gene_2764,Dispensable Gene,1
Zm00037ab036680,pan_gene_2765,Core Gene,1
Zm00037ab036690,pan_gene_2766,Core Gene,1
Zm00037ab036700,pan_gene_2767,Core Gene,2
Zm00037ab036720,pan_gene_2768,Core Gene,1
Zm00037ab036730,pan_gene_2769,Core Gene,3
Zm00037ab036740,pan_gene_2772,Core Gene,1
Zm00037ab036770,pan_gene_2774,Core Gene,1
Zm00037ab036780,pan_gene_2775,Core Gene,1
Zm00037ab036790,pan_gene_2776,Core Gene,1
Zm00037ab036800,pan_gene_2777,Core Gene,1
Zm00037ab036810,pan_gene_2778,Core Gene,1
Zm00037ab036820,pan_gene_2779,Core Gene,1
Zm00037ab036830,pan_gene_2780,Core Gene,1
Zm00037ab036840,pan_gene_2781,Core Gene,1
Zm00037ab036870,pan_gene_2782,Near-Core Gene,1
Zm00037ab036880,pan_gene_2783,Core Gene,1
Zm00037ab036900,pan_gene_2784,Core Gene,1
Zm00037ab036910,pan_gene_2785,Core Gene,1
Zm00037ab036920,pan_gene_2786,Core Gene,1
Zm00037ab036930,pan_gene_2787,Near-Core Gene,1
Zm00037ab036940,pan_gene_2788,Core Gene,1
Zm00037ab036950,pan_gene_2789,Core Gene,1
Zm00037ab036970,pan_gene_2790,Core Gene,1
Zm00037ab036980,pan_gene_2792,Core Gene,1
Zm00037ab037000,pan_gene_2793,Core Gene,1
Zm00037ab037010,pan_gene_2794,Core Gene,1
gmap_ID=chr1:197560495-197566562,pan_gene_2797,Near-Core Gene,1
Zm00037ab037020,pan_gene_2798,Core Gene,1
Zm00037ab037030,pan_gene_2799,Core Gene,1
Zm00037ab037040,pan_gene_2802,Core Gene,1
Zm00037ab037060,pan_gene_2803,Core Gene,2
Zm00037ab037080,pan_gene_2804,Core Gene,1
Zm00037ab037090,pan_gene_2805,Dispensable Gene,1
Zm00037ab037100,pan_gene_2806,Dispensable Gene,1
Zm00037ab037120,pan_gene_2807,Core Gene,1
Zm00037ab037110,pan_gene_2808,Dispensable Gene,1
Zm00037ab037130,pan_gene_2809,Core Gene,1
Zm00037ab037140,pan_gene_2810,Core Gene,1
Zm00037ab037170,pan_gene_2811,Core Gene,2
Zm00037ab037190,pan_gene_2812,Core Gene,1
gmap_ID=chr1:197886778-197899242,pan_gene_2813,Dispensable Gene,1
Zm00037ab037200,pan_gene_2814,Core Gene,1
Zm00037ab037210,pan_gene_2815,Core Gene,1
Zm00037ab037220,pan_gene_2816,Core Gene,1
Zm00037ab037230,pan_gene_2817,Core Gene,1
Zm00037ab037240,pan_gene_2818,Core Gene,1
gmap_ID=chr1:198054340-198055773,pan_gene_2819,Core Gene,1
Zm00037ab037280,pan_gene_2820,Core Gene,1
Zm00037ab037290,pan_gene_2821,Core Gene,1
Zm00037ab037300,pan_gene_2823,Core Gene,1
Zm00037ab037310,pan_gene_2824,Core Gene,1
Zm00037ab037330,pan_gene_2825,Core Gene,1
Zm00037ab037340,pan_gene_2826,Core Gene,1
Zm00037ab037350,pan_gene_2827,Core Gene,1
Zm00037ab037360,pan_gene_2828,Core Gene,1
Zm00037ab037370,pan_gene_2829,Core Gene,1
Zm00037ab037380,pan_gene_2830,Core Gene,1
Zm00037ab037390,pan_gene_2831,Core Gene,1
Zm00037ab037400,pan_gene_2832,Core Gene,1
Zm00037ab037420,pan_gene_2833,Core Gene,1
Zm00037ab037440,pan_gene_2835,Core Gene,1
Zm00037ab037460,pan_gene_2836,Dispensable Gene,1
Zm00037ab037470,pan_gene_2837,Dispensable Gene,1
Zm00037ab037490,pan_gene_2838,Core Gene,1
Zm00037ab037500,pan_gene_2839,Core Gene,2
Zm00037ab037530,pan_gene_2840,Core Gene,1
gmap_ID=chr1:199338913-199339536,pan_gene_2841,Dispensable Gene,1
Zm00037ab037570,pan_gene_2842,Core Gene,1
Zm00037ab037580,pan_gene_2843,Core Gene,1
Zm00037ab037600,pan_gene_2844,Core Gene,1
Zm00037ab037610,pan_gene_2845,Core Gene,1
Zm00037ab037620,pan_gene_2846,Core Gene,1
Zm00037ab037670,pan_gene_2848,Core Gene,1
Zm00037ab037680,pan_gene_2849,Core Gene,1
Zm00037ab037690,pan_gene_2852,Core Gene,1
Zm00037ab037700,pan_gene_2853,Core Gene,1
Zm00037ab037710,pan_gene_2854,Dispensable Gene,1
Zm00037ab037720,pan_gene_2855,Core Gene,1
Zm00037ab037800,pan_gene_2856,Core Gene,3
Zm00037ab037830,pan_gene_2857,Core Gene,1
Zm00037ab037840,pan_gene_2859,Core Gene,1
Zm00037ab037870,pan_gene_2860,Core Gene,2
Zm00037ab037910,pan_gene_2861,Core Gene,1
Zm00037ab037980,pan_gene_2862,Core Gene,1
Zm00037ab037990,pan_gene_2863,Core Gene,1
Zm00037ab038000,pan_gene_2864,Core Gene,1
Zm00037ab038030,pan_gene_2865,Core Gene,1
Zm00037ab038040,pan_gene_2866,Core Gene,1
Zm00037ab038050,pan_gene_2868,Core Gene,1
Zm00037ab038070,pan_gene_2869,Core Gene,1
Zm00037ab038090,pan_gene_2870,Core Gene,1
Zm00037ab038100,pan_gene_2871,Core Gene,1
Zm00037ab038110,pan_gene_2872,Core Gene,1
Zm00037ab038120,pan_gene_2873,Core Gene,1
Zm00037ab038130,pan_gene_2874,Core Gene,1
Zm00037ab038190,pan_gene_2875,Core Gene,1
Zm00037ab038210,pan_gene_2876,Dispensable Gene,2
Zm00037ab038250,pan_gene_2877,Core Gene,1
Zm00037ab038260,pan_gene_2878,Core Gene,1
Zm00037ab038270,pan_gene_2879,Core Gene,1
Zm00037ab038280,pan_gene_2880,Core Gene,1
Zm00037ab038310,pan_gene_2881,Core Gene,1
Zm00037ab038320,pan_gene_2882,Core Gene,4
Zm00037ab038360,pan_gene_2884,Core Gene,1
Zm00037ab038370,pan_gene_2885,Core Gene,1
Zm00037ab038380,pan_gene_2886,Core Gene,1
Zm00037ab038400,pan_gene_2888,Core Gene,1
Zm00037ab038390,pan_gene_2889,Core Gene,1
Zm00037ab038410,pan_gene_2890,Core Gene,1
Zm00037ab038430,pan_gene_2891,Core Gene,1
Zm00037ab038460,pan_gene_2892,Core Gene,1
Zm00037ab038470,pan_gene_2893,Core Gene,1
Zm00037ab038500,pan_gene_2895,Core Gene,1
Zm00037ab038520,pan_gene_2896,Core Gene,2
Zm00037ab038540,pan_gene_2897,Core Gene,1
Zm00037ab038550,pan_gene_2898,Core Gene,1
Zm00037ab038560,pan_gene_2900,Core Gene,1
Zm00037ab038570,pan_gene_2901,Core Gene,1
Zm00037ab038580,pan_gene_2902,Core Gene,1
Zm00037ab038590,pan_gene_2903,Core Gene,1
Zm00037ab038600,pan_gene_2904,Core Gene,1
Zm00037ab038620,pan_gene_2905,Core Gene,1
gmap_ID=chr1:203206448-203207015,pan_gene_2906,Dispensable Gene,1
Zm00037ab038630,pan_gene_2907,Core Gene,1
Zm00037ab038640,pan_gene_2908,Core Gene,1
Zm00037ab038650,pan_gene_2909,Core Gene,1
Zm00037ab038670,pan_gene_2910,Core Gene,1
Zm00037ab038680,pan_gene_2912,Core Gene,1
Zm00037ab038700,pan_gene_2913,Core Gene,1
Zm00037ab038710,pan_gene_2914,Core Gene,1
Zm00037ab038720,pan_gene_2915,Core Gene,1
Zm00037ab038730,pan_gene_2916,Core Gene,1
Zm00037ab038740,pan_gene_2917,Core Gene,1
Zm00037ab038750,pan_gene_2918,Core Gene,1
Zm00037ab038770,pan_gene_2919,Core Gene,1
Zm00037ab038780,pan_gene_2920,Core Gene,1
Zm00037ab038800,pan_gene_2921,Core Gene,1
Zm00037ab038810,pan_gene_2922,Dispensable Gene,2
Zm00037ab038830,pan_gene_2923,Dispensable Gene,1
Zm00037ab038840,pan_gene_2924,Core Gene,1
Zm00037ab038850,pan_gene_2925,Core Gene,1
Zm00037ab038860,pan_gene_2926,Core Gene,1
Zm00037ab038870,pan_gene_2927,Core Gene,1
Zm00037ab038880,pan_gene_2928,Dispensable Gene,1
Zm00037ab038890,pan_gene_2929,Core Gene,1
Zm00037ab038910,pan_gene_2930,Core Gene,1
Zm00037ab038920,pan_gene_2931,Core Gene,1
Zm00037ab038930,pan_gene_2932,Core Gene,1
Zm00037ab038940,pan_gene_2933,Core Gene,1
Zm00037ab038950,pan_gene_2934,Core Gene,1
Zm00037ab038960,pan_gene_2935,Core Gene,1
Zm00037ab038970,pan_gene_2936,Core Gene,1
Zm00037ab038980,pan_gene_2937,Dispensable Gene,1
Zm00037ab038990,pan_gene_2938,Core Gene,1
Zm00037ab039000,pan_gene_2939,Core Gene,3
Zm00037ab039050,pan_gene_2940,Core Gene,1
Zm00037ab039060,pan_gene_2941,Core Gene,1
Zm00037ab039070,pan_gene_2942,Core Gene,1
Zm00037ab039080,pan_gene_2943,Core Gene,1
Zm00037ab039110,pan_gene_2956,Core Gene,1
Zm00037ab039130,pan_gene_2957,Dispensable Gene,1
Zm00037ab039150,pan_gene_2958,Dispensable Gene,1
Zm00037ab039160,pan_gene_2959,Core Gene,1
Zm00037ab039170,pan_gene_2960,Core Gene,1
Zm00037ab039200,pan_gene_2962,Core Gene,1
Zm00037ab039210,pan_gene_2963,Core Gene,1
Zm00037ab039240,pan_gene_2966,Core Gene,1
Zm00037ab039250,pan_gene_2967,Core Gene,1
Zm00037ab039260,pan_gene_2968,Core Gene,1
Zm00037ab039270,pan_gene_2969,Core Gene,1
Zm00037ab039280,pan_gene_2970,Core Gene,1
Zm00037ab039300,pan_gene_2971,Core Gene,2
Zm00037ab039330,pan_gene_2972,Core Gene,1
Zm00037ab039340,pan_gene_2973,Core Gene,1
Zm00037ab039350,pan_gene_2974,Core Gene,2
Zm00037ab039400,pan_gene_2975,Core Gene,4
Zm00037ab039450,pan_gene_2976,Core Gene,1
Zm00037ab039460,pan_gene_2977,Core Gene,1
Zm00037ab039500,pan_gene_2978,Core Gene,1
Zm00037ab039510,pan_gene_2979,Core Gene,1
Zm00037ab039520,pan_gene_2980,Core Gene,1
Zm00037ab039530,pan_gene_2981,Core Gene,1
Zm00037ab039540,pan_gene_2982,Core Gene,1
Zm00037ab039550,pan_gene_2983,Core Gene,1
Zm00037ab039560,pan_gene_2984,Core Gene,1
Zm00037ab039570,pan_gene_2985,Core Gene,1
Zm00037ab039610,pan_gene_2986,Core Gene,1
Zm00037ab039640,pan_gene_2987,Core Gene,1
Zm00037ab039660,pan_gene_2988,Core Gene,1
Zm00037ab039670,pan_gene_2989,Core Gene,2
Zm00037ab039700,pan_gene_2990,Dispensable Gene,1
Zm00037ab039710,pan_gene_2993,Core Gene,1
Zm00037ab039740,pan_gene_2994,Core Gene,1
Zm00037ab039750,pan_gene_2995,Core Gene,3
Zm00037ab039760,pan_gene_2996,Core Gene,1
Zm00037ab039770,pan_gene_2997,Core Gene,1
Zm00037ab039890,pan_gene_2998,Core Gene,1
Zm00037ab039900,pan_gene_2999,Core Gene,1
Zm00037ab039910,pan_gene_3000,Core Gene,1
Zm00037ab039950,pan_gene_3001,Core Gene,1
Zm00037ab039960,pan_gene_3002,Core Gene,1
Zm00037ab039980,pan_gene_3003,Near-Core Gene,2
Zm00037ab040010,pan_gene_3005,Core Gene,1
Zm00037ab040020,pan_gene_3006,Core Gene,1
Zm00037ab040030,pan_gene_3007,Dispensable Gene,1
Zm00037ab040060,pan_gene_3008,Dispensable Gene,1
gmap_ID=chr1:208718494-208723122,pan_gene_3009,Dispensable Gene,1
Zm00037ab040070,pan_gene_3010,Core Gene,1
Zm00037ab040100,pan_gene_3011,Core Gene,1
Zm00037ab040110,pan_gene_3012,Core Gene,1
Zm00037ab040120,pan_gene_3013,Core Gene,1
Zm00037ab040140,pan_gene_3014,Core Gene,1
Zm00037ab040050,pan_gene_3015,Core Gene,2
Zm00037ab040180,pan_gene_3016,Core Gene,1
Zm00037ab040190,pan_gene_3017,Core Gene,1
Zm00037ab040220,pan_gene_3018,Core Gene,2
Zm00037ab040230,pan_gene_3019,Core Gene,1
Zm00037ab040250,pan_gene_3020,Core Gene,1
Zm00037ab040270,pan_gene_3021,Core Gene,2
Zm00037ab040320,pan_gene_3022,Core Gene,1
Zm00037ab040330,pan_gene_3023,Core Gene,1
Zm00037ab040340,pan_gene_3025,Core Gene,1
Zm00037ab040350,pan_gene_3026,Core Gene,1
Zm00037ab040360,pan_gene_3027,Core Gene,1
Zm00037ab040370,pan_gene_3028,Core Gene,1
Zm00037ab040380,pan_gene_3029,Core Gene,1
Zm00037ab040400,pan_gene_3031,Core Gene,1
gmap_ID=chr1:210427673-210428029,pan_gene_3034,Dispensable Gene,1
Zm00037ab040410,pan_gene_3035,Core Gene,1
Zm00037ab040420,pan_gene_3036,Core Gene,1
Zm00037ab040440,pan_gene_3037,Core Gene,1
Zm00037ab040470,pan_gene_3038,Core Gene,1
Zm00037ab040480,pan_gene_3039,Core Gene,1
Zm00037ab040500,pan_gene_3040,Core Gene,1
Zm00037ab040560,pan_gene_3041,Core Gene,1
Zm00037ab040570,pan_gene_3042,Core Gene,1
Zm00037ab040590,pan_gene_3043,Core Gene,1
Zm00037ab040600,pan_gene_3044,Core Gene,1
Zm00037ab040630,pan_gene_3045,Core Gene,1
Zm00037ab040640,pan_gene_3046,Core Gene,1
Zm00037ab040650,pan_gene_3047,Core Gene,1
gmap_ID=chr1:211202851-211226539,pan_gene_3048,Dispensable Gene,1
Zm00037ab040660,pan_gene_3049,Dispensable Gene,1
Zm00037ab040670,pan_gene_3050,Core Gene,3
Zm00037ab040710,pan_gene_3054,Core Gene,1
Zm00037ab040730,pan_gene_3055,Core Gene,1
Zm00037ab040740,pan_gene_3056,Dispensable Gene,1
Zm00037ab040760,pan_gene_3057,Dispensable Gene,1
Zm00037ab040770,pan_gene_3058,Core Gene,1
Zm00037ab040780,pan_gene_3059,Core Gene,1
Zm00037ab040790,pan_gene_3060,Core Gene,1
Zm00037ab040800,pan_gene_3061,Core Gene,1
Zm00037ab040830,pan_gene_3062,Core Gene,1
Zm00037ab040840,pan_gene_3063,Core Gene,1
Zm00037ab040870,pan_gene_3067,Core Gene,1
Zm00037ab040890,pan_gene_3068,Core Gene,1
Zm00037ab040900,pan_gene_3069,Core Gene,1
Zm00037ab040910,pan_gene_3070,Core Gene,1
Zm00037ab040920,pan_gene_3071,Core Gene,1
Zm00037ab040940,pan_gene_3072,Core Gene,1
Zm00037ab040950,pan_gene_3073,Core Gene,1
Zm00037ab040960,pan_gene_3075,Core Gene,1
Zm00037ab041000,pan_gene_3077,Core Gene,1
Zm00037ab041010,pan_gene_3080,Core Gene,1
gmap_ID=chr1:213257734-213258357,pan_gene_3082,Dispensable Gene,1
Zm00037ab041020,pan_gene_3083,Core Gene,1
Zm00037ab041030,pan_gene_3084,Near-Core Gene,1
Zm00037ab041040,pan_gene_3085,Core Gene,1
Zm00037ab041050,pan_gene_3086,Core Gene,1
Zm00037ab041060,pan_gene_3087,Core Gene,1
Zm00037ab041070,pan_gene_3088,Core Gene,1
Zm00037ab041080,pan_gene_3089,Core Gene,1
Zm00037ab041090,pan_gene_3090,Core Gene,1
Zm00037ab041110,pan_gene_3092,Core Gene,1
Zm00037ab041120,pan_gene_3093,Core Gene,1
Zm00037ab041140,pan_gene_3094,Core Gene,1
Zm00037ab041150,pan_gene_3095,Core Gene,1
Zm00037ab041160,pan_gene_3096,Core Gene,1
Zm00037ab041170,pan_gene_3097,Core Gene,1
Zm00037ab041180,pan_gene_3098,Core Gene,1
Zm00037ab041190,pan_gene_3099,Core Gene,1
Zm00037ab041200,pan_gene_3100,Core Gene,1
Zm00037ab041210,pan_gene_3101,Core Gene,1
Zm00037ab041220,pan_gene_3102,Core Gene,1
Zm00037ab041230,pan_gene_3103,Core Gene,1
Zm00037ab041240,pan_gene_3104,Core Gene,2
gmap_ID=chr1:214501588-214503345,pan_gene_3105,Dispensable Gene,1
Zm00037ab041260,pan_gene_3106,Core Gene,1
Zm00037ab041270,pan_gene_3107,Core Gene,1
Zm00037ab041280,pan_gene_3108,Core Gene,2
Zm00037ab041300,pan_gene_3109,Core Gene,1
Zm00037ab041320,pan_gene_3110,Core Gene,2
Zm00037ab041340,pan_gene_3111,Core Gene,1
Zm00037ab041350,pan_gene_3112,Core Gene,1
Zm00037ab041360,pan_gene_3113,Core Gene,1
Zm00037ab041370,pan_gene_3114,Core Gene,1
Zm00037ab041380,pan_gene_3115,Core Gene,1
Zm00037ab041400,pan_gene_3116,Core Gene,1
Zm00037ab041410,pan_gene_3117,Core Gene,1
Zm00037ab041430,pan_gene_3118,Core Gene,1
Zm00037ab041440,pan_gene_3120,Core Gene,1
Zm00037ab041470,pan_gene_3121,Core Gene,1
Zm00037ab041480,pan_gene_3122,Core Gene,1
Zm00037ab041490,pan_gene_3123,Core Gene,1
Zm00037ab041500,pan_gene_3124,Core Gene,1
Zm00037ab041520,pan_gene_3127,Core Gene,1
Zm00037ab041540,pan_gene_3128,Core Gene,1
Zm00037ab041550,pan_gene_3129,Core Gene,1
Zm00037ab041560,pan_gene_3130,Core Gene,1
gmap_ID=chr1:216499585-216499962,pan_gene_3131,Dispensable Gene,1
Zm00037ab041590,pan_gene_3132,Core Gene,3
Zm00037ab041600,pan_gene_3133,Core Gene,1
Zm00037ab041610,pan_gene_3135,Core Gene,1
Zm00037ab041620,pan_gene_3136,Core Gene,1
Zm00037ab041660,pan_gene_3137,Core Gene,1
Zm00037ab041680,pan_gene_3138,Dispensable Gene,1
gmap_ID=chr1:216917371-216918233,pan_gene_3139,Near-Core Gene,1
Zm00037ab041710,pan_gene_3141,Near-Core Gene,1
Zm00037ab041720,pan_gene_3142,Core Gene,1
Zm00037ab041730,pan_gene_3143,Core Gene,1
Zm00037ab041740,pan_gene_3144,Core Gene,1
Zm00037ab041750,pan_gene_3145,Core Gene,1
Zm00037ab041760,pan_gene_3146,Core Gene,1
Zm00037ab041770,pan_gene_3147,Core Gene,1
Zm00037ab041790,pan_gene_3148,Core Gene,1
Zm00037ab041800,pan_gene_3149,Core Gene,1
Zm00037ab041810,pan_gene_3150,Core Gene,1
Zm00037ab041820,pan_gene_3151,Core Gene,1
Zm00037ab041830,pan_gene_3152,Core Gene,3
Zm00037ab041860,pan_gene_3153,Core Gene,1
Zm00037ab041880,pan_gene_3154,Core Gene,1
Zm00037ab041890,pan_gene_3155,Core Gene,1
Zm00037ab041900,pan_gene_3156,Core Gene,1
Zm00037ab041910,pan_gene_3157,Core Gene,1
Zm00037ab041930,pan_gene_3158,Core Gene,1
Zm00037ab041940,pan_gene_3159,Core Gene,1
Zm00037ab041950,pan_gene_3160,Core Gene,1
Zm00037ab041960,pan_gene_3161,Core Gene,1
Zm00037ab041970,pan_gene_3162,Core Gene,1
Zm00037ab041980,pan_gene_3163,Core Gene,1
Zm00037ab042000,pan_gene_3166,Core Gene,1
Zm00037ab042020,pan_gene_3167,Core Gene,1
Zm00037ab042030,pan_gene_3168,Core Gene,1
Zm00037ab042070,pan_gene_3169,Core Gene,1
Zm00037ab042080,pan_gene_3170,Core Gene,1
Zm00037ab042090,pan_gene_3171,Core Gene,1
Zm00037ab042100,pan_gene_3172,Core Gene,1
Zm00037ab042110,pan_gene_3173,Core Gene,1
Zm00037ab042130,pan_gene_3174,Core Gene,1
Zm00037ab042140,pan_gene_3175,Core Gene,1
Zm00037ab042150,pan_gene_3176,Core Gene,1
Zm00037ab042160,pan_gene_3177,Core Gene,1
Zm00037ab042170,pan_gene_3178,Core Gene,1
Zm00037ab042180,pan_gene_3179,Core Gene,1
Zm00037ab042190,pan_gene_3180,Core Gene,1
Zm00037ab042220,pan_gene_3181,Core Gene,1
Zm00037ab042240,pan_gene_3182,Core Gene,1
Zm00037ab042250,pan_gene_3183,Core Gene,1
Zm00037ab042260,pan_gene_3184,Core Gene,2
Zm00037ab042270,pan_gene_3185,Core Gene,1
Zm00037ab042290,pan_gene_3186,Core Gene,1
gmap_ID=chr1:220092728-220093177,pan_gene_3187,Core Gene,1
Zm00037ab042300,pan_gene_3188,Core Gene,1
Zm00037ab042310,pan_gene_3189,Core Gene,1
Zm00037ab042360,pan_gene_3190,Core Gene,1
Zm00037ab042380,pan_gene_3191,Near-Core Gene,1
Zm00037ab042390,pan_gene_3192,Core Gene,1
Zm00037ab042400,pan_gene_3193,Core Gene,1
Zm00037ab042410,pan_gene_3194,Core Gene,1
Zm00037ab042420,pan_gene_3195,Dispensable Gene,1
Zm00037ab042430,pan_gene_3196,Core Gene,1
Zm00037ab042440,pan_gene_3197,Core Gene,2
Zm00037ab042480,pan_gene_3198,Core Gene,1
Zm00037ab042490,pan_gene_3199,Core Gene,1
Zm00037ab042500,pan_gene_3201,Core Gene,1
Zm00037ab042510,pan_gene_3202,Core Gene,1
Zm00037ab042520,pan_gene_3203,Core Gene,1
Zm00037ab042530,pan_gene_3204,Core Gene,1
Zm00037ab042570,pan_gene_3205,Core Gene,1
Zm00037ab042580,pan_gene_3206,Core Gene,1
Zm00037ab042590,pan_gene_3207,Core Gene,2
Zm00037ab042600,pan_gene_3208,Core Gene,1
Zm00037ab042610,pan_gene_3209,Core Gene,1
Zm00037ab042630,pan_gene_3210,Core Gene,1
Zm00037ab042640,pan_gene_3211,Core Gene,1
Zm00037ab042650,pan_gene_3212,Core Gene,1
Zm00037ab042660,pan_gene_3213,Core Gene,1
Zm00037ab042680,pan_gene_3215,Core Gene,1
Zm00037ab042690,pan_gene_3216,Core Gene,1
Zm00037ab042700,pan_gene_3217,Core Gene,2
Zm00037ab042720,pan_gene_3218,Core Gene,1
Zm00037ab042730,pan_gene_3219,Core Gene,1
Zm00037ab042780,pan_gene_3220,Core Gene,1
Zm00037ab042800,pan_gene_3221,Core Gene,1
Zm00037ab042810,pan_gene_3222,Core Gene,1
Zm00037ab042820,pan_gene_3223,Core Gene,1
Zm00037ab042830,pan_gene_3224,Core Gene,1
Zm00037ab042840,pan_gene_3225,Core Gene,1
Zm00037ab042860,pan_gene_3226,Core Gene,1
Zm00037ab042880,pan_gene_3227,Core Gene,1
Zm00037ab042890,pan_gene_3228,Core Gene,1
Zm00037ab042900,pan_gene_3229,Core Gene,1
Zm00037ab042910,pan_gene_3230,Core Gene,2
Zm00037ab042930,pan_gene_3231,Core Gene,1
Zm00037ab042940,pan_gene_3232,Core Gene,1
Zm00037ab042950,pan_gene_3233,Core Gene,1
Zm00037ab042960,pan_gene_3234,Core Gene,1
Zm00037ab042970,pan_gene_3235,Core Gene,1
Zm00037ab042980,pan_gene_3236,Core Gene,1
Zm00037ab043010,pan_gene_3237,Core Gene,1
Zm00037ab043040,pan_gene_3238,Core Gene,1
Zm00037ab043050,pan_gene_3239,Core Gene,1
Zm00037ab043060,pan_gene_3240,Core Gene,1
Zm00037ab043110,pan_gene_3242,Core Gene,1
Zm00037ab043130,pan_gene_3243,Core Gene,1
gmap_ID=chr1:224309763-224311292,pan_gene_3244,Core Gene,1
gmap_ID=chr1:224315791-224316787,pan_gene_3245,Core Gene,1
Zm00037ab043150,pan_gene_3246,Core Gene,1
Zm00037ab043160,pan_gene_3247,Core Gene,1
Zm00037ab043180,pan_gene_3249,Core Gene,1
Zm00037ab043190,pan_gene_3250,Core Gene,1
Zm00037ab043200,pan_gene_3251,Core Gene,1
Zm00037ab043220,pan_gene_3252,Core Gene,1
Zm00037ab043230,pan_gene_3253,Core Gene,1
Zm00037ab043240,pan_gene_3254,Core Gene,1
Zm00037ab043250,pan_gene_3255,Core Gene,1
Zm00037ab043260,pan_gene_3256,Core Gene,1
Zm00037ab043270,pan_gene_3257,Core Gene,1
Zm00037ab043280,pan_gene_3258,Core Gene,1
Zm00037ab043290,pan_gene_3259,Core Gene,1
Zm00037ab043300,pan_gene_3260,Core Gene,1
Zm00037ab043310,pan_gene_3261,Core Gene,1
Zm00037ab043320,pan_gene_3262,Core Gene,1
Zm00037ab043330,pan_gene_3263,Core Gene,1
Zm00037ab043340,pan_gene_3264,Core Gene,1
