gene,pan,class,copy
Zm00030ab220820,pan_gene_16629,Core Gene,1
Zm00030ab220830,pan_gene_16630,Core Gene,1
Zm00030ab220840,pan_gene_16631,Core Gene,1
Zm00030ab220850,pan_gene_16632,Core Gene,1
Zm00030ab220860,pan_gene_16633,Core Gene,2
Zm00030ab220880,pan_gene_16634,Core Gene,1
Zm00030ab220890,pan_gene_16635,Core Gene,1
gmap_ID=chr5:19874252-19877419,pan_gene_16636,Dispensable Gene,1
Zm00030ab220900,pan_gene_16637,Near-Core Gene,1
Zm00030ab220910,pan_gene_16638,Core Gene,1
Zm00030ab220920,pan_gene_16639,Core Gene,2
Zm00030ab220950,pan_gene_16640,Near-Core Gene,1
Zm00030ab220970,pan_gene_16641,Core Gene,1
Zm00030ab220990,pan_gene_16642,Core Gene,1
Zm00030ab221000,pan_gene_16643,Core Gene,1
Zm00030ab221020,pan_gene_16644,Core Gene,1
Zm00030ab221040,pan_gene_16645,Core Gene,4
Zm00030ab221090,pan_gene_16646,Core Gene,1
Zm00030ab221100,pan_gene_16647,Core Gene,1
gmap_ID=chr5:20879065-20881832,pan_gene_16648,Dispensable Gene,1
Zm00030ab221110,pan_gene_16649,Core Gene,1
Zm00030ab221120,pan_gene_16650,Core Gene,1
Zm00030ab221130,pan_gene_16651,Core Gene,4
Zm00030ab221170,pan_gene_16652,Core Gene,1
Zm00030ab221200,pan_gene_16653,Core Gene,1
Zm00030ab221210,pan_gene_16654,Core Gene,2
gmap_ID=chr5:21065401-21065760,pan_gene_16655,Dispensable Gene,1
Zm00030ab221240,pan_gene_16656,Near-Core Gene,1
Zm00030ab221250,pan_gene_16657,Core Gene,1
Zm00030ab221260,pan_gene_16658,Core Gene,1
Zm00030ab221270,pan_gene_16659,Core Gene,1
Zm00030ab221280,pan_gene_16660,Dispensable Gene,1
Zm00030ab221290,pan_gene_16661,Core Gene,1
Zm00030ab221300,pan_gene_16662,Core Gene,1
gmap_ID=chr5:21617685-21625019,pan_gene_16663,Dispensable Gene,1
Zm00030ab221330,pan_gene_16664,Core Gene,1
Zm00030ab221340,pan_gene_16665,Dispensable Gene,1
Zm00030ab221350,pan_gene_16666,Core Gene,1
Zm00030ab221360,pan_gene_16667,Core Gene,1
gmap_ID=chr5:21661408-21662157,pan_gene_16668,Dispensable Gene,1
Zm00030ab221370,pan_gene_16669,Core Gene,1
Zm00030ab221400,pan_gene_16670,Core Gene,1
Zm00030ab221410,pan_gene_16671,Dispensable Gene,1
Zm00030ab221420,pan_gene_16672,Dispensable Gene,1
gmap_ID=chr5:21949805-21950302,pan_gene_16673,Dispensable Gene,1
Zm00030ab221430,pan_gene_16674,Core Gene,1
Zm00030ab221450,pan_gene_16675,Core Gene,1
Zm00030ab221470,pan_gene_16676,Core Gene,1
gmap_ID=chr5:22255463-22259467,pan_gene_16677,Dispensable Gene,1
Zm00030ab221490,pan_gene_16678,Dispensable Gene,1
gmap_ID=chr5:22271695-22275637,pan_gene_16679,Dispensable Gene,1
Zm00030ab221520,pan_gene_16680,Dispensable Gene,1
Zm00030ab221530,pan_gene_16681,Core Gene,1
Zm00030ab221550,pan_gene_16682,Core Gene,1
Zm00030ab221460,pan_gene_16683,Dispensable Gene,4
Zm00030ab221570,pan_gene_16684,Core Gene,1
Zm00030ab221580,pan_gene_16685,Core Gene,1
Zm00030ab221590,pan_gene_16686,Core Gene,1
Zm00030ab221600,pan_gene_16687,Core Gene,1
Zm00030ab221610,pan_gene_16688,Core Gene,1
Zm00030ab221620,pan_gene_16689,Core Gene,1
Zm00030ab221640,pan_gene_16692,Core Gene,1
Zm00030ab221670,pan_gene_16693,Core Gene,1
Zm00030ab221710,pan_gene_16694,Dispensable Gene,2
Zm00030ab221760,pan_gene_16695,Core Gene,1
Zm00030ab221770,pan_gene_16696,Core Gene,1
Zm00030ab221780,pan_gene_16697,Core Gene,1
Zm00030ab221790,pan_gene_16698,Core Gene,1
Zm00030ab221810,pan_gene_16699,Dispensable Gene,1
Zm00030ab221820,pan_gene_16700,Core Gene,1
Zm00030ab221840,pan_gene_16701,Core Gene,1
Zm00030ab221910,pan_gene_16702,Core Gene,1
Zm00030ab221920,pan_gene_16703,Core Gene,1
Zm00030ab221930,pan_gene_16704,Near-Core Gene,1
Zm00030ab221940,pan_gene_16706,Core Gene,1
Zm00030ab221950,pan_gene_16707,Dispensable Gene,1
Zm00030ab221970,pan_gene_16710,Core Gene,1
Zm00030ab221980,pan_gene_16711,Core Gene,1
Zm00030ab221990,pan_gene_16712,Core Gene,1
Zm00030ab222000,pan_gene_16713,Core Gene,1
Zm00030ab222010,pan_gene_16714,Core Gene,1
Zm00030ab222050,pan_gene_16715,Core Gene,1
Zm00030ab222070,pan_gene_16716,Core Gene,1
Zm00030ab222080,pan_gene_16717,Core Gene,2
Zm00030ab222100,pan_gene_16718,Core Gene,1
Zm00030ab222110,pan_gene_16719,Core Gene,1
Zm00030ab222120,pan_gene_16720,Core Gene,1
Zm00030ab222130,pan_gene_16721,Core Gene,1
Zm00030ab222140,pan_gene_16723,Core Gene,1
Zm00030ab222150,pan_gene_16724,Core Gene,1
Zm00030ab222160,pan_gene_16725,Core Gene,1
Zm00030ab222170,pan_gene_16726,Core Gene,1
Zm00030ab222180,pan_gene_16727,Core Gene,1
Zm00030ab222200,pan_gene_16728,Core Gene,1
Zm00030ab222210,pan_gene_16729,Core Gene,1
Zm00030ab222230,pan_gene_16730,Core Gene,1
Zm00030ab222240,pan_gene_16733,Core Gene,1
Zm00030ab222260,pan_gene_16734,Core Gene,1
Zm00030ab222270,pan_gene_16735,Core Gene,1
Zm00030ab222280,pan_gene_16736,Core Gene,2
Zm00030ab222300,pan_gene_16737,Core Gene,1
Zm00030ab222320,pan_gene_16738,Core Gene,1
Zm00030ab222360,pan_gene_16739,Core Gene,3
Zm00030ab222370,pan_gene_16740,Core Gene,2
Zm00030ab222410,pan_gene_16741,Core Gene,1
Zm00030ab222430,pan_gene_16742,Core Gene,1
Zm00030ab222440,pan_gene_16743,Core Gene,1
Zm00030ab222450,pan_gene_16744,Dispensable Gene,1
Zm00030ab222460,pan_gene_16745,Core Gene,1
Zm00030ab222470,pan_gene_16746,Core Gene,1
Zm00030ab222480,pan_gene_16747,Core Gene,1
Zm00030ab222490,pan_gene_16748,Core Gene,2
Zm00030ab222510,pan_gene_16749,Core Gene,1
Zm00030ab222520,pan_gene_16750,Core Gene,1
Zm00030ab222530,pan_gene_16751,Near-Core Gene,2
Zm00030ab222550,pan_gene_16752,Core Gene,1
Zm00030ab222570,pan_gene_16753,Core Gene,1
Zm00030ab222580,pan_gene_16754,Core Gene,1
Zm00030ab222590,pan_gene_16755,Core Gene,1
Zm00030ab222610,pan_gene_16756,Core Gene,1
Zm00030ab222620,pan_gene_16757,Core Gene,1
Zm00030ab222630,pan_gene_16758,Core Gene,1
Zm00030ab222640,pan_gene_16759,Near-Core Gene,1
Zm00030ab222660,pan_gene_16760,Core Gene,1
Zm00030ab222670,pan_gene_16761,Core Gene,1
Zm00030ab222690,pan_gene_16762,Core Gene,1
Zm00030ab222700,pan_gene_16763,Dispensable Gene,1
Zm00030ab222720,pan_gene_16764,Dispensable Gene,1
Zm00030ab222730,pan_gene_16765,Core Gene,1
gmap_ID=chr5:27388539-27388852,pan_gene_16766,Dispensable Gene,1
Zm00030ab222750,pan_gene_16767,Core Gene,1
Zm00030ab222760,pan_gene_16768,Dispensable Gene,1
Zm00030ab222780,pan_gene_16769,Core Gene,2
Zm00030ab222800,pan_gene_16770,Core Gene,1
Zm00030ab222810,pan_gene_16771,Core Gene,1
Zm00030ab222820,pan_gene_16772,Core Gene,1
Zm00030ab222840,pan_gene_16774,Core Gene,2
Zm00030ab222870,pan_gene_16777,Core Gene,1
Zm00030ab222880,pan_gene_16779,Core Gene,1
Zm00030ab222890,pan_gene_16780,Near-Core Gene,1
Zm00030ab222900,pan_gene_16781,Core Gene,1
Zm00030ab222910,pan_gene_16782,Core Gene,1
Zm00030ab222920,pan_gene_16783,Core Gene,1
gmap_ID=chr5:28232701-28233456,pan_gene_16784,Dispensable Gene,1
Zm00030ab222930,pan_gene_16786,Core Gene,1
gmap_ID=chr5:28398366-28398575,pan_gene_16787,Core Gene,1
Zm00030ab222950,pan_gene_16788,Core Gene,1
Zm00030ab222960,pan_gene_16789,Core Gene,1
Zm00030ab223000,pan_gene_16791,Core Gene,1
Zm00030ab223020,pan_gene_16795,Core Gene,2
Zm00030ab223040,pan_gene_16796,Core Gene,2
Zm00030ab223060,pan_gene_16797,Core Gene,1
Zm00030ab223070,pan_gene_16798,Core Gene,1
Zm00030ab223080,pan_gene_16799,Core Gene,1
gmap_ID=chr5:29185096-29185431,pan_gene_16800,Core Gene,1
Zm00030ab223090,pan_gene_16801,Core Gene,1
Zm00030ab223100,pan_gene_16802,Core Gene,1
Zm00030ab223120,pan_gene_16803,Core Gene,1
Zm00030ab223130,pan_gene_16804,Core Gene,1
Zm00030ab223150,pan_gene_16805,Core Gene,1
Zm00030ab223160,pan_gene_16806,Core Gene,1
Zm00030ab223170,pan_gene_16807,Near-Core Gene,1
Zm00030ab223180,pan_gene_16808,Core Gene,1
Zm00030ab223210,pan_gene_16813,Core Gene,1
Zm00030ab223250,pan_gene_16815,Core Gene,1
Zm00030ab223260,pan_gene_16816,Core Gene,1
Zm00030ab223280,pan_gene_16817,Core Gene,1
Zm00030ab223290,pan_gene_16818,Core Gene,1
Zm00030ab223300,pan_gene_16819,Core Gene,7
Zm00030ab223370,pan_gene_16820,Dispensable Gene,1
Zm00030ab223390,pan_gene_16821,Core Gene,1
Zm00030ab223400,pan_gene_16822,Core Gene,1
Zm00030ab223410,pan_gene_16823,Dispensable Gene,1
Zm00030ab223420,pan_gene_16824,Core Gene,1
gmap_ID=chr5:30981952-30982390,pan_gene_16825,Dispensable Gene,1
Zm00030ab223440,pan_gene_16826,Core Gene,1
Zm00030ab223450,pan_gene_16827,Core Gene,1
Zm00030ab223460,pan_gene_16828,Core Gene,1
Zm00030ab223470,pan_gene_16829,Core Gene,1
Zm00030ab223480,pan_gene_16830,Core Gene,1
Zm00030ab223490,pan_gene_16831,Core Gene,1
Zm00030ab223500,pan_gene_16832,Core Gene,1
Zm00030ab223510,pan_gene_16833,Core Gene,1
Zm00030ab223520,pan_gene_16834,Core Gene,1
Zm00030ab223530,pan_gene_16835,Core Gene,1
Zm00030ab223540,pan_gene_16836,Core Gene,1
Zm00030ab223550,pan_gene_16837,Core Gene,1
Zm00030ab223560,pan_gene_16838,Core Gene,1
Zm00030ab223570,pan_gene_16839,Core Gene,1
Zm00030ab223580,pan_gene_16840,Core Gene,1
Zm00030ab223610,pan_gene_16841,Core Gene,3
Zm00030ab223640,pan_gene_16842,Core Gene,1
Zm00030ab223650,pan_gene_16843,Core Gene,1
Zm00030ab223670,pan_gene_16845,Core Gene,1
Zm00030ab223680,pan_gene_16846,Core Gene,1
Zm00030ab223700,pan_gene_16847,Core Gene,1
Zm00030ab223710,pan_gene_16848,Core Gene,1
Zm00030ab223730,pan_gene_16851,Core Gene,1
Zm00030ab223740,pan_gene_16852,Core Gene,1
Zm00030ab223750,pan_gene_16853,Dispensable Gene,1
Zm00030ab223760,pan_gene_16854,Core Gene,3
Zm00030ab223820,pan_gene_16855,Core Gene,1
Zm00030ab223870,pan_gene_16856,Near-Core Gene,1
Zm00030ab223880,pan_gene_16857,Dispensable Gene,1
gmap_ID=chr5:33529233-33530022,pan_gene_16858,Core Gene,1
Zm00030ab223910,pan_gene_16859,Core Gene,1
Zm00030ab223940,pan_gene_16860,Core Gene,7
Zm00030ab224070,pan_gene_16862,Core Gene,1
Zm00030ab224100,pan_gene_16863,Core Gene,1
Zm00030ab224110,pan_gene_16865,Core Gene,1
Zm00030ab224120,pan_gene_16867,Core Gene,1
Zm00030ab224130,pan_gene_16868,Core Gene,1
Zm00030ab224140,pan_gene_16870,Core Gene,2
Zm00030ab224160,pan_gene_16871,Core Gene,1
Zm00030ab224200,pan_gene_16872,Core Gene,1
Zm00030ab224210,pan_gene_16873,Core Gene,1
Zm00030ab224220,pan_gene_16874,Core Gene,1
Zm00030ab224230,pan_gene_16875,Core Gene,1
Zm00030ab224250,pan_gene_16876,Core Gene,3
Zm00030ab224270,pan_gene_16877,Core Gene,1
Zm00030ab224290,pan_gene_16879,Core Gene,1
Zm00030ab224300,pan_gene_16880,Core Gene,1
Zm00030ab224310,pan_gene_16881,Core Gene,2
Zm00030ab224330,pan_gene_16886,Core Gene,1
Zm00030ab224350,pan_gene_16887,Core Gene,1
Zm00030ab224360,pan_gene_16888,Core Gene,1
Zm00030ab224370,pan_gene_16889,Core Gene,1
Zm00030ab224380,pan_gene_16890,Core Gene,1
Zm00030ab224390,pan_gene_16891,Core Gene,1
Zm00030ab224410,pan_gene_16892,Core Gene,1
gmap_ID=chr5:35545475-35559747,pan_gene_16893,Core Gene,1
gmap_ID=chr5:35561631-35562878,pan_gene_16894,Core Gene,1
Zm00030ab224440,pan_gene_16895,Core Gene,1
gmap_ID=chr5:35578249-35613238,pan_gene_16896,Core Gene,1
Zm00030ab224450,pan_gene_16897,Core Gene,2
Zm00030ab224490,pan_gene_16898,Core Gene,1
Zm00030ab224500,pan_gene_16900,Core Gene,1
Zm00030ab224530,pan_gene_16901,Core Gene,1
Zm00030ab224540,pan_gene_16902,Core Gene,1
Zm00030ab224550,pan_gene_16903,Core Gene,1
Zm00030ab224600,pan_gene_16904,Core Gene,1
Zm00030ab224620,pan_gene_16906,Core Gene,1
Zm00030ab224630,pan_gene_16907,Core Gene,1
Zm00030ab224640,pan_gene_16908,Core Gene,1
Zm00030ab224650,pan_gene_16909,Core Gene,1
Zm00030ab224700,pan_gene_16910,Core Gene,1
Zm00030ab224710,pan_gene_16911,Core Gene,1
Zm00030ab224720,pan_gene_16912,Core Gene,1
Zm00030ab224770,pan_gene_16915,Core Gene,1
Zm00030ab224780,pan_gene_16916,Core Gene,1
Zm00030ab224790,pan_gene_16917,Dispensable Gene,1
Zm00030ab224810,pan_gene_16918,Core Gene,1
Zm00030ab224820,pan_gene_16919,Core Gene,1
Zm00030ab224830,pan_gene_16921,Core Gene,1
Zm00030ab224840,pan_gene_16922,Core Gene,1
Zm00030ab224850,pan_gene_16925,Core Gene,1
Zm00030ab224910,pan_gene_16926,Core Gene,1
gmap_ID=chr5:37592620-37592967,pan_gene_16927,Dispensable Gene,1
Zm00030ab224920,pan_gene_16928,Core Gene,1
Zm00030ab224950,pan_gene_16929,Core Gene,1
Zm00030ab224960,pan_gene_16930,Core Gene,1
Zm00030ab224980,pan_gene_16931,Core Gene,1
Zm00030ab224990,pan_gene_16932,Dispensable Gene,1
Zm00030ab225000,pan_gene_16933,Core Gene,2
Zm00030ab225030,pan_gene_16936,Core Gene,1
Zm00030ab225040,pan_gene_16937,Core Gene,1
Zm00030ab225060,pan_gene_16940,Core Gene,2
Zm00030ab225080,pan_gene_16943,Core Gene,1
gmap_ID=chr5:38553377-38557840,pan_gene_16944,Dispensable Gene,1
Zm00030ab225100,pan_gene_16945,Dispensable Gene,1
Zm00030ab225110,pan_gene_16946,Dispensable Gene,1
Zm00030ab225120,pan_gene_16947,Dispensable Gene,2
Zm00030ab225140,pan_gene_16948,Dispensable Gene,1
gmap_ID=chr5:38629258-38630291,pan_gene_16949,Dispensable Gene,1
gmap_ID=chr5:38632226-38636785,pan_gene_16950,Dispensable Gene,1
Zm00030ab225150,pan_gene_16951,Core Gene,1
Zm00030ab225160,pan_gene_16952,Core Gene,1
Zm00030ab225180,pan_gene_16954,Core Gene,1
Zm00030ab225210,pan_gene_16955,Core Gene,1
Zm00030ab225260,pan_gene_16956,Core Gene,1
Zm00030ab225290,pan_gene_16957,Core Gene,1
Zm00030ab225300,pan_gene_16958,Core Gene,1
Zm00030ab225310,pan_gene_16959,Core Gene,1
Zm00030ab225320,pan_gene_16961,Core Gene,1
Zm00030ab225330,pan_gene_16962,Core Gene,1
Zm00030ab225340,pan_gene_16963,Dispensable Gene,1
Zm00030ab225360,pan_gene_16964,Core Gene,1
Zm00030ab225370,pan_gene_16965,Dispensable Gene,1
Zm00030ab225380,pan_gene_16966,Core Gene,1
Zm00030ab225430,pan_gene_16967,Core Gene,1
Zm00030ab225440,pan_gene_16968,Core Gene,1
Zm00030ab225450,pan_gene_16969,Core Gene,1
Zm00030ab225460,pan_gene_16970,Core Gene,1
Zm00030ab225470,pan_gene_16971,Core Gene,1
Zm00030ab225480,pan_gene_16972,Core Gene,1
Zm00030ab225490,pan_gene_16973,Core Gene,1
Zm00030ab225500,pan_gene_16975,Core Gene,1
Zm00030ab225530,pan_gene_16976,Core Gene,1
Zm00030ab225520,pan_gene_16977,Core Gene,1
Zm00030ab225550,pan_gene_16978,Core Gene,1
Zm00030ab225590,pan_gene_16979,Core Gene,1
Zm00030ab225610,pan_gene_16980,Core Gene,1
Zm00030ab225630,pan_gene_16981,Core Gene,1
Zm00030ab225640,pan_gene_16983,Core Gene,1
Zm00030ab225670,pan_gene_16984,Core Gene,1
gmap_ID=chr5:41449987-41451656,pan_gene_16985,Dispensable Gene,1
Zm00030ab225680,pan_gene_16986,Dispensable Gene,3
Zm00030ab225710,pan_gene_16987,Dispensable Gene,1
Zm00030ab225720,pan_gene_16988,Core Gene,1
Zm00030ab225730,pan_gene_16989,Core Gene,1
Zm00030ab225740,pan_gene_16990,Core Gene,2
Zm00030ab225770,pan_gene_16991,Core Gene,1
Zm00030ab225790,pan_gene_16992,Core Gene,1
Zm00030ab225800,pan_gene_16993,Core Gene,1
Zm00030ab225810,pan_gene_16994,Core Gene,1
Zm00030ab225820,pan_gene_16996,Near-Core Gene,1
Zm00030ab225830,pan_gene_16997,Dispensable Gene,1
Zm00030ab225840,pan_gene_16998,Core Gene,1
Zm00030ab225860,pan_gene_16999,Core Gene,2
Zm00030ab225880,pan_gene_17000,Core Gene,1
Zm00030ab225890,pan_gene_17001,Dispensable Gene,1
Zm00030ab225900,pan_gene_17002,Core Gene,1
Zm00030ab225910,pan_gene_17003,Core Gene,1
Zm00030ab225920,pan_gene_17004,Core Gene,1
Zm00030ab225930,pan_gene_17005,Dispensable Gene,1
Zm00030ab225940,pan_gene_17006,Dispensable Gene,2
Zm00030ab225960,pan_gene_17007,Core Gene,1
Zm00030ab225980,pan_gene_17008,Core Gene,1
Zm00030ab226000,pan_gene_17009,Core Gene,1
Zm00030ab226040,pan_gene_17011,Core Gene,1
Zm00030ab226060,pan_gene_17012,Core Gene,1
Zm00030ab226080,pan_gene_17013,Core Gene,1
Zm00030ab226090,pan_gene_17014,Core Gene,1
Zm00030ab226100,pan_gene_17015,Core Gene,1
Zm00030ab226110,pan_gene_17016,Core Gene,1
Zm00030ab226120,pan_gene_17017,Core Gene,1
gmap_ID=chr5:44734985-44736770,pan_gene_17018,Near-Core Gene,1
Zm00030ab226140,pan_gene_17019,Core Gene,1
Zm00030ab226160,pan_gene_17020,Dispensable Gene,1
Zm00030ab226170,pan_gene_17021,Core Gene,1
Zm00030ab226190,pan_gene_17023,Core Gene,1
Zm00030ab226200,pan_gene_17024,Core Gene,1
Zm00030ab226210,pan_gene_17025,Core Gene,1
Zm00030ab226220,pan_gene_17026,Core Gene,1
gmap_ID=chr5:45847242-45847793,pan_gene_17027,Core Gene,1
Zm00030ab226240,pan_gene_17028,Core Gene,1
Zm00030ab226250,pan_gene_17029,Core Gene,1
Zm00030ab226260,pan_gene_17030,Core Gene,2
Zm00030ab226280,pan_gene_17031,Core Gene,1
Zm00030ab226300,pan_gene_17032,Core Gene,1
Zm00030ab226320,pan_gene_17033,Core Gene,1
Zm00030ab226330,pan_gene_17036,Core Gene,1
Zm00030ab226340,pan_gene_17037,Core Gene,1
Zm00030ab226350,pan_gene_17038,Core Gene,1
Zm00030ab226370,pan_gene_17039,Core Gene,1
Zm00030ab226400,pan_gene_17040,Core Gene,1
Zm00030ab226410,pan_gene_17041,Core Gene,2
Zm00030ab226420,pan_gene_17042,Core Gene,1
gmap_ID=chr5:47424520-47432423,pan_gene_17043,Core Gene,1
Zm00030ab226460,pan_gene_17045,Core Gene,3
Zm00030ab226470,pan_gene_17046,Core Gene,1
Zm00030ab226500,pan_gene_17048,Core Gene,1
Zm00030ab226530,pan_gene_17050,Core Gene,1
Zm00030ab226540,pan_gene_17051,Core Gene,2
Zm00030ab226570,pan_gene_17052,Core Gene,1
gmap_ID=chr5:48723323-48723877,pan_gene_17053,Dispensable Gene,1
Zm00030ab226590,pan_gene_17054,Core Gene,1
Zm00030ab226620,pan_gene_17055,Core Gene,1
Zm00030ab226630,pan_gene_17056,Core Gene,1
Zm00030ab226640,pan_gene_17057,Core Gene,1
Zm00030ab226650,pan_gene_17058,Core Gene,1
Zm00030ab226690,pan_gene_17059,Core Gene,1
Zm00030ab226700,pan_gene_17062,Core Gene,1
Zm00030ab226710,pan_gene_17064,Core Gene,1
Zm00030ab226720,pan_gene_17065,Core Gene,1
Zm00030ab226730,pan_gene_17066,Core Gene,1
Zm00030ab226740,pan_gene_17067,Core Gene,1
Zm00030ab226750,pan_gene_17068,Core Gene,1
Zm00030ab226770,pan_gene_17070,Core Gene,1
Zm00030ab226780,pan_gene_17071,Core Gene,1
Zm00030ab226790,pan_gene_17072,Dispensable Gene,1
Zm00030ab226800,pan_gene_17073,Core Gene,1
Zm00030ab226810,pan_gene_17074,Core Gene,1
Zm00030ab226820,pan_gene_17075,Core Gene,1
Zm00030ab226840,pan_gene_17076,Core Gene,1
Zm00030ab226850,pan_gene_17077,Core Gene,1
Zm00030ab226860,pan_gene_17078,Core Gene,1
Zm00030ab226870,pan_gene_17079,Core Gene,1
gmap_ID=chr5:50838160-50838783,pan_gene_17080,Near-Core Gene,1
Zm00030ab226880,pan_gene_17082,Core Gene,1
Zm00030ab226890,pan_gene_17083,Core Gene,1
Zm00030ab226900,pan_gene_17084,Core Gene,1
Zm00030ab226910,pan_gene_17085,Near-Core Gene,1
Zm00030ab226920,pan_gene_17086,Core Gene,1
Zm00030ab226930,pan_gene_17087,Core Gene,1
gmap_ID=chr5:51280374-51288436,pan_gene_17088,Near-Core Gene,1
Zm00030ab226960,pan_gene_17089,Core Gene,1
Zm00030ab226980,pan_gene_17090,Core Gene,1
Zm00030ab226990,pan_gene_17092,Core Gene,1
Zm00030ab227000,pan_gene_17093,Core Gene,1
Zm00030ab227010,pan_gene_17094,Core Gene,1
Zm00030ab227040,pan_gene_17096,Core Gene,1
Zm00030ab227050,pan_gene_17097,Core Gene,1
Zm00030ab227060,pan_gene_17098,Core Gene,1
Zm00030ab227020,pan_gene_17099,Dispensable Gene,1
Zm00030ab227070,pan_gene_17101,Core Gene,1
Zm00030ab227110,pan_gene_17102,Core Gene,1
Zm00030ab227120,pan_gene_17103,Core Gene,1
Zm00030ab227130,pan_gene_17106,Dispensable Gene,1
Zm00030ab227140,pan_gene_17107,Core Gene,1
Zm00030ab227150,pan_gene_17110,Core Gene,1
Zm00030ab227160,pan_gene_17111,Core Gene,1
Zm00030ab227170,pan_gene_17113,Core Gene,2
Zm00030ab227230,pan_gene_17114,Near-Core Gene,1
Zm00030ab227270,pan_gene_17115,Core Gene,1
Zm00030ab227290,pan_gene_17116,Core Gene,1
Zm00030ab227310,pan_gene_17117,Core Gene,1
Zm00030ab227320,pan_gene_17118,Core Gene,1
Zm00030ab227330,pan_gene_17119,Core Gene,1
Zm00030ab227340,pan_gene_17120,Core Gene,1
gmap_ID=chr5:53016222-53018349,pan_gene_17121,Core Gene,1
Zm00030ab227350,pan_gene_17122,Core Gene,1
Zm00030ab227360,pan_gene_17123,Core Gene,1
Zm00030ab227370,pan_gene_17124,Core Gene,1
Zm00030ab227380,pan_gene_17125,Core Gene,1
Zm00030ab227390,pan_gene_17126,Core Gene,1
Zm00030ab227430,pan_gene_17127,Core Gene,1
Zm00030ab227440,pan_gene_17128,Core Gene,1
Zm00030ab227450,pan_gene_17129,Core Gene,1
Zm00030ab227460,pan_gene_17130,Core Gene,1
Zm00030ab227470,pan_gene_17131,Core Gene,1
Zm00030ab227480,pan_gene_17132,Core Gene,1
Zm00030ab227490,pan_gene_17133,Core Gene,1
Zm00030ab227500,pan_gene_17134,Core Gene,1
Zm00030ab227510,pan_gene_17135,Core Gene,1
Zm00030ab227530,pan_gene_17136,Near-Core Gene,1
Zm00030ab227540,pan_gene_17137,Near-Core Gene,1
Zm00030ab227550,pan_gene_17138,Near-Core Gene,1
Zm00030ab227560,pan_gene_17139,Core Gene,1
Zm00030ab227570,pan_gene_17140,Core Gene,4
Zm00030ab227630,pan_gene_17141,Core Gene,1
Zm00030ab227650,pan_gene_17142,Core Gene,1
gmap_ID=chr5:54523793-54524164,pan_gene_17143,Dispensable Gene,1
Zm00030ab227670,pan_gene_17144,Dispensable Gene,1
Zm00030ab227680,pan_gene_17145,Core Gene,1
Zm00030ab227710,pan_gene_17146,Core Gene,1
Zm00030ab227720,pan_gene_17147,Core Gene,3
Zm00030ab227740,pan_gene_17148,Near-Core Gene,1
Zm00030ab227800,pan_gene_17149,Near-Core Gene,1
gmap_ID=chr5:55356609-55386591,pan_gene_17150,Near-Core Gene,1
Zm00030ab227810,pan_gene_17151,Near-Core Gene,2
Zm00030ab227820,pan_gene_17152,Dispensable Gene,1
Zm00030ab227840,pan_gene_17153,Core Gene,1
Zm00030ab227850,pan_gene_17154,Core Gene,3
Zm00030ab227890,pan_gene_17156,Core Gene,1
Zm00030ab227900,pan_gene_17157,Core Gene,1
Zm00030ab227920,pan_gene_17158,Core Gene,1
Zm00030ab227980,pan_gene_17159,Core Gene,1
Zm00030ab227990,pan_gene_17160,Core Gene,5
Zm00030ab228070,pan_gene_17161,Core Gene,1
Zm00030ab228080,pan_gene_17162,Core Gene,1
Zm00030ab228090,pan_gene_17163,Core Gene,1
Zm00030ab228100,pan_gene_17164,Core Gene,1
Zm00030ab228110,pan_gene_17165,Core Gene,1
Zm00030ab228130,pan_gene_17166,Core Gene,1
Zm00030ab228140,pan_gene_17167,Core Gene,1
Zm00030ab228160,pan_gene_17168,Core Gene,1
Zm00030ab228170,pan_gene_17169,Core Gene,1
Zm00030ab228180,pan_gene_17170,Core Gene,1
Zm00030ab228190,pan_gene_17171,Core Gene,1
Zm00030ab228210,pan_gene_17172,Core Gene,1
Zm00030ab228220,pan_gene_17173,Dispensable Gene,1
gmap_ID=chr5:57602224-57602529,pan_gene_17174,Dispensable Gene,1
Zm00030ab228250,pan_gene_17175,Core Gene,1
Zm00030ab228280,pan_gene_17176,Core Gene,1
Zm00030ab228290,pan_gene_17177,Core Gene,1
Zm00030ab228320,pan_gene_17182,Core Gene,1
Zm00030ab228330,pan_gene_17183,Core Gene,1
Zm00030ab228350,pan_gene_17184,Core Gene,1
Zm00030ab228360,pan_gene_17185,Core Gene,1
Zm00030ab228370,pan_gene_17186,Core Gene,1
Zm00030ab228380,pan_gene_17187,Core Gene,1
gmap_ID=chr5:58144858-58145403,pan_gene_17188,Core Gene,1
Zm00030ab228390,pan_gene_17189,Core Gene,1
Zm00030ab228400,pan_gene_17190,Core Gene,1
Zm00030ab228410,pan_gene_17191,Core Gene,2
Zm00030ab228440,pan_gene_17192,Core Gene,1
Zm00030ab228450,pan_gene_17193,Core Gene,1
Zm00030ab228460,pan_gene_17194,Core Gene,1
Zm00030ab228470,pan_gene_17196,Core Gene,2
Zm00030ab228500,pan_gene_17197,Core Gene,1
Zm00030ab228520,pan_gene_17198,Core Gene,1
Zm00030ab228530,pan_gene_17199,Core Gene,1
Zm00030ab228550,pan_gene_17201,Core Gene,1
Zm00030ab228560,pan_gene_17202,Core Gene,1
Zm00030ab228570,pan_gene_17203,Core Gene,1
Zm00030ab228580,pan_gene_17204,Core Gene,1
Zm00030ab228590,pan_gene_17205,Core Gene,1
